DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,TEMP,VCL,WATER_VOL,ZLT
1407.4808,5476.3472,5476347.0,nan,139.0381,0.0,nan,176.0666,1.4912,1.6395,1407.4807,0.6495,-646.2183,nan,0.0028,0.0343,0.0343,17967.0176,2.4981,1.4912,2.2237,89.9269,1.0,1.0,1.0,-1325.0007,158.3682,82.855,0.0343,2.0
1407.6331,5323.4111,5323411.0,nan,143.9538,0.0,nan,172.5009,1.3915,1.5453,1407.6331,0.6489,-646.2925,nan,0.0029,0.0318,0.0318,17465.2598,2.5142,1.3915,1.9362,89.9883,1.0,1.0,1.0,-1325.1531,158.3767,84.1203,0.0318,2.0
1407.7856,5418.2373,5418237.5,nan,140.518,0.0,nan,171.5019,1.3675,1.4978,1407.7855,0.6271,-646.3669,nan,0.0037,0.0301,0.0301,17776.3691,2.4979,1.3675,1.8701,89.7126,1.0,1.0,1.0,-1325.3055,158.3852,84.944,0.0301,2.0
1407.938,5647.0347,5647037.0,nan,132.6819,0.0,nan,173.4018,1.3846,1.5117,1407.938,0.5961,-646.4412,nan,0.0049,0.0371,0.0371,18527.0254,2.4582,1.3846,1.9171,89.0706,1.0,1.0,1.0,-1325.458,158.3937,81.425,0.0371,2.0
1408.0904,5792.4595,5792459.5,nan,127.8722,0.0,nan,176.2074,1.4285,1.5585,1408.0903,0.5751,-646.5156,nan,0.0062,0.0466,0.0466,19004.1328,2.4301,1.4285,2.0406,88.3403,1.0,1.0,1.0,-1325.6104,158.4022,75.049,0.0466,2.0
1408.2428,5859.1987,5859198.5,nan,126.27,0.0,nan,178.1351,1.4792,1.6148,1408.2428,0.5671,-646.5898,nan,0.0079,0.0455,0.0455,19223.0918,2.4273,1.4792,2.188,87.5343,1.0,1.0,1.0,-1325.7628,158.4106,72.066,0.0455,2.0
1408.3952,5955.083,5955083.0,nan,123.9861,0.0,nan,179.0394,1.5134,1.6592,1408.3951,0.5586,-646.6642,nan,0.022,0.0428,0.0428,19537.6738,2.4224,1.5134,2.2904,86.6317,1.0,1.0,1.0,-1325.9152,158.4191,70.427,0.0428,2.0
1408.5476,6115.1055,6115107.5,nan,120.602,0.0,nan,179.7729,1.5275,1.6822,1408.5476,0.5528,-646.7385,nan,0.2331,0.0384,0.0384,20062.6875,2.4196,1.5275,2.3333,85.2403,1.0,1.0,1.0,-1326.0676,158.4276,69.035,0.0384,2.0
1408.7,6269.4053,6269405.5,nan,117.9401,0.0,nan,181.137,1.5294,1.6887,1408.7,0.5434,-646.8129,nan,1.1453,0.032,0.032,20568.916,2.4259,1.5294,2.3391,83.3208,1.0,1.0,1.0,-1326.22,158.4361,67.736,0.032,2.0
1408.8524,6335.1685,6335168.5,nan,116.8842,0.0,nan,182.7536,1.533,1.6866,1408.8524,0.5306,-646.8872,nan,1.0127,0.0297,0.0297,20784.6738,2.4294,1.533,2.3501,80.986,1.0,1.0,1.0,-1326.3723,158.4446,65.515,0.0297,2.0
1409.0048,6335.1245,6335158.0,nan,116.5867,0.0,nan,182.1405,1.55,1.703,1409.0048,0.5086,-646.9615,nan,0.9885,0.0405,0.0405,20784.6387,2.4232,1.55,2.4025,78.7009,1.0,1.0,1.0,-1326.5248,158.4531,61.505,0.0405,2.0
1409.1572,6451.4878,6451493.5,nan,115.0272,0.0,nan,176.4491,1.6085,1.7801,1409.1572,0.4782,-647.0358,nan,1.1657,0.0625,0.0625,21166.3164,2.4347,1.6085,2.5873,77.1218,1.0,1.0,1.0,-1326.6771,158.4616,56.314,0.0625,2.0
1409.3096,6916.6016,6916622.5,nan,109.2355,0.0,nan,166.0776,1.7129,1.9557,1409.3096,0.4435,-647.1102,nan,1.4226,0.081,0.081,22692.3301,2.4788,1.7129,2.934,76.3805,1.0,1.0,1.0,-1326.8296,158.47,50.127,0.081,2.0
1409.462,7745.603,7745603.0,nan,99.3425,0.0,nan,155.265,1.9202,2.3126,1409.4619,0.4004,-647.1845,nan,1.4383,0.084,0.084,25412.084,2.5245,1.9202,3.6872,76.8517,1.0,1.0,1.0,-1326.9819,158.4785,43.501,0.084,2.0
1409.6143,8417.2734,8417273.0,nan,91.9111,0.0,nan,149.3518,2.2703,2.8563,1409.6143,0.3832,-647.2588,nan,1.0519,0.0602,0.0602,27615.7266,2.5382,2.2703,5.1543,78.1005,1.0,1.0,1.0,-1327.1343,158.487,39.2665,0.0602,2.0
1409.7668,8220.4639,8220454.5,nan,93.4037,0.0,nan,150.7063,2.8624,3.2663,1409.7667,0.4253,-647.3331,nan,0.7184,0.0394,0.0394,26969.9961,2.5191,2.8624,8.1933,80.0822,1.0,1.0,1.0,-1327.2867,158.4955,39.449,0.0394,2.0
1409.9192,7290.1411,7290141.0,nan,102.5513,0.0,nan,157.403,2.9222,3.0598,1409.9192,0.4966,-647.4075,nan,0.7721,0.049,0.049,23917.7852,2.4528,2.9222,8.5393,82.35,1.0,1.0,1.0,-1327.4392,158.504,44.48,0.049,2.0
1410.0716,6540.2202,6540220.0,nan,111.2902,0.0,nan,165.8677,2.054,2.4058,1410.0715,0.5364,-647.4818,nan,0.3906,0.0588,0.0588,21457.416,2.388,2.054,4.2189,84.6594,1.0,1.0,1.0,-1327.5916,158.5125,53.332,0.0588,2.0
1410.224,6320.5093,6320509.0,nan,115.1106,0.0,nan,173.3085,1.686,2.0036,1410.224,0.5731,-647.5562,nan,0.0081,0.0605,0.0605,20736.5781,2.387,1.686,2.8426,86.6583,1.0,1.0,1.0,-1327.744,158.521,63.559,0.0605,2.0
1410.3764,6185.9824,6185979.0,nan,117.4562,0.0,nan,178.3182,1.5002,1.8065,1410.3763,0.664,-647.6304,nan,0.0039,0.0545,0.0545,20295.207,2.3838,1.5002,2.2506,88.2276,1.0,1.0,1.0,-1327.8964,158.5294,72.755,0.0545,2.0
1410.5288,5835.3379,5835338.0,nan,123.1561,0.0,nan,180.3774,1.3505,1.5901,1410.5288,0.7129,-647.7048,nan,0.0009,0.0421,0.0421,19144.8086,2.3578,1.3505,1.8239,89.267,1.0,1.0,1.0,-1328.0488,158.5379,78.975,0.0421,2.0
1410.6812,5480.9624,5480962.5,nan,130.6517,0.0,nan,179.9949,1.279,1.4215,1410.6812,0.7158,-647.7791,nan,0.0008,0.0307,0.0307,17982.1602,2.3494,1.279,1.6358,89.8632,1.0,1.0,1.0,-1328.2012,158.5464,84.67,0.0307,2.0
1410.8336,5327.2148,5327215.0,nan,134.7657,0.0,nan,178.872,1.2885,1.3832,1410.8336,0.719,-647.8535,nan,0.0011,0.025,0.025,17477.7402,2.3554,1.2885,1.6602,90.0944,1.0,1.0,1.0,-1328.3535,158.5549,87.504,0.025,2.0
1410.986,5429.2783,5429296.5,nan,132.7432,0.0,nan,178.3686,1.3294,1.4312,1410.986,0.6683,-647.9277,nan,0.003,0.0345,0.0345,17812.6523,2.3645,1.3294,1.7673,90.0549,1.0,1.0,1.0,-1328.506,158.5634,82.749,0.0345,2.0
1411.1384,5628.2104,5628210.5,nan,129.0965,0.0,nan,178.1905,1.3803,1.499,1411.1384,0.607,-648.0021,nan,0.0038,0.0483,0.0483,18465.2578,2.3838,1.3803,1.9052,89.9217,1.0,1.0,1.0,-1328.6583,158.5719,75.858,0.0483,2.0
1411.2908,5536.9917,5536997.0,nan,131.6472,0.0,nan,177.2762,1.432,1.5557,1411.2908,0.5893,-648.0764,nan,0.005,0.0542,0.0542,18166.002,2.3915,1.432,2.0506,89.5999,1.0,1.0,1.0,-1328.8108,158.5804,72.881,0.0542,2.0
1411.4432,5146.811,5146811.0,nan,142.2255,0.0,nan,175.6751,1.4907,1.6191,1411.4431,0.5775,-648.1508,nan,0.0077,0.0483,0.0483,16885.8633,2.4016,1.4907,2.2222,89.0602,1.0,1.0,1.0,-1328.9631,158.5889,75.637,0.0483,2.0
1411.5956,4855.2339,4855235.5,nan,152.6877,0.0,nan,174.365,1.5692,1.6926,1411.5956,0.5483,-648.2251,nan,0.0236,0.0229,0.0229,15929.251,2.4322,1.5692,2.4624,88.0973,1.0,1.0,1.0,-1329.1156,158.5973,83.672,0.0229,2.0
1411.748,4858.9512,4858951.5,nan,154.8417,0.0,nan,173.8584,1.6821,1.785,1411.7479,0.5329,-648.2994,nan,0.1822,0.0001,0.01,15941.4414,2.4684,1.6821,2.8295,86.5359,1.0,1.0,1.0,-1329.2679,158.6058,88.897,0.0001,2.0
1411.9004,5012.6768,5012677.0,nan,152.0085,0.0,nan,173.9305,1.8303,1.8873,1411.9004,0.5184,-648.3737,nan,0.7908,0.0001,0.01,16445.791,2.4999,1.8303,3.35,84.35,1.0,1.0,1.0,-1329.4204,158.6143,87.599,0.0001,2.0
1412.0528,5245.1147,5245114.5,nan,145.3652,0.0,nan,174.4143,1.9412,1.9863,1412.0527,0.5027,-648.4481,nan,0.5891,0.0001,0.01,17208.3809,2.5015,1.9412,3.7683,81.815,1.0,1.0,1.0,-1329.5728,158.6228,84.167,0.0001,2.0
1412.2052,5688.0005,5688007.5,nan,132.8141,0.0,nan,174.9948,2.0136,2.0774,1412.2052,0.4774,-648.5224,nan,0.4588,0.0035,0.01,18661.4414,2.4785,2.0136,4.0546,79.1619,1.0,1.0,1.0,-1329.7252,158.6313,75.964,0.0035,2.0
1412.3576,6502.3159,6502316.0,nan,116.4015,0.0,nan,174.7974,2.0837,2.1561,1412.3575,0.465,-648.5967,nan,0.3775,0.0084,0.01,21333.0566,2.4832,2.0837,4.3418,76.66,1.0,1.0,1.0,-1329.8776,158.6397,65.631,0.0084,2.0
1412.51,7310.1191,7310119.0,nan,105.1814,0.0,nan,172.8099,2.1667,2.2488,1412.51,0.4586,-648.671,nan,0.3533,0.0118,0.0118,23983.3301,2.5226,2.1667,4.6946,74.4397,1.0,1.0,1.0,-1330.03,158.6482,56.928,0.0118,2.0
1412.6624,7641.3115,7641311.5,nan,101.4403,0.0,nan,168.8431,2.2743,2.3645,1412.6624,0.4495,-648.7454,nan,0.4212,0.0198,0.0198,25069.9199,2.5431,2.2743,5.1724,72.6781,1.0,1.0,1.0,-1330.1824,158.6567,50.756,0.0198,2.0
1412.8148,7576.0103,7576006.0,nan,101.5422,0.0,nan,164.3606,2.3643,2.4632,1412.8148,0.4469,-648.8197,nan,0.6285,0.0308,0.0308,24855.6621,2.5239,2.3643,5.5899,71.3064,1.0,1.0,1.0,-1330.3347,158.6652,47.36,0.0308,2.0
1412.9672,7323.0835,7323051.5,nan,103.451,0.0,nan,161.5675,2.3038,2.421,1412.9672,0.4567,-648.894,nan,1.0162,0.0443,0.0443,24025.7598,2.4855,2.3038,5.3075,70.3899,1.0,1.0,1.0,-1330.4872,158.6737,46.498,0.0443,2.0
1413.1196,7006.6255,7006625.5,nan,105.7352,0.0,nan,161.397,2.1172,2.2593,1413.1196,0.4885,-648.9683,nan,1.2456,0.0566,0.0566,22987.6152,2.4306,2.1172,4.4825,69.9928,1.0,1.0,1.0,-1330.6395,158.6822,46.774,0.0566,2.0
1413.272,6779.8374,6779970.5,nan,108.1302,0.0,nan,162.3777,1.9673,2.1154,1413.272,0.4739,-649.0427,nan,1.2392,0.0603,0.0603,22243.998,2.4052,1.9673,3.8703,70.1007,1.0,1.0,1.0,-1330.792,158.6907,47.666,0.0603,2.0
1413.4244,6780.0679,6780071.5,nan,109.8483,0.0,nan,162.1184,1.9635,2.0999,1413.4243,0.4586,-649.117,nan,1.0759,0.0541,0.0541,22244.3281,2.4435,1.9635,3.8553,70.6499,1.0,1.0,1.0,-1330.9443,158.6992,49.341,0.0541,2.0
1413.5768,6955.3345,6955334.5,nan,109.6526,0.0,nan,160.2833,2.1627,2.2473,1413.5768,0.4499,-649.1913,nan,0.8062,0.0361,0.0361,22819.3379,2.5022,2.1627,4.6773,71.4195,1.0,1.0,1.0,-1331.0968,158.7076,50.834,0.0361,2.0
1413.7292,7229.1997,7229200.0,nan,107.2104,0.0,nan,159.1632,2.4746,2.5163,1413.7291,0.4555,-649.2656,nan,0.598,0.021,0.021,23717.8477,2.5428,2.4746,6.1236,72.5067,1.0,1.0,1.0,-1331.2491,158.7161,51.851,0.021,2.0
1413.8816,7443.79,7443790.0,nan,104.0665,0.0,nan,161.048,2.5836,2.7043,1413.8816,0.4731,-649.34,nan,0.5078,0.0189,0.0189,24421.8828,2.5415,2.5836,6.675,73.6261,1.0,1.0,1.0,-1331.4016,158.7246,51.679,0.0189,2.0
1414.034,7430.9692,7430972.0,nan,102.1049,0.0,nan,165.6629,2.4692,2.6157,1414.0339,0.4817,-649.4143,nan,0.4605,0.0113,0.0113,24379.8281,2.4893,2.4692,6.0969,74.8938,1.0,1.0,1.0,-1331.554,158.7331,50.805,0.0113,2.0
1414.1864,7314.1489,7314149.0,nan,102.073,0.0,nan,170.226,2.3997,2.4936,1414.1864,0.5003,-649.4886,nan,0.4189,0.0001,0.01,23996.5508,2.4494,2.3997,5.7586,76.0376,1.0,1.0,1.0,-1331.7064,158.7416,50.431,0.0001,2.0
1414.3388,7085.0894,7085089.5,nan,103.863,2.0,nan,171.6167,2.4625,2.48,1414.3387,0.5227,-649.563,nan,0.5258,0.0001,0.01,23245.043,2.4143,2.4625,6.0639,77.1173,1.0,1.0,1.0,-1331.8588,158.7501,49.127,0.0001,2.0
1414.4912,6641.2725,6641272.5,nan,106.4668,0.0,nan,167.6261,2.681,2.6317,1414.4912,0.5656,-649.6373,nan,0.2597,0.0001,0.01,21788.9531,2.3198,2.681,7.1878,78.0189,1.0,1.0,1.0,-1332.0112,158.7585,45.713,0.0001,2.0
1414.6436,5729.3091,5729302.0,nan,110.9808,3.0,nan,157.4178,3.2262,3.1073,1414.6436,0.6862,-649.7116,nan,0.0006,0.0001,0.01,18796.9238,2.0861,3.2262,10.4084,78.7988,1.0,1.0,1.0,-1332.1636,158.767,44.46,0.0001,2.0
1414.796,4641.561,4641561.5,nan,118.1819,3.0,nan,142.4785,4.299,4.1459,1414.796,0.9367,-649.7859,nan,0.0061,0.0001,0.01,15228.2197,1.7997,4.299,18.4814,79.5516,1.0,1.0,1.0,-1332.3159,158.7755,41.008,0.0001,2.0
1414.9484,3723.8088,3723941.5,nan,127.6641,3.0,nan,126.1685,6.609,6.5669,1414.9484,1.0738,-649.8603,nan,0.0172,0.0001,0.01,12217.6562,1.5597,6.609,43.6789,80.3124,1.0,1.0,1.0,-1332.4684,158.784,29.905,0.0001,2.0
1415.1008,3037.9536,3037953.5,nan,137.2825,3.0,nan,112.4572,10.5279,10.3504,1415.1008,1.0481,-649.9346,nan,0.0231,0.0001,0.01,9967.0391,1.3683,10.5279,110.8367,81.153,1.0,1.0,1.0,-1332.6207,158.7925,19.847,0.0001,2.0
1415.2531,2601.9573,2601957.5,nan,144.5164,3.0,nan,103.765,15.9475,15.2658,1415.2531,1.0914,-650.0089,nan,0.0355,0.0001,0.01,8536.6055,1.2337,15.9475,254.34,82.0016,1.0,1.0,1.0,-1332.7731,158.801,11.8837,0.0001,2.0
1415.4056,2439.655,2439655.0,nan,148.611,3.0,nan,99.68,25.8266,23.6711,1415.4055,1.171,-650.0833,nan,0.061,0.0001,0.01,8004.1177,1.1895,25.8266,667.0132,82.858,1.0,1.0,1.0,-1332.9255,158.8095,7.962,0.0001,2.0
1415.558,2426.2935,2426293.5,nan,149.8942,3.0,nan,98.4988,49.8545,41.606,1415.558,1.2062,-650.1576,nan,0.1046,0.0001,0.01,7960.2808,1.1932,49.8545,2485.4712,83.5897,1.0,1.0,1.0,-1333.078,158.818,8.54,0.0001,2.0
1415.7104,2425.0647,2425064.75,nan,150.121,3.0,nan,98.5819,56.3977,45.2695,1415.7103,1.1236,-650.2319,nan,0.1065,0.0001,0.01,7956.249,1.1944,56.3977,3180.7007,84.4226,1.0,1.0,1.0,-1333.2303,158.8264,12.086,0.0001,2.0
1415.8628,2432.3953,2432395.75,nan,149.8941,3.0,nan,99.2831,48.9303,38.9069,1415.8628,1.0201,-650.3062,nan,0.0779,0.0001,0.01,7980.3018,1.1962,48.9303,2394.1743,85.2438,1.0,1.0,1.0,-1333.3828,158.8349,15.469,0.0001,2.0
1416.0152,2457.1692,2457169.0,nan,149.338,3.0,nan,101.0028,40.8674,33.0262,1416.0151,0.9717,-650.3806,nan,0.0549,0.0001,0.01,8061.5786,1.2039,40.8674,1670.1445,86.3069,1.0,1.0,1.0,-1333.5352,158.8434,18.323,0.0001,2.0
1416.1676,2577.2129,2577212.75,nan,148.5319,3.0,nan,104.687,16.4058,14.7352,1416.1676,0.9682,-650.4549,nan,0.0247,0.0001,0.01,8455.4229,1.2559,16.4058,269.1503,87.536,1.0,1.0,1.0,-1333.6876,158.8519,24.309,0.0001,2.0
1416.32,2901.644,2901644.25,nan,147.6287,3.0,nan,111.5332,8.4066,7.9978,1416.3199,0.9447,-650.5292,nan,0.013,0.0001,0.01,9519.8301,1.4054,8.4066,70.6709,88.9223,1.0,1.0,1.0,-1333.84,158.8604,35.421,0.0001,2.0
1416.4724,3330.8308,3330840.0,nan,146.8898,3.0,nan,122.4545,5.9632,5.7389,1416.4724,0.8969,-650.6035,nan,0.0067,0.0001,0.01,10927.9531,1.6052,5.9632,35.5598,90.1548,1.0,1.0,1.0,-1333.9924,158.8689,50.964,0.0001,2.0
1416.6248,3892.853,3892853.0,nan,146.5726,3.0,nan,136.8832,3.8413,3.5418,1416.6248,0.8095,-650.6779,nan,0.0017,0.0001,0.01,12771.8271,1.872,3.8413,14.7556,91.0724,1.0,1.0,1.0,-1334.1448,158.8773,69.541,0.0001,2.0
1416.7772,4483.9165,4483916.5,nan,146.2238,0.0,nan,152.3148,2.4995,2.3762,1416.7772,0.7253,-650.7522,nan,0.0001,0.0001,0.01,14711.0127,2.1511,2.4995,6.2475,91.6878,1.0,1.0,1.0,-1334.2971,158.8858,82.895,0.0001,2.0
1416.9296,4750.9722,4750860.0,nan,145.9212,0.0,nan,165.6943,1.7902,1.8308,1416.9296,0.6721,-650.8265,nan,0.0012,0.0068,0.01,15586.8096,2.2745,1.7902,3.2048,92.0473,1.0,1.0,1.0,-1334.4496,158.8943,89.036,0.0068,2.0
1417.082,4861.0312,4861032.0,nan,145.671,0.0,nan,175.3464,1.4465,1.5458,1417.082,0.6586,-650.9009,nan,0.0044,0.0147,0.0147,15948.2676,2.3232,1.4465,2.0924,92.233,1.0,1.0,1.0,-1334.6019,158.9028,92.659,0.0147,2.0
1417.2343,5078.0903,5078090.5,nan,142.7917,0.0,nan,181.1934,1.324,1.4252,1417.2343,0.6488,-650.9752,nan,0.006,0.0179,0.0179,16660.4004,2.379,1.324,1.7529,92.3125,1.0,1.0,1.0,-1334.7543,158.9113,91.036,0.0179,2.0
1417.3868,5501.8755,5501875.5,nan,136.3598,0.0,nan,183.6241,1.2641,1.3702,1417.3867,0.6376,-651.0495,nan,0.0057,0.0281,0.0281,18050.7734,2.4614,1.2641,1.5979,92.3719,1.0,1.0,1.0,-1334.9067,158.9198,85.971,0.0281,2.0
1417.5392,5972.2373,5972237.5,nan,130.3004,0.0,nan,182.7558,1.242,1.3416,1417.5392,0.6516,-651.1238,nan,0.0027,0.0377,0.0377,19593.9551,2.5531,1.242,1.5426,92.2991,1.0,1.0,1.0,-1335.0592,158.9283,81.124,0.0377,2.0
1417.6916,6168.1187,6168113.0,nan,128.4207,0.0,nan,178.9457,1.2313,1.3265,1417.6915,0.6546,-651.1982,nan,0.0029,0.0448,0.0448,20236.5898,2.5988,1.2313,1.5161,92.2085,1.0,1.0,1.0,-1335.2115,158.9368,77.595,0.0448,2.0
1417.844,5937.7852,5937785.0,nan,133.8335,0.0,nan,173.6404,1.2249,1.3156,1417.844,0.6159,-651.2725,nan,0.0046,0.0462,0.0462,19480.9219,2.6072,1.2249,1.5004,92.0188,1.0,1.0,1.0,-1335.364,158.9452,76.891,0.0462,2.0
1417.9964,5379.5444,5379544.5,nan,145.5345,0.0,nan,169.5256,1.2374,1.3334,1417.9963,0.6013,-651.3468,nan,0.0062,0.0373,0.0373,17649.4238,2.5686,1.2374,1.5312,91.8594,1.0,1.0,1.0,-1335.5164,158.9537,81.368,0.0373,2.0
1418.1488,4808.8525,4808852.5,nan,157.6528,0.0,nan,168.953,1.2252,1.3512,1418.1488,0.6249,-651.4211,nan,0.0075,0.0226,0.0226,15777.0752,2.4873,1.2252,1.5011,91.5737,1.0,1.0,1.0,-1335.6688,158.9622,88.707,0.0226,2.0
1418.3012,4667.6128,4667618.0,nan,158.577,0.0,nan,172.054,1.1847,1.2998,1418.3011,0.6464,-651.4955,nan,0.0078,0.0137,0.0137,15313.7061,2.4284,1.1847,1.4035,91.3165,1.0,1.0,1.0,-1335.8212,158.9707,93.149,0.0137,2.0
1418.4536,5059.9634,5059963.5,nan,145.022,0.0,nan,176.8114,1.1707,1.2728,1418.4536,0.6249,-651.5698,nan,0.0091,0.0154,0.0154,16600.9297,2.4075,1.1707,1.3705,90.9366,1.0,1.0,1.0,-1335.9736,158.9792,92.306,0.0154,2.0
1418.606,5644.4443,5644444.0,nan,129.9888,0.0,nan,180.4648,1.1948,1.2957,1418.606,0.619,-651.6441,nan,0.0096,0.0242,0.0242,18518.5176,2.4072,1.1948,1.4275,90.6274,1.0,1.0,1.0,-1336.126,158.9877,87.906,0.0242,2.0
1418.7584,6076.3296,6076329.5,nan,121.4519,0.0,nan,181.2932,1.2518,1.3644,1418.7584,0.6445,-651.7184,nan,0.0077,0.0389,0.0389,19935.4648,2.4212,1.2518,1.567,90.2814,1.0,1.0,1.0,-1336.2783,158.9962,80.557,0.0389,2.0
1418.9108,6258.9365,6258914.0,nan,118.3906,0.0,nan,179.7933,1.3278,1.4553,1418.9108,0.6309,-651.7928,nan,0.0089,0.0543,0.0543,20534.4961,2.4311,1.3278,1.7631,89.8971,1.0,1.0,1.0,-1336.4308,159.0046,72.854,0.0543,2.0
1419.0632,6279.8145,6279814.5,nan,117.8077,0.0,nan,178.0135,1.4044,1.5422,1419.0632,0.6108,-651.8671,nan,0.0109,0.0605,0.0605,20603.0664,2.4272,1.4044,1.9723,89.425,1.0,1.0,1.0,-1336.5831,159.0131,68.739,0.0605,2.0
1419.2155,6253.3477,6253347.5,nan,117.7656,0.0,nan,178.0262,1.4681,1.6098,1419.2155,0.5966,-651.9414,nan,0.0123,0.0554,0.0554,20516.2324,2.4161,1.4681,2.1552,88.7869,1.0,1.0,1.0,-1336.7355,159.0216,67.8165,0.0554,2.0
1419.368,6261.1484,6261148.5,nan,117.492,0.0,nan,180.2617,1.5215,1.669,1419.3679,0.5878,-652.0157,nan,0.0124,0.0452,0.0452,20541.8262,2.4135,1.5215,2.315,87.9987,1.0,1.0,1.0,-1336.8879,159.0301,68.275,0.0452,2.0
1419.5204,6322.5347,6322535.0,nan,116.5875,0.0,nan,182.8658,1.5712,1.7272,1419.5204,0.5797,-652.0901,nan,0.0093,0.0392,0.0392,20743.2246,2.4184,1.5712,2.4687,87.0133,1.0,1.0,1.0,-1337.0404,159.0386,67.864,0.0392,2.0
1419.6728,6412.7603,6412760.0,nan,115.2228,0.0,nan,183.4528,1.6227,1.7864,1419.6727,0.5715,-652.1644,nan,0.006,0.0411,0.0411,21039.2383,2.4242,1.6227,2.6332,86.0764,1.0,1.0,1.0,-1337.1927,159.0471,65.395,0.0411,2.0
1419.8252,6375.1396,6375140.0,nan,115.5585,0.0,nan,181.1028,1.6807,1.8491,1419.8252,0.5605,-652.2388,nan,0.0078,0.0474,0.0474,20915.8125,2.417,1.6807,2.8248,85.4122,1.0,1.0,1.0,-1337.3452,159.0556,61.584,0.0474,2.0
1419.9776,6148.7676,6148767.5,nan,119.223,0.0,nan,176.96,1.7695,1.9385,1419.9775,0.5415,-652.313,nan,0.0157,0.0512,0.0512,20173.1211,2.4051,1.7695,3.1311,85.4232,1.0,1.0,1.0,-1337.4976,159.064,58.743,0.0512,2.0
1420.13,5845.418,5845419.5,nan,124.4455,0.0,nan,173.3969,1.9184,2.0928,1420.13,0.5261,-652.3874,nan,0.0331,0.049,0.049,19177.8828,2.3866,1.9184,3.6803,85.9529,1.0,1.0,1.0,-1337.65,159.0725,58.17,0.049,2.0
1420.2824,5659.0249,5659024.5,nan,127.6772,0.0,nan,172.2992,2.0887,2.2564,1420.2823,0.5128,-652.4617,nan,0.0402,0.0408,0.0408,18566.3535,2.3705,2.0887,4.3627,86.7852,1.0,1.0,1.0,-1337.8024,159.081,60.308,0.0408,2.0
1420.4348,5675.4448,5675445.0,nan,127.673,0.0,nan,174.0419,2.0716,2.2201,1420.4348,0.513,-652.5361,nan,0.0241,0.035,0.035,18620.2266,2.3773,2.0716,4.2915,87.3297,1.0,1.0,1.0,-1337.9547,159.0895,65.055,0.035,2.0
1420.5872,5676.2236,5676224.0,nan,128.6113,0.0,nan,177.5889,1.7945,1.9637,1420.5872,0.5453,-652.6104,nan,0.0417,0.0353,0.0353,18622.7812,2.3951,1.7945,3.2202,87.3297,1.0,1.0,1.0,-1338.1072,159.098,71.793,0.0353,2.0
1420.7396,5566.3853,5566384.5,nan,132.7042,0.0,nan,181.5146,1.5437,1.7383,1420.7396,0.5838,-652.6847,nan,0.5082,0.0314,0.0314,18262.416,2.4235,1.5437,2.383,86.4534,1.0,1.0,1.0,-1338.2595,159.1065,79.755,0.0314,2.0
1420.892,5536.3511,5536331.5,nan,134.861,0.0,nan,184.9645,1.4546,1.6146,1420.892,0.5997,-652.759,nan,2.55,0.0147,0.0147,18163.8164,2.4496,1.4546,2.1159,84.9787,1.0,1.0,1.0,-1338.412,159.1149,86.566,0.0147,2.0
1421.0444,5847.5342,5847534.0,nan,128.4088,0.0,nan,187.7777,1.5001,1.6039,1421.0443,0.5864,-652.8334,nan,2.2536,0.0001,0.01,19184.8223,2.4635,1.5001,2.2503,82.9242,1.0,1.0,1.0,-1338.5643,159.1234,85.464,0.0001,2.0
1421.1967,6230.9189,6230919.0,nan,119.535,0.0,nan,189.9761,1.61,1.6607,1421.1967,0.5558,-652.9077,nan,1.976,0.0001,0.01,20442.6484,2.4436,1.61,2.5922,80.5564,1.0,1.0,1.0,-1338.7167,159.1319,76.8061,0.0001,2.0
1421.3492,6534.3335,6534343.5,nan,113.4009,0.0,nan,191.3224,1.7083,1.754,1421.3491,0.537,-652.982,nan,1.6754,0.0001,0.01,21438.1348,2.4311,1.7083,2.9183,78.1963,1.0,1.0,1.0,-1338.8691,159.1404,70.497,0.0001,2.0
1421.5016,6841.0103,6841010.0,nan,109.8722,0.0,nan,191.3807,1.7626,1.839,1421.5016,0.5258,-653.0563,nan,1.5677,0.0001,0.01,22444.2578,2.466,1.7626,3.1068,76.115,1.0,1.0,1.0,-1339.0216,159.1489,68.148,0.0001,2.0
1421.654,7105.4634,7105463.0,nan,109.9868,0.0,nan,189.5575,1.8011,1.9162,1421.6539,0.5209,-653.1307,nan,1.6637,0.0001,0.01,23311.8867,2.564,1.8011,3.244,74.9812,1.0,1.0,1.0,-1339.174,159.1574,68.499,0.0001,2.0
1421.8064,7252.0474,7252047.0,nan,111.7943,0.0,nan,185.1648,1.8357,1.9775,1421.8064,0.5152,-653.205,nan,2.077,0.0001,0.01,23792.8047,2.6599,1.8357,3.3698,74.6672,1.0,1.0,1.0,-1339.3264,159.1658,68.675,0.0001,2.0
1421.9588,7198.6387,7198618.0,nan,111.8997,0.0,nan,178.0365,1.878,2.0756,1421.9587,0.5092,-653.2793,nan,2.8155,0.0153,0.0153,23617.5137,2.6428,1.878,3.5269,75.4496,1.0,1.0,1.0,-1339.4788,159.1743,63.289,0.0153,2.0
