DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,NPHI,PEF,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,TEMP,VCL,WATER_VOL,ZLT
1464.228,6672.5381,6672538.0,nan,8.861,8.861,110.3623,4.0,nan,67.9879,3.393,2.87,0.4719,4.278,1.0,2.7968,0.1855,0.0994,0.0994,21891.5293,2.416,3.393,11.5124,442.254,0.9185,0.9185,0.9294,-1400.868,159.0072,43.067,0.0913,16.0
1464.38,6723.3198,6723320.0,nan,8.846,8.846,109.7101,4.0,nan,70.1067,3.416,2.846,0.4724,4.254,1.0,2.4764,0.181,0.0912,0.0912,22058.1367,2.42,3.416,11.6691,442.436,0.92,0.92,0.9388,-1401.02,159.0154,44.884,0.0839,16.0
1464.5321,6735.1719,6735172.0,nan,8.833,8.833,109.336,4.0,nan,74.0634,3.495,2.895,0.4631,4.265,1.0,2.2799,0.1795,0.0873,0.0873,22097.0215,2.416,3.495,12.215,442.597,0.9092,0.9092,0.9388,-1401.172,159.0236,46.077,0.0794,16.0
1464.6841,6712.8799,6712880.0,nan,8.829,8.829,109.3812,4.0,nan,76.6361,3.574,2.959,0.4583,4.173,1.0,2.3566,0.1796,0.0881,0.0881,22023.8848,2.409,3.574,12.7735,442.565,0.901,0.901,0.9378,-1401.3241,159.0318,45.758,0.0794,16.0
1464.836,6729.0522,6729052.5,nan,8.83,8.83,108.8466,4.0,nan,76.4292,3.634,3.021,0.4731,4.062,1.0,2.5632,0.1792,0.0899,0.0899,22076.9434,2.403,3.634,13.206,442.368,0.9003,0.9003,0.9449,-1401.4761,159.04,44.662,0.0809,16.0
1464.988,6735.1152,6735115.0,nan,8.825,8.825,108.4771,4.0,nan,74.8613,3.707,3.096,0.4939,4.057,1.0,2.8413,0.1792,0.0903,0.0903,22096.834,2.397,3.707,13.7418,442.159,0.8928,0.8928,0.9519,-1401.6281,159.0482,44.421,0.0806,16.0
1465.14,6724.5771,6724577.5,nan,8.812,8.812,108.2845,4.0,nan,75.2052,3.798,3.191,0.4947,4.05,1.0,3.4127,0.1809,0.0908,0.0908,22062.2617,2.389,3.798,14.4248,442.077,0.8725,0.8725,0.9474,-1401.78,159.0564,45.03,0.0792,16.0
1465.2921,6678.4014,6678401.5,nan,8.801,8.801,108.5768,4.0,nan,77.4868,3.901,3.303,0.4793,4.042,1.0,4.2108,0.1881,0.097,0.097,21910.7656,2.379,3.901,15.2178,442.091,0.8343,0.8343,0.9303,-1401.932,159.0646,45.569,0.0809,16.0
1465.4441,6604.9863,6604986.5,nan,8.8,8.8,109.2298,4.0,nan,78.8991,4.03,3.457,0.4683,4.051,1.0,4.8143,0.2025,0.1137,0.1137,21669.9023,2.367,4.03,16.2409,442.152,0.782,0.782,0.9125,-1402.084,159.0728,44.409,0.0889,16.0
1465.5961,6655.0234,6655023.5,nan,8.81,8.81,108.4086,4.0,nan,78.9731,4.258,3.727,0.4575,4.401,1.0,5.2458,0.2136,0.1347,0.1347,21834.0664,2.367,4.258,18.1306,442.29,0.7513,0.7513,0.9075,-1402.236,159.081,39.449,0.1012,16.0
1465.748,7013.8916,7013891.5,nan,8.827,8.827,104.6001,4.0,nan,77.8657,4.698,4.226,0.4464,5.274,1.0,5.2205,0.2032,0.1354,0.1354,23011.4551,2.407,4.698,22.0712,442.455,0.7748,0.7748,0.9195,-1402.3881,159.0892,33.886,0.1049,16.0
1465.9,7696.2026,7696203.0,nan,8.847,8.847,99.1287,4.0,nan,73.6287,5.333,4.941,0.4494,6.256,1.0,3.6281,0.1679,0.0997,0.0997,25250.0098,2.503,5.333,28.4409,442.545,0.853,0.853,0.9556,-1402.54,159.0974,34.098,0.085,16.0
1466.0521,8251.0742,8251074.5,nan,8.867,8.867,96.2304,4.0,nan,66.6442,5.587,5.292,0.4696,6.279,1.0,1.7813,0.1335,0.0557,0.0557,27070.4551,2.605,5.587,31.2146,442.631,0.9425,0.9425,0.9918,-1402.692,159.1056,38.91,0.0525,16.0
1466.2041,8157.2046,8157204.5,nan,8.888,8.888,97.2257,4.0,nan,62.8358,4.964,4.723,0.4818,5.375,1.0,0.2292,0.1238,0.0371,0.0371,26762.4824,2.602,4.964,24.6413,442.932,0.9913,0.9913,1.0,-1402.844,159.1138,43.371,0.0368,16.0
1466.3561,7555.5293,7555529.0,nan,8.906,8.906,101.2567,4.0,nan,67.6631,4.042,3.838,0.4745,4.759,1.0,0.0157,0.1344,0.0397,0.0397,24788.4824,2.51,4.042,16.3378,443.511,1.0,1.0,1.0,-1402.9961,159.122,47.344,0.0397,16.0
1466.508,7020.1006,7020100.5,nan,8.917,8.917,105.8969,4.0,nan,78.5111,3.46,3.286,0.4676,4.492,1.0,0.5668,0.1526,0.0491,0.0491,23031.8262,2.439,3.46,11.9716,444.199,0.9757,0.9757,0.9874,-1403.1481,159.1302,51.762,0.0479,16.0
1466.66,6724.7129,6724713.0,nan,8.919,8.919,108.5542,4.0,nan,88.1047,3.221,3.085,0.4715,4.31,1.0,2.3676,0.1691,0.0574,0.0574,22062.707,2.395,3.221,10.3748,444.837,0.9301,0.9301,0.9611,-1403.3,159.1384,55.884,0.0534,16.0
1466.812,6552.1084,6552108.5,nan,8.916,8.916,110.437,4.0,nan,94.4324,3.139,3.063,0.4762,4.205,1.0,4.1249,0.1775,0.0568,0.0568,21496.418,2.374,3.139,9.8533,445.549,0.9004,0.9004,0.9354,-1403.452,159.1466,60.352,0.0511,16.0
1466.9641,6351.6191,6351619.0,nan,8.914,8.914,113.4431,0.0,nan,101.5081,3.032,3.037,0.4866,4.169,1.0,7.0283,0.1763,0.0447,0.0447,20838.6465,2.364,3.032,9.193,446.469,0.9255,0.9255,0.9466,-1403.6041,159.1548,65.813,0.0414,16.0
1467.1161,6121.6201,6121620.0,nan,8.912,8.912,117.5061,0.0,nan,110.6472,2.825,2.909,0.5127,4.215,nan,8.958,0.172,0.0331,0.0331,20084.0566,2.36,2.825,7.9806,447.605,0.9837,0.9837,0.9879,-1403.7561,159.163,69.428,0.0326,16.0
1467.268,6208.6479,6208648.0,nan,8.911,8.911,116.4972,0.0,nan,118.1824,2.595,2.731,0.5321,4.331,nan,2.1797,0.1716,0.0336,0.0336,20369.5801,2.373,2.595,6.734,448.833,1.0,1.0,1.0,-1403.908,159.1712,68.997,0.0336,16.0
1467.42,6813.854,6813854.0,nan,8.925,8.925,108.7444,0.0,nan,119.5807,2.48,2.647,0.5296,4.79,nan,0.4442,0.163,0.03,0.03,22355.1641,2.431,2.48,6.1504,450.002,1.0,1.0,1.0,-1404.0601,159.1794,66.503,0.03,16.0
1467.572,7344.9336,7344933.5,nan,8.938,8.938,104.409,0.0,nan,113.1692,2.562,2.75,0.5217,5.166,nan,0.1736,0.148,0.0191,0.0191,24097.5508,2.516,2.562,6.5638,451.094,1.0,1.0,1.0,-1404.212,159.1876,64.485,0.0191,16.0
1467.7241,7389.2988,7389299.0,nan,8.945,8.945,104.4833,0.0,nan,103.0115,2.602,2.77,0.5217,4.708,nan,0.0489,0.1464,0.0192,0.0192,24243.1074,2.533,2.602,6.7704,452.219,1.0,1.0,1.0,-1404.364,159.1958,63.617,0.0192,16.0
1467.8761,6995.4648,6995465.0,nan,9.01,9.01,107.4899,0.0,nan,98.3572,2.253,2.342,0.5309,4.182,nan,0.0213,0.1644,0.0322,0.0322,22951.0,2.467,2.253,5.076,453.447,1.0,1.0,1.0,-1404.516,159.204,66.104,0.0322,16.0
1468.028,6402.6123,6402612.5,nan,9.132,9.132,115.872,0.0,nan,103.3751,1.812,1.855,0.5282,4.29,nan,0.0668,0.1849,0.0418,0.0418,21005.9453,2.434,1.812,3.2833,454.638,1.0,1.0,1.0,-1404.6681,159.2122,71.556,0.0418,16.0
1468.18,6227.751,6227751.0,nan,9.185,9.185,120.3979,0.0,nan,111.2353,1.608,1.645,0.5076,4.735,nan,0.1015,0.1933,0.0432,0.0432,20432.2539,2.46,1.608,2.5857,455.642,1.0,1.0,1.0,-1404.8201,159.2204,75.082,0.0432,16.0
1468.332,6420.3042,6420304.5,nan,9.15,9.15,118.4486,0.0,nan,113.5636,1.577,1.634,0.5057,5.035,nan,0.0549,0.1912,0.0441,0.0441,21063.9902,2.495,1.577,2.4869,456.355,1.0,1.0,1.0,-1404.972,159.2286,73.555,0.0441,16.0
1468.4841,6645.355,6645355.0,nan,9.098,9.098,114.0703,0.0,nan,110.3962,1.62,1.72,0.5139,4.882,nan,0.0183,0.1864,0.0488,0.0488,21802.3457,2.487,1.62,2.6244,456.779,1.0,1.0,1.0,-1405.124,159.2368,68.797,0.0488,16.0
1468.6361,6871.5669,6871567.0,nan,9.026,9.026,109.2949,0.0,nan,105.343,1.72,1.881,0.4939,4.581,nan,0.015,0.1789,0.0489,0.0489,22544.5098,2.464,1.72,2.9584,456.988,1.0,1.0,1.0,-1405.2761,159.245,65.015,0.0489,16.0
1468.7881,7035.6997,7035699.5,nan,8.929,8.929,108.2615,0.0,nan,100.5867,1.887,2.117,0.4726,4.399,nan,0.0315,0.1612,0.0299,0.0299,23083.0039,2.499,1.887,3.5608,457.171,1.0,1.0,1.0,-1405.4281,159.2532,65.675,0.0299,16.0
1468.94,7247.752,7247752.0,nan,8.898,8.898,107.5331,0.0,nan,101.4855,1.984,2.243,0.4774,4.138,nan,0.0225,0.1476,0.0077,0.01,23778.7129,2.557,1.984,3.9363,457.462,1.0,1.0,1.0,-1405.5801,159.2614,69.95,0.0077,16.0
1469.092,7014.3174,7014317.0,nan,8.947,8.947,109.1564,0.0,nan,112.391,1.902,2.119,0.4906,3.801,nan,0.0081,0.1539,0.0024,0.01,23012.8516,2.512,1.902,3.6176,457.775,1.0,1.0,1.0,-1405.7321,159.2696,75.717,0.0024,16.0
1469.2441,6504.895,6504895.0,nan,8.985,8.985,113.6283,0.0,nan,126.4026,1.821,1.999,0.5048,3.64,nan,0.0052,0.1701,0.0131,0.0131,21341.5195,2.425,1.821,3.316,457.982,1.0,1.0,1.0,-1405.884,159.2778,78.495,0.0131,16.0
1469.3961,6376.4497,6376449.5,nan,8.979,8.979,113.1925,0.0,nan,131.7207,1.885,2.059,0.5122,3.747,nan,0.0268,0.1826,0.034,0.034,20920.1113,2.368,1.885,3.5532,458.099,1.0,1.0,1.0,-1406.036,159.286,74.292,0.034,16.0
1469.5481,6504.5962,6504596.5,nan,8.961,8.961,111.7591,0.0,nan,125.4815,2.099,2.306,0.4972,4.141,nan,0.1074,0.182,0.0462,0.0462,21340.5391,2.385,2.099,4.4058,458.133,1.0,1.0,1.0,-1406.188,159.2942,67.909,0.0462,16.0
1469.7,6834.4868,6834487.0,nan,8.917,8.917,109.7095,0.0,nan,113.132,2.427,2.706,0.4751,4.683,nan,0.1545,0.1643,0.0384,0.0384,22422.8574,2.46,2.427,5.8903,458.053,1.0,1.0,1.0,-1406.3401,159.3024,62.964,0.0384,16.0
1469.852,7447.5,7447500.0,nan,8.856,8.856,104.4853,0.0,nan,101.0383,2.714,3.076,0.4771,5.017,nan,0.0858,0.1385,0.0194,0.0194,24434.0566,2.553,2.714,7.3658,457.915,1.0,1.0,1.0,-1406.4921,159.3106,59.561,0.0194,16.0
1470.0041,7726.8848,7726885.0,nan,8.84,8.84,103.3109,0.0,nan,93.2449,2.769,3.146,0.4829,4.888,nan,0.0213,0.1242,0.0052,0.01,25350.6719,2.619,2.769,7.6674,457.889,1.0,1.0,1.0,-1406.644,159.3188,59.493,0.0052,16.0
1470.1561,7488.7515,7488751.5,nan,8.892,8.892,106.8809,0.0,nan,92.1318,2.523,2.823,0.467,4.457,nan,0.0065,0.1285,0.0011,0.01,24569.3945,2.626,2.523,6.3655,458.021,1.0,1.0,1.0,-1406.796,159.327,63.688,0.0011,16.0
1470.3081,7153.543,7153543.0,nan,8.934,8.934,111.4632,0.0,nan,98.4241,2.169,2.392,0.4536,4.363,nan,0.0053,0.1409,0.0003,0.01,23469.6289,2.616,2.169,4.7046,458.233,1.0,1.0,1.0,-1406.9481,159.3352,70.302,0.0003,16.0
1470.46,6956.4263,6956426.5,nan,8.912,8.912,116.2866,0.0,nan,107.4389,2.001,2.205,0.4803,4.875,nan,0.0048,0.149,0.0001,0.01,22822.9219,2.654,2.001,4.004,458.375,1.0,1.0,1.0,-1407.1001,159.3434,74.504,0.0001,16.0
1470.612,6911.5337,6911533.5,nan,8.874,8.874,118.5854,0.0,nan,112.5083,2.06,2.297,0.5311,5.384,nan,0.0045,0.1516,0.0001,0.01,22675.6348,2.689,2.06,4.2436,458.383,1.0,1.0,1.0,-1407.2521,159.3516,75.805,0.0001,16.0
1470.764,7010.3413,7010341.5,nan,8.881,8.881,117.5662,0.0,nan,113.1599,2.197,2.475,0.5508,5.345,nan,0.0058,0.1521,0.0001,0.01,22999.8086,2.704,2.197,4.8268,458.291,1.0,1.0,1.0,-1407.4041,159.3598,76.052,0.0001,16.0
1470.9161,7022.2646,7022264.5,nan,8.923,8.923,115.8474,0.0,nan,115.0296,2.155,2.409,0.5346,5.261,nan,0.0083,0.153,0.0001,0.01,23038.9258,2.669,2.155,4.644,458.151,1.0,1.0,1.0,-1407.556,159.368,76.478,0.0001,17.0
1471.0681,6857.8081,6857808.0,nan,8.966,8.966,116.181,0.0,nan,120.6294,1.999,2.197,0.5261,5.305,nan,0.01,0.1569,0.0001,0.01,22499.3711,2.614,1.999,3.996,458.057,1.0,1.0,1.0,-1407.7081,159.3762,78.45,0.0001,17.0
1471.22,6617.9824,6617982.5,nan,8.972,8.972,119.2398,0.0,nan,127.2021,1.962,2.13,0.5242,5.056,nan,0.0097,0.1622,0.0001,0.01,21712.541,2.589,1.962,3.8494,457.981,1.0,1.0,1.0,-1407.86,159.3844,81.081,0.0001,17.0
1471.372,6405.8013,6405801.5,nan,8.927,8.927,122.4757,0.0,nan,131.378,2.031,2.186,0.5035,4.723,nan,0.0089,0.164,0.0001,0.01,21016.4082,2.574,2.031,4.125,457.842,1.0,1.0,1.0,-1408.0121,159.3926,81.993,0.0001,17.0
1471.524,6314.3374,6314337.5,nan,8.884,8.884,124.2498,0.0,nan,132.0086,2.116,2.262,0.4828,4.758,nan,0.009,0.1622,0.0001,0.01,20716.3301,2.574,2.116,4.4775,457.591,1.0,1.0,1.0,-1408.1641,159.4008,81.113,0.0001,17.0
1471.6761,6348.9546,6348955.0,nan,8.864,8.864,125.0606,0.0,nan,127.7394,2.242,2.395,0.4867,4.79,nan,0.0088,0.1585,0.0001,0.01,20829.9043,2.605,2.242,5.0266,457.278,1.0,1.0,1.0,-1408.316,159.409,79.238,0.0001,17.0
1471.8281,6461.021,6461021.0,nan,8.83,8.83,123.0329,0.0,nan,119.8779,2.392,2.575,0.4902,4.545,nan,0.0084,0.1544,0.0001,0.01,21197.5742,2.608,2.392,5.7217,456.877,1.0,1.0,1.0,-1408.468,159.4172,77.174,0.0001,17.0
1471.98,6582.8438,6582844.0,nan,8.79,8.79,117.839,0.0,nan,114.7389,2.479,2.695,0.4813,4.517,nan,0.0084,0.1527,0.0015,0.01,21597.2578,2.545,2.479,6.1454,456.401,1.0,1.0,1.0,-1408.6201,159.4254,75.626,0.0015,17.0
1472.132,6760.6978,6760698.0,nan,8.77,8.77,112.9357,0.0,nan,114.5145,2.633,2.895,0.4772,4.997,nan,0.008,0.147,0.0026,0.01,22180.7676,2.505,2.633,6.9327,455.9,1.0,1.0,1.0,-1408.7721,159.4336,72.207,0.0026,17.0
1472.284,7033.627,7033627.0,nan,8.765,8.765,109.8534,0.0,nan,111.8254,3.037,3.382,0.5005,5.212,nan,0.0106,0.1372,0.001,0.01,23076.2051,2.535,3.037,9.2234,455.494,1.0,1.0,1.0,-1408.9241,159.4418,68.102,0.001,17.0
1472.4361,7174.9727,7174972.5,nan,8.769,8.769,108.4965,0.0,nan,103.7608,3.427,3.827,0.534,4.744,nan,0.0087,0.1352,0.0004,0.01,23539.9355,2.554,3.427,11.7443,455.37,1.0,1.0,1.0,-1409.076,159.45,67.406,0.0004,18.0
1472.5881,6990.9277,6990928.0,nan,8.792,8.792,109.2164,0.0,nan,99.1037,3.376,3.7,0.5432,4.431,nan,0.0107,0.1434,0.0047,0.01,22936.1152,2.505,3.376,11.3974,455.567,1.0,1.0,1.0,-1409.228,159.4582,69.315,0.0047,18.0
1472.7401,6700.1748,6700175.0,nan,8.831,8.831,111.7722,0.0,nan,102.8079,3.15,3.394,0.5375,4.711,nan,0.0494,0.1537,0.0098,0.01,21982.2012,2.457,3.15,9.9225,455.9,1.0,1.0,1.0,-1409.38,159.4664,71.98,0.0098,18.0
1472.892,6556.4463,6556446.5,nan,8.864,8.864,114.5014,0.0,nan,108.6682,3.083,3.296,0.542,5.142,nan,0.1239,0.1578,0.0069,0.01,21510.6504,2.463,3.083,9.5049,456.225,1.0,1.0,1.0,-1409.5321,159.4746,75.495,0.0069,18.0
1473.044,6516.6733,6516673.0,nan,8.89,8.89,116.2292,0.0,nan,112.4346,3.017,3.214,0.5495,5.364,nan,0.1295,0.1586,0.0017,0.01,21380.1621,2.485,3.017,9.1023,456.621,1.0,1.0,1.0,-1409.6841,159.4828,78.491,0.0017,18.0
1473.1961,6387.3687,6387369.0,nan,8.92,8.92,118.3436,0.0,nan,116.2509,2.847,3.023,0.5482,5.32,nan,0.0941,0.1605,0.0001,0.01,20955.9336,2.48,2.847,8.1054,457.151,1.0,1.0,1.0,-1409.8361,159.491,80.27,0.0001,18.0
1473.3481,6193.3398,6193340.0,nan,8.948,8.948,120.9192,0.0,nan,119.2435,2.665,2.821,0.5425,5.112,nan,0.0761,0.1658,0.0031,0.01,20319.3574,2.457,2.665,7.1022,457.578,1.0,1.0,1.0,-1409.988,159.4992,81.366,0.0031,18.0
1473.5001,6064.0054,6064005.5,nan,8.982,8.982,122.895,0.0,nan,119.2923,2.5,2.638,0.5544,4.955,nan,0.0868,0.1747,0.0106,0.0106,19895.0312,2.445,2.5,6.25,457.586,1.0,1.0,1.0,-1410.14,159.5074,82.052,0.0106,18.0
1473.652,6057.3208,6057321.0,nan,8.999,8.999,123.9867,0.0,nan,116.3297,2.445,2.574,0.5766,5.032,nan,0.1091,0.1784,0.0146,0.0146,19873.0996,2.464,2.445,5.978,457.244,1.0,1.0,1.0,-1410.292,159.5156,81.888,0.0146,18.0
1473.804,6175.1499,6175150.0,nan,8.96,8.96,123.1017,0.0,nan,112.0357,2.607,2.75,0.562,5.248,nan,0.1089,0.1685,0.0098,0.01,20259.6777,2.494,2.607,6.7964,456.766,1.0,1.0,1.0,-1410.4441,159.5238,79.344,0.0098,18.0
1473.9561,6358.0361,6358036.0,nan,8.898,8.898,120.3757,0.0,nan,108.3561,2.889,3.055,0.5185,5.269,nan,0.0818,0.1531,0.0045,0.01,20859.6992,2.511,2.889,8.3463,456.09,1.0,1.0,0.9914,-1410.5961,159.532,74.283,0.0045,18.0
1474.1081,6559.0454,6559045.5,nan,8.876,8.876,116.3613,0.0,nan,105.3405,3.015,3.191,0.4996,4.968,nan,0.0506,0.1489,0.0125,0.0125,21519.1777,2.504,3.015,9.0902,455.24,0.9941,0.9941,0.9705,-1410.748,159.5402,68.204,0.0124,18.0
1474.2601,6724.7456,6724745.5,nan,8.887,8.887,111.5905,0.0,nan,101.247,3.001,3.184,0.515,4.696,nan,0.0401,0.1603,0.0354,0.0354,22062.8145,2.462,3.001,9.006,454.461,0.9651,0.9651,0.9645,-1410.9,159.5484,62.475,0.0341,18.0
1474.412,6857.0308,6857030.5,nan,8.89,8.89,107.6597,0.0,nan,96.4336,3.086,3.302,0.5413,4.606,nan,0.079,0.1755,0.0581,0.0581,22496.8203,2.422,3.086,9.5234,453.816,0.9141,0.9141,0.9822,-1411.052,159.5565,58.729,0.0531,18.0
1474.564,6911.397,6911397.0,nan,8.889,8.889,106.019,0.0,nan,92.951,3.277,3.554,0.5601,4.507,nan,0.1898,0.1853,0.0686,0.0686,22675.1875,2.404,3.277,10.7387,453.265,0.866,0.866,0.9925,-1411.2041,159.5648,58.341,0.0594,18.0
1474.716,6785.1138,6785113.5,nan,8.888,8.888,107.0488,0.0,nan,92.8952,3.313,3.632,0.5749,4.334,nan,0.3301,0.1929,0.071,0.071,22260.8711,2.383,3.313,10.976,452.877,0.8322,0.8322,0.9776,-1411.3561,159.573,60.921,0.0591,18.0
1474.8681,6489.312,6489312.0,nan,8.875,8.875,111.083,0.0,nan,96.8938,3.157,3.477,0.5822,4.229,nan,0.4807,0.2006,0.0715,0.0715,21290.3945,2.365,3.157,9.9666,452.589,0.8124,0.8124,0.939,-1411.5081,159.5811,64.517,0.0581,18.0
1475.0201,6204.8252,6204825.0,nan,8.854,8.854,116.0778,0.0,nan,101.6323,3.052,3.364,0.5739,4.289,nan,0.6023,0.2068,0.0723,0.0723,20357.0371,2.363,3.052,9.3147,452.233,0.7996,0.7996,0.8889,-1411.66,159.5894,67.24,0.0578,18.0
1475.172,6046.8667,6046866.5,nan,8.848,8.848,119.7149,0.0,nan,103.4052,3.044,3.333,0.5672,4.524,nan,0.6308,0.211,0.0721,0.0721,19838.8008,2.375,3.044,9.2659,451.947,0.7909,0.7909,0.8501,-1411.812,159.5975,69.458,0.057,18.0
1475.324,5996.1025,5996102.5,nan,8.864,8.864,121.7451,0.0,nan,103.6961,2.94,3.159,0.572,4.88,nan,0.5726,0.2113,0.0669,0.0669,19672.252,2.395,2.94,8.6436,452.002,0.8028,0.8028,0.8402,-1411.964,159.6058,72.184,0.0537,18.0
1475.476,6048.4673,6048467.5,nan,8.886,8.886,122.1525,0.0,nan,105.8855,2.698,2.835,0.5742,5.217,nan,0.476,0.2019,0.0524,0.0524,19844.0527,2.424,2.698,7.2792,452.269,0.8532,0.8532,0.8574,-1412.1161,159.614,74.719,0.0447,18.0
1475.6281,6126.146,6126146.0,nan,8.902,8.902,122.7928,0.0,nan,107.8584,2.559,2.65,0.5581,5.259,nan,0.3447,0.1823,0.0309,0.0309,20098.9043,2.468,2.559,6.5485,452.463,0.928,0.928,0.8983,-1412.2681,159.6221,75.709,0.0287,18.0
1475.7801,6249.6133,6249613.5,nan,8.901,8.901,121.3911,0.0,nan,107.076,2.644,2.727,0.5371,4.895,nan,0.19,0.1658,0.0176,0.0176,20503.9805,2.489,2.644,6.9907,452.605,0.9734,0.9734,0.9331,-1412.42,159.6304,74.113,0.0171,18.0
1475.932,6350.9702,6350970.0,nan,8.877,8.877,117.87,0.0,nan,105.211,2.854,2.955,0.5255,4.533,nan,0.0972,0.1631,0.0227,0.0227,20836.5156,2.456,2.854,8.1453,452.752,0.9629,0.9629,0.9294,-1412.572,159.6385,70.183,0.0218,18.0
1476.084,6461.6191,6461619.0,nan,8.84,8.84,113.7761,0.0,nan,104.6368,2.992,3.121,0.5141,4.474,nan,0.1043,0.1678,0.0373,0.0373,21199.5371,2.412,2.992,8.9521,452.855,0.9384,0.9384,0.9228,-1412.724,159.6467,65.2,0.035,18.0
1476.236,6581.4155,6581415.5,nan,8.815,8.815,110.9641,0.0,nan,104.7342,3.037,3.191,0.5003,4.536,nan,0.1845,0.1734,0.0516,0.0516,21592.5703,2.396,3.037,9.2234,452.773,0.9212,0.9212,0.9248,-1412.8761,159.655,60.896,0.0476,18.0
1476.3881,6567.1011,6567101.0,nan,8.818,8.818,111.3452,0.0,nan,102.6537,3.116,3.292,0.5003,4.609,nan,0.2431,0.1801,0.0644,0.0644,21545.6074,2.399,3.116,9.7095,452.222,0.8956,0.8956,0.9111,-1413.0281,159.6631,57.852,0.0577,18.0
1476.5401,6507.1299,6507130.0,nan,8.841,8.841,112.6056,0.0,nan,96.3754,3.295,3.49,0.5085,4.714,nan,0.2507,0.1849,0.0745,0.0745,21348.8516,2.404,3.295,10.857,451.324,0.8678,0.8678,0.8831,-1413.1801,159.6714,55.189,0.0647,18.0
1476.6921,6435.3384,6435338.5,nan,8.86,8.86,114.4302,0.0,nan,88.6886,3.495,3.689,0.508,4.757,nan,0.2658,0.1867,0.0786,0.0786,21113.3145,2.416,3.495,12.215,450.604,0.8448,0.8448,0.8496,-1413.332,159.6795,54.082,0.0664,18.0
1476.844,6316.5527,6316553.0,nan,8.867,8.867,116.9681,0.0,nan,84.3765,3.577,3.729,0.5103,4.643,nan,3.9066,0.193,0.083,0.083,20723.5996,2.424,3.577,12.7949,450.185,0.8136,0.8136,0.8197,-1413.484,159.6877,54.976,0.0675,18.0
1476.996,6109.2158,6109216.0,0.1,8.864,8.864,119.7903,4.0,nan,84.0515,3.549,3.63,0.5107,4.62,nan,10.5011,0.213,0.1,0.1,20043.3594,2.401,3.549,12.5954,449.829,0.7593,0.7593,0.8051,-1413.636,159.696,56.492,0.076,18.0
1477.1481,5872.3584,5872358.5,0.1249,8.857,8.857,122.4939,4.0,nan,85.6693,3.447,3.464,0.5075,4.968,1.0,15.0201,0.2399,0.1249,0.1249,19266.2676,2.36,3.447,11.8818,449.479,0.705,0.705,0.809,-1413.788,159.7041,57.508,0.088,18.0
1477.3001,5800.1797,5800180.0,0.1354,8.856,8.856,123.1774,4.0,nan,87.4034,3.272,3.259,0.516,5.462,1.0,16.8137,0.2488,0.1354,0.1354,19029.4609,2.344,3.272,10.706,449.185,0.7018,0.7018,0.8335,-1413.9401,159.7123,56.731,0.095,18.0
1477.4521,6194.8911,6194891.0,0.1203,8.863,8.863,117.1496,4.0,nan,87.6219,3.235,3.228,0.5376,5.84,1.0,17.2154,0.2302,0.1203,0.1203,20324.4453,2.381,3.235,10.4652,448.961,0.746,0.746,0.8828,-1414.092,159.7206,54.93,0.0898,18.0
1477.604,6828.6436,6828644.0,0.0941,8.865,8.865,108.866,4.0,nan,85.4883,3.567,3.599,0.5604,5.794,1.0,15.9512,0.2035,0.0941,0.0941,22403.6875,2.439,3.567,12.7235,448.71,0.7752,0.7752,0.9292,-1414.244,159.7287,54.676,0.073,18.0
1477.756,7004.6982,7004698.0,0.0815,8.859,8.859,106.6955,4.0,nan,83.4507,4.206,4.304,0.5671,5.127,1.0,14.3706,0.1917,0.0815,0.0815,22981.293,2.452,4.206,17.6904,448.314,0.7541,0.7541,0.931,-1414.396,159.7369,55.112,0.0614,18.0
1477.9081,6675.6606,6675660.5,0.1048,8.858,8.858,109.1236,4.0,nan,84.3031,4.632,4.784,0.5587,4.515,1.0,15.7594,0.2108,0.1048,0.1048,21901.7734,2.39,4.632,21.4554,447.873,0.6859,0.6859,0.902,-1414.5481,159.7451,52.984,0.0719,18.0
1478.0601,6001.8042,6001804.0,0.1603,8.857,8.857,115.1798,4.0,nan,86.308,4.736,4.881,0.5692,4.564,1.0,25.4039,0.2579,0.1603,0.1603,19690.957,2.268,4.736,22.4297,447.551,0.5954,0.5954,0.878,-1414.7001,159.7533,48.795,0.0955,18.0
1478.2121,5512.2852,5512285.5,0.2131,8.856,8.856,121.5377,4.0,nan,86.8513,4.843,4.942,0.6105,5.064,1.0,43.6544,0.3037,0.2131,0.2131,18084.9258,2.198,4.843,23.4546,447.347,0.5246,0.5246,0.8664,-1414.8521,159.7615,45.269,0.1118,18.0
1478.364,5448.0542,5448054.0,0.2364,8.865,8.865,122.6909,4.0,nan,86.291,4.965,4.993,0.6158,5.751,1.0,60.7298,0.318,0.2364,0.2364,17874.1934,2.193,4.965,24.6512,447.183,0.51,0.51,0.8619,-1415.004,159.7697,40.783,0.1206,18.0
1478.516,5766.252,5766252.0,0.2219,8.882,8.882,118.9334,4.0,nan,85.0218,5.017,4.96,0.5616,6.466,1.0,75.7676,0.2946,0.2219,0.2219,18918.1484,2.25,5.017,25.1703,446.983,0.5526,0.5526,0.8598,-1415.1561,159.7779,36.339,0.1226,18.0
