DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BIT,CALI,CALI_1,NPHI,DT,FACIES,FLD1,GR,M2R2,LLS,LLD,DEPTH_1,NPHI_1,PEF,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI_MODELLING,TDVSS,ZCOR,RHOB_1,ZLT
1515.0848,6913.228,6913228.0,nan,0.2159,9.0103,9.3103,0.4464,111.9165,0.0,nan,96.4462,2.0714,2.1098,2.1415,1515.0848,0.4464,6.9156,0.1112,22681.1934,2.5384,2.1415,4.586,195.134,1.0421,-1434.3649,0.0363,2.5384,12.0
1515.2372,6933.0698,6933069.5,nan,0.2159,9.1025,9.4025,0.4678,115.2056,0.0,nan,98.5096,1.883,1.9314,1.9688,1515.2372,0.4678,7.5475,0.107,22746.291,2.6205,1.9688,3.8762,194.6811,1.0706,-1434.5172,0.0214,2.6205,12.0
1515.3896,7080.5195,7080519.5,nan,0.2159,9.1477,9.4477,0.5071,115.992,0.0,nan,97.6323,1.718,1.777,1.8198,1515.3896,0.5071,7.832,0.1033,23230.0508,2.6945,1.8198,3.3117,194.3392,1.0955,-1434.6696,0.0123,2.6945,12.0
1515.5421,7231.1924,7231192.5,nan,0.2159,9.0707,9.3707,0.5279,114.8818,0.0,nan,95.3997,1.7179,1.7924,1.8444,1515.5421,0.5279,7.7258,0.104,23724.3848,2.7255,1.8444,3.4018,194.0049,1.0914,-1434.822,0.0214,2.7255,12.0
1515.6944,7527.9546,7527954.5,nan,0.2159,8.9768,9.2768,0.5308,109.9886,0.0,nan,93.928,1.8543,1.9514,2.0169,1515.6945,0.5308,7.4252,0.1081,24698.0137,2.7165,2.0169,4.0679,193.261,1.0635,-1434.9744,0.0325,2.7165,12.0
1515.8469,7930.8965,7930896.5,nan,0.2159,8.9724,9.2724,0.5297,103.3628,0.0,nan,94.0317,1.9582,2.0758,2.153,1515.8469,0.5297,7.3473,0.1119,26020.002,2.6895,2.153,4.6354,191.9587,1.0383,-1435.1268,0.0404,2.6895,12.0
1515.9992,8201.957,8201957.0,nan,0.2159,9.0058,9.3059,0.505,100.1921,0.0,nan,93.6873,1.9791,2.1071,2.1905,1515.9993,0.505,7.7018,0.1142,26909.3066,2.6961,2.1905,4.7983,190.5255,1.0232,-1435.2792,0.0892,2.6961,12.0
1516.1516,8297.1064,8297107.0,nan,0.2159,9.0232,9.3232,0.4845,101.1995,0.0,nan,91.7271,2.065,2.1977,2.286,1516.1516,0.4845,7.987,0.1175,27221.4785,2.7548,2.286,5.2258,189.4879,1.0015,-1435.4316,0.1669,2.7548,12.0
1516.304,8267.0469,8267046.5,nan,0.2159,9.0273,9.3273,0.4965,103.7317,0.0,nan,90.4426,2.3046,2.4393,2.5347,1516.304,0.4965,7.6559,0.0597,27122.8555,2.8135,2.5347,6.4247,189.0483,0.9931,-1435.584,0.1861,2.8135,12.0
1516.4564,8023.3696,8023369.5,nan,0.2159,9.025,9.325,0.5012,103.5011,0.0,nan,94.2895,2.5455,2.6611,2.7568,1516.4564,0.5012,7.518,0.0,26323.3906,2.7245,2.7568,7.5999,189.2159,1.0,-1435.7365,0.1008,2.7245,12.0
1516.6088,7351.2056,7351205.5,nan,0.2159,9.0614,9.3614,0.4701,104.0089,0.0,nan,103.0487,2.4408,2.514,2.5933,1516.6088,0.4701,7.5894,0.0,24118.1289,2.5085,2.5933,6.7252,189.95,1.0,-1435.8888,-0.0073,2.5085,12.0
1516.7612,6595.4849,6595484.5,nan,0.2159,9.2197,9.5197,0.4412,109.1515,0.0,nan,111.3835,2.0023,2.0309,2.0847,1516.7612,0.4412,7.5431,0.0,21638.7285,2.3619,2.0847,4.346,191.228,1.0,-1436.0413,0.0104,2.3619,12.0
1516.9136,6070.1455,6070145.5,nan,0.2159,9.4488,9.7488,0.4577,116.2882,0.0,nan,113.9312,1.5812,1.5795,1.6124,1516.9136,0.4577,7.4856,0.0,19915.1758,2.3159,1.6124,2.5998,192.9174,1.0,-1436.1936,0.0947,2.3159,12.0
1517.066,5907.2891,5907289.0,nan,0.2159,9.5361,9.8361,0.5052,121.558,0.0,nan,110.1844,1.3813,1.3627,1.3822,1517.066,0.5052,7.5006,0.0,19380.8691,2.3559,1.3822,1.9105,194.5935,1.0,-1436.3461,0.152,2.3559,12.0
1517.2184,6051.9048,6051905.0,nan,0.2159,9.4483,9.7483,0.5383,122.9695,0.0,nan,103.6868,1.3786,1.3458,1.3574,1517.2184,0.5383,7.5723,0.0,19855.3301,2.4416,1.3574,1.8425,195.7805,1.0,-1436.4984,0.1543,2.4416,12.0
1517.3708,6401.2505,6401250.5,nan,0.2159,9.3685,9.6685,0.5278,118.3012,0.0,nan,98.8287,1.4484,1.4012,1.4072,1517.3708,0.5278,7.5898,0.0,21001.4785,2.4845,1.4072,1.9802,196.3738,1.0,-1436.6508,0.1104,2.4845,12.0
1517.5233,6412.2642,6412264.0,nan,0.2159,9.407,9.707,0.4954,114.8134,0.0,nan,98.3225,1.3952,1.3417,1.3418,1517.5233,0.4954,7.5079,0.0,21037.6113,2.4154,1.3418,1.8004,196.6408,1.0,-1436.8032,0.091,2.4154,12.0
1517.6756,6076.4155,6076415.5,nan,0.2159,9.482,9.782,0.4801,116.8805,0.0,nan,100.2408,1.2365,1.1894,1.1861,1517.6757,0.4801,7.4571,0.0,19935.7461,2.3301,1.1861,1.4068,196.9498,1.0,-1436.9556,0.1522,2.3301,12.0
1517.8281,6084.1724,6084172.0,nan,0.2159,9.4833,9.7833,0.4987,117.2024,0.0,nan,102.283,1.157,1.1148,1.1095,1517.8281,0.4987,7.4536,0.0,19961.1953,2.3395,1.1095,1.231,197.4037,1.0,-1437.108,0.1947,2.3395,12.0
1517.9804,6355.1499,6355150.0,nan,0.2159,9.3599,9.6599,0.5224,117.0059,0.0,nan,104.2504,1.2207,1.1738,1.1656,1517.9805,0.5224,7.096,0.0,20850.2305,2.4396,1.1656,1.3586,197.7113,1.0,-1437.2604,0.1584,2.4396,12.0
1518.1328,6737.2446,6737244.5,nan,0.2159,9.1777,9.4777,0.5233,113.4193,0.0,nan,106.9878,1.3932,1.3333,1.3204,1518.1328,0.5233,6.3817,0.0,22103.8203,2.507,1.3204,1.7435,197.6572,1.0,-1437.4128,0.0983,2.507,12.0
1518.2852,6968.4736,6968474.0,nan,0.2159,9.0421,9.3421,0.5095,110.0276,0.0,nan,110.5418,1.5732,1.4998,1.4818,1518.2852,0.5095,5.7779,0.0,22862.4473,2.5155,1.4818,2.1957,197.3326,1.0,-1437.5652,0.0671,2.5155,12.0
1518.4376,6558.083,6558083.0,nan,0.2159,9.0169,9.3169,0.4938,115.2583,0.0,nan,116.4728,1.6664,1.5881,1.5668,1518.4376,0.4938,5.4755,0.0,21516.0195,2.4799,1.5668,2.4549,196.8919,1.0,-1437.7177,0.0755,2.4799,12.0
1518.59,6236.1846,6236184.5,nan,0.2159,9.0575,9.3575,0.4818,119.6681,0.0,nan,123.8817,1.6325,1.5626,1.5416,1518.59,0.4818,5.3322,0.0,20459.9219,2.4484,1.5416,2.3765,196.4592,1.0,-1437.87,0.0926,2.4484,12.0
1518.7424,6193.3472,6193347.0,nan,0.2159,9.0546,9.3546,0.4695,120.4269,0.0,nan,128.8375,1.5615,1.5036,1.4847,1518.7424,0.4695,5.2901,0.0,20319.3809,2.447,1.4847,2.2043,196.1612,1.0,-1438.0225,0.0805,2.447,12.0
1518.8948,6426.7432,6426743.5,nan,0.2159,8.9911,9.2911,0.468,117.5948,0.0,nan,128.9431,1.5912,1.5367,1.5183,1518.8948,0.468,5.738,0.0,21085.1152,2.4795,1.5183,2.3052,195.9148,1.0,-1438.1748,0.0453,2.4795,12.0
1519.0472,7074.1128,7074112.5,nan,0.2159,8.9382,9.2382,0.4872,109.7116,0.0,nan,125.3465,1.7623,1.7001,1.6802,1519.0472,0.4872,6.5585,0.0,23209.0312,2.5463,1.6802,2.8231,195.4849,1.0,-1438.3273,0.0221,2.5463,12.0
1519.1996,7852.0854,7852085.5,nan,0.2159,8.9249,9.2249,0.5135,101.3841,0.0,nan,118.1328,2.0508,1.9692,1.947,1519.1996,0.5135,7.0792,0.0,25761.4355,2.6118,1.947,3.7908,194.7441,1.0,-1438.4796,0.0125,2.6118,12.0
1519.352,8491.7051,8491705.0,nan,0.2159,8.9231,9.2231,0.5256,94.1065,0.0,nan,108.8033,2.3543,2.2469,2.2247,1519.3521,0.5256,6.7741,0.0,27859.9238,2.6218,2.2247,4.9493,193.8451,1.0,-1438.632,0.012,2.6218,12.0
1519.5045,8588.8955,8588896.0,nan,0.2159,8.9134,9.2134,0.5191,91.1785,0.0,nan,102.487,2.4897,2.3709,2.3547,1519.5045,0.5191,6.0936,0.0,28178.793,2.5693,2.3547,5.5446,193.1295,1.0,-1438.7844,0.0298,2.5693,12.0
1519.6568,8246.5273,8246527.5,nan,0.2159,8.8956,9.1956,0.4951,92.9052,0.0,nan,104.5264,2.3382,2.2381,2.2322,1519.6569,0.4951,5.8527,0.0,27055.5352,2.5136,2.2322,4.9827,192.8804,1.0,-1438.9368,0.0524,2.5136,12.0
1519.8093,7833.2056,7833205.5,nan,0.2159,8.8902,9.1902,0.4604,97.9319,0.0,nan,112.2886,2.0817,2.0066,2.0085,1519.8093,0.4604,6.3022,0.0,25699.4922,2.5168,2.0085,4.0341,193.0298,1.0,-1439.0892,0.0617,2.5168,12.0
1519.9616,7714.02,7714020.0,nan,0.2159,8.9067,9.2067,0.4467,102.3215,0.0,nan,116.5106,1.9884,1.9237,1.9311,1519.9617,0.4467,7.0336,0.0,25308.4648,2.5896,1.9311,3.7291,193.1765,1.0,-1439.2416,0.0401,2.5896,12.0
1520.114,7780.5986,7780598.5,nan,0.2159,8.9286,9.2286,0.4643,104.8306,0.0,nan,114.5683,2.0726,2.0059,2.0197,1520.114,0.4643,7.1702,0.0,25526.8984,2.676,2.0197,4.0792,193.0461,1.0,-1439.394,-0.0199,2.676,12.0
1520.2664,7534.8555,7534855.5,nan,0.2159,8.9459,9.2459,0.4919,108.4316,0.0,nan,117.2794,2.0868,2.0206,2.0395,1520.2664,0.4919,6.5941,0.0,24720.6543,2.6805,2.0395,4.1596,192.9874,1.0,-1439.5464,-0.0538,2.6805,12.0
1520.4188,7027.0977,7027097.5,nan,0.2159,8.9601,9.2601,0.5105,112.2457,0.0,nan,130.1265,1.8547,1.8039,1.8221,1520.4188,0.5105,6.2994,0.0,23054.7812,2.5878,1.8221,3.32,193.5473,1.0,-1439.6989,-0.0227,2.5878,12.0
1520.5712,6458.9531,6458953.0,nan,0.2159,8.9679,9.2679,0.5104,117.5369,0.0,nan,142.6129,1.5884,1.5525,1.5675,1520.5712,0.5104,6.3074,0.0,21190.791,2.4907,1.5675,2.4571,194.5822,1.0,-1439.8512,0.0139,2.4907,12.0
1520.7236,6143.2686,6143268.5,nan,0.2159,8.9678,9.2678,0.4995,121.3937,0.0,nan,145.3732,1.4557,1.427,1.4403,1520.7236,0.4995,6.3698,0.0,20155.082,2.4467,1.4403,2.0745,195.4543,1.0,-1440.0037,0.0295,2.4467,12.0
1520.876,6175.7578,6175758.0,nan,0.2159,8.9679,9.2679,0.5063,121.1055,0.0,nan,140.7355,1.4291,1.4021,1.4147,1520.876,0.5063,6.4806,0.0,20261.6719,2.4538,1.4147,2.0014,195.8731,1.0,-1440.156,0.0457,2.4538,12.0
1521.0284,6319.2939,6319294.0,nan,0.2159,8.9701,9.2702,0.5279,119.821,0.0,nan,134.2196,1.4582,1.4295,1.442,1521.0284,0.5279,6.249,0.0,20732.5918,2.4842,1.442,2.0794,195.9782,1.0,-1440.3085,0.041,2.4842,12.0
1521.1808,6398.7788,6398779.0,nan,0.2159,8.97,9.27,0.5288,119.4377,0.0,nan,129.2107,1.5031,1.4713,1.4835,1521.1808,0.5288,6.2452,0.0,20993.3691,2.5074,1.4835,2.2008,195.9032,1.0,-1440.4608,0.0168,2.5074,12.0
1521.3332,6474.4155,6474415.5,nan,0.2159,8.9662,9.2662,0.5262,118.4708,0.0,nan,125.9195,1.5483,1.5137,1.5252,1521.3333,0.5262,6.2702,0.0,21241.5215,2.5165,1.5252,2.3262,195.7083,1.0,-1440.6132,0.0125,2.5165,12.0
1521.4857,6713.3804,6713380.5,nan,0.2159,8.9618,9.2618,0.5207,114.9439,0.0,nan,120.1128,1.6312,1.593,1.6043,1521.4857,0.5207,6.3283,0.0,22025.5254,2.5317,1.6043,2.5738,195.4165,1.0,-1440.7656,0.0216,2.5317,12.0
1521.638,7045.5288,7045529.0,nan,0.2159,8.961,9.261,0.4855,110.5201,0.0,nan,110.4762,1.7702,1.7274,1.7392,1521.6381,0.4855,6.6649,0.0,23115.252,2.5547,1.7392,3.0248,194.9577,1.0,-1440.918,0.0093,2.5547,12.0
1521.7905,7244.1265,7244126.5,nan,0.2159,8.9657,9.2657,0.4518,107.831,0.0,nan,102.0037,1.8665,1.8227,1.8346,1521.7905,0.4518,6.6868,0.0,23766.8203,2.5628,1.8346,3.3658,194.297,1.0,-1441.0704,-0.0044,2.5628,12.0
1521.9428,7260.9561,7260956.0,nan,0.2159,8.9716,9.2716,0.4713,106.9556,0.0,nan,98.9516,1.8353,1.7966,1.8076,1521.9429,0.4713,6.4925,0.0,23822.0352,2.5479,1.8076,3.2674,193.6826,1.0,-1441.2228,-0.0019,2.5479,12.0
1522.0952,7033.604,7033604.0,nan,0.2159,8.9754,9.2754,0.5258,109.2601,0.0,nan,99.9876,1.763,1.7294,1.7396,1522.0952,0.5258,6.4504,0.0,23076.1289,2.5213,1.7396,3.0262,193.3761,1.0,-1441.3752,0.001,2.5213,12.0
1522.2476,6684.8374,6684837.5,nan,0.2159,8.9798,9.2798,0.5503,113.8434,0.0,nan,101.2346,1.7361,1.704,1.7148,1522.2476,0.5503,6.3919,0.0,21931.8809,2.4968,1.7148,2.9405,193.3742,1.0,-1441.5276,-0.0046,2.4968,12.0
1522.4,6502.4551,6502455.5,nan,0.2159,8.9844,9.2844,0.5263,116.549,0.0,nan,101.472,1.7483,1.7147,1.7273,1522.4,0.5263,6.2908,0.0,21333.5156,2.4864,1.7273,2.9836,193.5099,1.0,-1441.6801,0.0032,2.4864,12.0
1522.5524,6583.1187,6583118.5,nan,0.2159,8.9863,9.2863,0.4897,115.9173,0.0,nan,99.6646,1.8016,1.7643,1.7802,1522.5524,0.4897,6.4934,0.0,21598.1582,2.5036,1.7802,3.1691,193.6181,1.0,-1441.8324,0.0208,2.5036,12.0
1522.7048,6885.6875,6885687.5,nan,0.2159,8.9828,9.2828,0.4636,112.975,0.0,nan,94.6154,1.9209,1.8781,1.8996,1522.7048,0.4636,6.9043,0.0,22590.8379,2.5522,1.8996,3.6085,193.478,1.0,-1441.9849,0.0194,2.5522,12.0
1522.8572,7319.4561,7319456.0,nan,0.2159,8.976,9.276,0.4567,108.6118,0.0,nan,89.6184,2.0649,2.0173,2.0466,1522.8572,0.4567,7.0031,0.0,24013.9629,2.6082,2.0466,4.1886,192.9804,1.0,-1442.1372,-0.0046,2.6082,12.0
1523.0096,7618.6387,7618638.5,nan,0.2159,8.9699,9.2699,0.4552,105.2028,0.0,nan,89.4886,2.1002,2.0566,2.0918,1523.0096,0.4552,6.4382,0.0,24995.5332,2.6296,2.0918,4.3756,192.3095,1.0,-1442.2897,-0.0287,2.6296,12.0
1523.162,7384.8003,7384800.5,nan,0.2159,8.9659,9.2659,0.4577,106.3919,0.0,nan,94.1387,1.9625,1.9319,1.9667,1523.162,0.4577,5.6606,0.0,24228.3477,2.5777,1.9667,3.8679,191.8402,1.0,-1442.442,-0.0352,2.5777,12.0
1523.3144,6788.6782,6788678.5,nan,0.2159,8.9658,9.2659,0.4866,111.1906,0.0,nan,100.5779,1.7612,1.7418,1.7726,1523.3145,0.4866,5.2251,0.0,22272.5664,2.4765,1.7726,3.1421,191.9232,1.0,-1442.5944,-0.0222,2.4765,12.0
1523.4669,6232.0864,6232086.5,nan,0.2159,8.9688,9.2688,0.532,117.3454,0.0,nan,107.8789,1.6105,1.5961,1.6235,1523.4669,0.532,5.1176,0.0,20446.4785,2.3993,1.6235,2.6358,192.6507,1.0,-1442.7468,-0.0055,2.3993,12.0
1523.6192,5831.6353,5831635.5,nan,0.2159,8.9677,9.2677,0.5422,123.0409,0.0,nan,115.8077,1.5242,1.5101,1.5348,1523.6193,0.5422,5.22,0.0,19132.6621,2.3541,1.5348,2.3556,193.7625,1.0,-1442.8992,0.0083,2.3541,13.0
1523.7717,5770.2578,5770258.0,nan,0.2159,8.9727,9.2727,0.5154,124.1331,0.0,nan,124.3991,1.4907,1.4733,1.4951,1523.7717,0.5154,5.657,0.0,18931.293,2.35,1.4951,2.2353,194.8394,1.0,-1443.0516,0.0271,2.35,13.0
1523.924,5929.7305,5929730.0,nan,0.2159,9.0544,9.3544,0.4877,121.2676,0.0,nan,130.5376,1.4963,1.4731,1.4922,1523.9241,0.4877,6.3704,0.0,19454.4961,2.3592,1.4922,2.2267,195.6461,1.0,-1443.204,0.0582,2.3592,13.0
1524.0764,5920.3335,5920333.5,nan,0.2159,9.3316,9.6316,0.4766,120.5591,0.0,nan,130.1812,1.4795,1.4512,1.4662,1524.0764,0.4766,7.0067,0.0,19423.666,2.3417,1.4662,2.1497,196.1875,1.0,-1443.3564,0.1055,2.3417,13.0
1524.2288,5824.5923,5824592.0,nan,0.2159,9.7509,10.0509,0.4941,120.9552,0.0,nan,124.2032,1.3996,1.3694,1.3792,1524.2288,0.4941,7.2811,0.0,19109.5547,2.3114,1.3792,1.9022,196.5552,1.0,-1443.5088,0.1469,2.3114,13.0
1524.3812,6075.2656,6075265.5,nan,0.2159,9.9434,10.2434,0.5393,117.3391,0.0,nan,116.5863,1.3641,1.3324,1.3378,1524.3812,0.5393,7.3249,0.0,19931.9746,2.3388,1.3378,1.7897,196.7871,1.0,-1443.6613,0.1264,2.3388,13.0
1524.5336,6579.1968,6579196.5,nan,0.2159,9.7258,10.0258,0.5656,111.1683,0.0,nan,111.5633,1.4906,1.4504,1.452,1524.5336,0.5656,7.1559,0.0,21585.291,2.3996,1.452,2.1083,196.8269,1.0,-1443.8136,0.046,2.3996,13.0
1524.686,6817.3916,6817392.0,nan,0.2159,9.5246,9.8246,0.5436,107.3065,0.0,nan,113.2989,1.7043,1.6487,1.6446,1524.686,0.5436,6.788,0.0,22366.7715,2.4001,1.6446,2.7047,196.645,1.0,-1443.9661,0.0043,2.4001,13.0
1524.8384,6727.1348,6727135.0,nan,0.2159,9.6725,9.9725,0.497,108.0983,0.0,nan,122.0185,1.6599,1.6033,1.5939,1524.8384,0.497,6.5661,0.0,22070.6523,2.3858,1.5939,2.5405,196.4529,1.0,-1444.1184,0.0761,2.3858,13.0
1524.9908,6383.1943,6383194.0,nan,0.2159,9.8531,10.1531,0.4699,113.7844,0.0,nan,131.176,1.4068,1.362,1.3515,1524.9908,0.4699,6.6531,0.0,20942.2383,2.3829,1.3515,1.8266,196.5024,1.0,-1444.2709,0.1611,2.3829,13.0
1525.1432,5926.3052,5926305.5,nan,0.2159,9.6994,9.9994,0.465,123.3538,0.0,nan,136.9281,1.273,1.2317,1.2207,1525.1432,0.465,6.8166,0.0,19443.2598,2.3984,1.2207,1.4901,196.7125,1.0,-1444.4232,0.1726,2.3984,13.0
1525.2956,5975.2148,5975214.5,nan,0.2159,9.3505,9.6505,0.4669,126.0628,0.0,nan,138.5731,1.3043,1.2547,1.2415,1525.2957,0.4669,6.8271,0.0,19603.7227,2.4713,1.2415,1.5413,196.8408,1.0,-1444.5756,0.1288,2.4713,13.0
1525.4481,6728.2285,6728228.5,nan,0.2159,9.0831,9.3831,0.472,116.081,0.0,nan,133.7031,1.4691,1.3981,1.3802,1525.4481,0.472,6.7962,0.0,22074.2402,2.5624,1.3802,1.905,196.856,1.0,-1444.728,0.0639,2.5624,13.0
1525.6004,7507.5151,7507515.0,nan,0.2159,8.9984,9.2984,0.4713,107.2228,0.0,nan,125.6836,1.6949,1.5924,1.5689,1525.6005,0.4713,6.7844,0.0,24630.9551,2.641,1.5689,2.4614,196.848,1.0,-1444.8804,-0.0087,2.641,13.0
1525.7529,7539.1328,7539133.0,nan,0.2159,9.0835,9.3835,0.4719,104.6789,0.0,nan,124.3854,1.7574,1.6437,1.6195,1525.7529,0.4719,6.7919,0.0,24734.6875,2.5892,1.6195,2.6228,196.8176,1.0,-1445.0328,-0.0218,2.5892,13.0
1525.9052,7185.1602,7185160.5,nan,0.2159,9.2208,9.5208,0.4931,104.5375,0.0,nan,130.3293,1.588,1.4974,1.4789,1525.9053,0.4931,6.7709,0.0,23573.3613,2.4643,1.4789,2.1871,196.7706,1.0,-1445.1852,0.0348,2.4643,13.0
1526.0576,6500.8862,6500886.5,nan,0.2159,9.3049,9.6049,0.5197,112.6903,0.0,nan,135.0141,1.4314,1.3638,1.3505,1526.0576,0.5197,6.667,0.0,21328.3672,2.4035,1.3505,1.8239,196.7394,1.0,-1445.3376,0.0765,2.4035,13.0
1526.21,5874.0171,5874017.5,nan,0.2159,9.3615,9.6615,0.5235,122.7862,0.0,nan,135.2418,1.3747,1.3198,1.3099,1526.21,0.5235,6.4399,0.0,19271.7109,2.3663,1.3099,1.7158,196.6589,1.0,-1445.49,0.1114,2.3663,13.0
1526.3624,5825.0376,5825037.5,nan,0.2159,9.3667,9.6667,0.5171,123.8605,0.0,nan,132.7711,1.3478,1.3019,1.295,1526.3624,0.5171,6.2921,0.0,19111.0156,2.3671,1.295,1.677,196.5155,1.0,-1445.6425,0.1572,2.3671,13.0
1526.5148,6102.7427,6102743.0,nan,0.2159,9.2157,9.5157,0.5176,121.2309,0.0,nan,128.6328,1.357,1.3161,1.3121,1526.5148,0.5176,6.2114,0.0,20022.123,2.4273,1.3121,1.7216,196.4012,1.0,-1445.7948,0.1498,2.4273,13.0
1526.6672,6471.7681,6471768.0,nan,0.2159,8.9916,9.2915,0.5286,117.0781,0.0,nan,121.843,1.4419,1.401,1.3999,1526.6672,0.5286,6.1255,0.0,21232.834,2.4859,1.3999,1.9597,196.2881,1.0,-1445.9473,0.0776,2.4859,14.0
1526.8196,6707.04,6707040.0,nan,0.2159,8.8719,9.1719,0.5467,112.8076,0.0,nan,113.5083,1.5477,1.5072,1.5098,1526.8196,0.5467,6.0633,0.0,22004.7246,2.4823,1.5098,2.2795,196.1116,1.0,-1446.0996,0.0173,2.4823,14.0
1526.972,6568.9033,6568903.0,nan,0.2159,8.8489,9.1489,0.5441,113.3238,0.0,nan,107.5745,1.5852,1.5503,1.5565,1526.972,0.5441,6.0638,0.0,21551.5195,2.4423,1.5565,2.4227,196.0546,1.0,-1446.2521,0.012,2.4423,14.0
1527.1245,6242.0894,6242089.5,nan,0.2159,8.8399,9.1399,0.5135,117.172,0.0,nan,106.503,1.5682,1.5413,1.5503,1527.1245,0.5135,6.1097,0.0,20479.2969,2.3996,1.5503,2.4034,196.2346,1.0,-1446.4044,0.029,2.3996,14.0
1527.2768,6026.5591,6026559.0,nan,0.2159,8.8274,9.1274,0.4999,120.8213,0.0,nan,107.627,1.5487,1.5277,1.5383,1527.2769,0.4999,6.0981,0.0,19772.1758,2.3889,1.5383,2.3664,196.5019,1.0,-1446.5568,0.0469,2.3889,14.0
1527.4293,6029.1567,6029156.5,nan,0.2159,8.8269,9.1269,0.5256,121.7399,0.0,nan,107.7674,1.5458,1.5264,1.5382,1527.4293,0.5256,6.0761,0.0,19780.6973,2.4081,1.5382,2.3661,196.7124,1.0,-1446.7092,0.0559,2.4081,14.0
1527.5816,6220.9087,6220909.0,nan,0.2159,8.8522,9.1522,0.5657,120.4274,0.0,nan,107.0139,1.5724,1.5499,1.5626,1527.5817,0.5657,6.2911,0.0,20409.8066,2.4579,1.5626,2.4417,196.9012,1.0,-1446.8616,0.0464,2.4579,14.0
1527.7341,6532.4844,6532484.5,nan,0.2159,8.8921,9.1921,0.5674,117.9776,0.0,nan,105.8087,1.6387,1.6084,1.6221,1527.7341,0.5674,6.5474,0.0,21432.0352,2.5285,1.6221,2.6312,196.8904,1.0,-1447.014,0.0312,2.5285,14.0
1527.8864,6990.8774,6990877.0,nan,0.2159,8.9233,9.2233,0.5448,113.7036,0.0,nan,103.4514,1.7402,1.6988,1.7138,1527.8865,0.5448,6.7091,0.0,22935.9492,2.6079,1.7138,2.9371,196.4283,1.0,-1447.1664,0.0227,2.6079,14.0
1528.0388,7292.3188,7292319.0,nan,0.2159,8.9392,9.2392,0.5271,110.993,0.0,nan,98.2334,1.8563,1.8026,1.8189,1528.0388,0.5271,6.4878,0.0,23924.9316,2.6555,1.8189,3.3084,195.7805,1.0,-1447.3188,-0.0003,2.6555,14.0
1528.1912,7144.645,7144645.0,nan,0.2159,8.947,9.247,0.5181,112.259,0.0,nan,92.6332,1.9019,1.8426,1.8588,1528.1912,0.5181,5.8735,0.0,23440.4375,2.6314,1.8588,3.4551,195.447,1.0,-1447.4712,-0.0245,2.6314,14.0
1528.3436,6830.5444,6830544.5,nan,0.2159,8.9483,9.2483,0.5125,114.427,0.0,nan,91.0061,1.7932,1.7411,1.7547,1528.3436,0.5125,5.4836,0.0,22409.9219,2.5643,1.7547,3.079,195.6142,1.0,-1447.6237,0.0,2.5643,14.0
1528.496,6544.9795,6544979.5,nan,0.2159,8.9405,9.2405,0.5088,116.9467,0.0,nan,92.8259,1.6401,1.5984,1.6089,1528.496,0.5088,5.3901,0.0,21473.0293,2.5112,1.6089,2.5886,196.1117,1.0,-1447.776,0.042,2.5112,14.0
1528.6484,6377.9824,6377982.5,nan,0.2159,8.9326,9.2326,0.5084,118.4126,0.0,nan,93.3993,1.5767,1.5394,1.5482,1528.6484,0.5084,5.3744,0.0,20925.1387,2.4778,1.5482,2.3969,196.6058,1.0,-1447.9285,0.0342,2.4778,14.0
1528.8008,6249.6968,6249697.0,nan,0.2159,8.9615,9.2615,0.5186,118.7851,0.0,nan,93.0631,1.5678,1.5306,1.5383,1528.8008,0.5186,5.4837,0.0,20504.2559,2.4356,1.5383,2.3664,196.8234,1.0,-1448.0808,0.012,2.4356,14.0
1528.9532,6124.666,6124666.0,nan,0.2159,9.0636,9.3636,0.5417,120.6178,0.0,nan,92.384,1.5399,1.5026,1.5091,1528.9532,0.5417,5.9349,0.0,20094.0488,2.4237,1.5091,2.2774,196.8681,1.0,-1448.2333,0.0533,2.4237,14.0
1529.1057,6417.6406,6417641.0,nan,0.2159,9.1619,9.4619,0.5429,118.512,0.0,nan,88.9591,1.5604,1.5203,1.5262,1529.1057,0.5429,6.6544,0.0,21055.252,2.4953,1.5262,2.3293,196.8977,1.0,-1448.3856,0.1288,2.4953,14.0
1529.258,7076.2656,7076265.5,nan,0.2159,9.1428,9.4428,0.5055,111.539,0.0,nan,82.9514,1.7807,1.727,1.7335,1529.2581,0.5055,7.2311,0.0,23216.0938,2.5895,1.7335,3.005,196.8038,1.0,-1448.538,0.1549,2.5895,14.0
1529.4105,7779.2031,7779203.0,nan,0.2159,9.0422,9.3422,0.4724,104.8063,0.0,nan,80.199,2.2536,2.1692,2.1783,1529.4105,0.4724,7.0017,0.0,25522.3203,2.6749,2.1783,4.745,196.4694,1.0,-1448.6904,0.1202,2.6749,14.0
1529.5628,8116.271,8116271.0,nan,0.2159,8.9796,9.2796,0.4699,99.958,0.0,nan,82.9364,2.5138,2.4148,2.4243,1529.5629,0.4699,6.3586,0.0,26628.1855,2.6617,2.4243,5.8772,196.0527,1.0,-1448.8428,0.0924,2.6617,14.0
1529.7153,7649.3853,7649385.0,nan,0.2159,8.9784,9.2784,0.4777,102.6362,0.0,nan,87.6431,2.2153,2.148,2.1543,1529.7153,0.4777,6.369,0.0,25096.4082,2.5758,2.1543,4.641,195.8789,1.0,-1448.9952,0.1249,2.5758,14.0
