DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,AZI1,CALI,CALI[DERIVED]1,DEVI,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1374.1904,6594.4805,6594480.5,nan,-639.25,12.8636,12.8636,-639.25,2.2326,98.6632,1.0,nan,26.2466,2.1062,2.201,1374.1904,0.3053,-728.174,nan,83.4854,0.3018,0.3018,21635.4336,2.1346,2.1065,2.1065,4.4374,1.0,1.0,1.0,-1292.8805,7.422,0.3018,4.0
1374.3428,6557.2666,6557267.0,nan,-639.25,12.8128,12.8128,-639.25,2.2522,99.1599,1.0,nan,26.5438,2.1093,2.1962,1374.3428,0.3068,-728.2598,nan,84.9553,0.3024,0.3024,21513.3418,2.1333,2.1106,2.1106,4.4545,1.0,1.0,1.0,-1293.0328,7.591,0.3024,4.0
1374.4952,6523.1221,6523122.0,nan,-639.25,12.7188,12.7188,-639.25,2.2975,99.7359,1.0,nan,27.714,2.1214,2.2028,1374.4952,0.311,-728.3457,nan,81.3773,0.3015,0.3015,21401.3184,2.1345,2.1229,2.1229,4.5068,1.0,1.0,1.0,-1293.1852,8.423,0.3015,4.0
1374.6476,6489.9863,6489986.5,nan,-639.25,12.628,12.628,-639.25,2.3584,100.4734,1.0,nan,29.4636,2.1349,2.2143,1374.6476,0.3155,-728.4315,nan,73.2878,0.2997,0.2997,21292.6074,2.1393,2.1351,2.1351,4.5588,1.0,1.0,1.0,-1293.3376,9.498,0.2997,4.0
1374.8,6436.0381,6436038.0,nan,-639.25,12.5897,12.5897,-639.25,2.3802,101.4098,1.0,nan,30.6859,2.1368,2.213,1374.8,0.3189,-728.5173,nan,70.9773,0.3001,0.3001,21115.6113,2.1413,2.1367,2.1367,4.5656,1.0,1.0,1.0,-1293.49,10.062,0.3001,4.0
1374.9524,6318.6387,6318638.5,nan,-639.25,12.631,12.631,-639.25,2.4197,102.9486,1.0,nan,32.2275,2.138,2.2074,1374.9524,0.3231,-728.6032,nan,81.3609,0.3039,0.3039,20730.4414,2.1342,2.1414,2.1414,4.5857,1.0,1.0,1.0,-1293.6425,9.94,0.3039,4.0
1375.1048,6112.9136,6112913.5,nan,-639.25,12.7287,12.7287,-639.25,2.4967,105.6519,1.0,nan,35.5462,2.1722,2.232,1375.1049,0.33,-728.689,nan,103.4389,0.3101,0.3101,20055.4902,2.1189,2.181,2.181,4.7568,1.0,1.0,1.0,-1293.7948,9.56,0.3101,4.0
1375.2572,5867.2173,5867217.0,nan,-639.25,12.8132,12.8132,-639.25,2.6154,109.1312,1.0,nan,40.7309,2.2549,2.3049,1375.2572,0.3381,-728.7748,nan,132.7169,0.3189,0.3189,19249.4004,2.1007,2.2657,2.2657,5.1336,1.0,1.0,1.0,-1293.9473,9.136,0.3189,4.0
1375.4096,5640.9424,5640942.5,nan,-639.25,12.8557,12.8557,-639.25,2.7298,112.5551,1.0,nan,46.4758,2.3576,2.403,1375.4097,0.3461,-728.8607,nan,54.1174,0.2738,0.2738,18507.0293,2.0831,2.3722,2.3722,5.6275,1.0,1.0,1.0,-1294.0996,17.09,0.2738,4.0
1375.562,5457.2231,5457223.0,nan,-639.25,12.8723,12.8723,-639.25,2.7953,115.6193,0.0,nan,50.9247,2.4981,2.5526,1375.562,0.3565,-728.9465,nan,0.0404,0.0001,0.01,17904.2754,2.0701,2.5221,2.5221,6.3608,1.0,1.0,1.0,-1294.2521,59.422,0.0001,4.0
1375.7144,5321.2534,5321253.5,nan,-639.25,12.8794,12.8794,-639.25,2.9237,118.3296,0.0,nan,53.3863,2.7285,2.798,1375.7145,0.373,-729.0323,nan,0.0378,0.0001,0.01,17458.1797,2.0658,2.7682,2.7682,7.663,1.0,1.0,1.0,-1294.4044,61.707,0.0001,4.0
1375.8668,5179.4766,5179476.5,nan,-639.25,12.8818,12.8818,-639.25,3.0987,120.8878,0.0,nan,53.5924,3.1067,3.1725,1375.8668,0.3993,-729.1182,nan,0.0358,0.0001,0.01,16993.0332,2.0543,3.1666,3.1666,10.0272,1.0,1.0,1.0,-1294.5569,77.776,0.0001,4.0
1376.0192,4894.6455,4894645.5,nan,-639.25,12.8828,12.8828,-639.25,3.4604,123.7957,0.0,nan,51.2424,3.6874,3.6861,1376.0193,0.4394,-729.204,nan,0.0557,0.0001,0.01,16058.5488,1.988,3.7989,3.7989,14.432,1.0,1.0,1.0,-1294.7092,65.99,0.0001,4.0
1376.1716,4355.7017,4355701.5,nan,-639.25,12.8842,12.8842,-639.25,4.0544,127.7085,3.0,nan,46.5322,4.7844,4.5889,1376.1716,0.4963,-729.2899,nan,0.135,0.0001,0.01,14290.3604,1.825,5.0205,5.0205,25.2059,1.0,1.0,1.0,-1294.8617,44.517,0.0001,4.0
1376.324,3696.8926,3696892.75,nan,-639.25,12.8876,12.8876,-639.25,5.51,133.0029,3.0,nan,41.4341,7.1757,6.4925,1376.324,0.566,-729.3757,nan,0.241,0.0001,0.01,12128.9131,1.6132,7.8123,7.8123,61.0323,1.0,1.0,1.0,-1295.014,18.651,0.0001,5.0
1376.4764,3169.103,3169103.0,nan,-639.25,12.9199,12.9199,-639.25,9.1955,139.083,3.0,nan,35.7041,13.6063,11.1629,1376.4764,0.6342,-729.4615,nan,0.1339,0.0001,0.01,10397.3193,1.4461,15.2908,15.2908,233.8076,1.0,1.0,1.0,-1295.1664,0.0,0.0001,5.0
1376.6288,2840.6528,2840653.0,nan,-639.25,13.0415,13.0415,-639.25,18.7188,144.6598,3.0,nan,29.9807,28.9198,20.1484,1376.6288,0.6877,-729.5474,nan,0.074,0.0001,0.01,9319.7275,1.3482,30.0424,30.0424,902.5428,1.0,1.0,1.0,-1295.3188,0.0,0.0001,5.0
1376.7812,2704.0015,2704001.25,nan,-639.25,13.3297,13.3297,-639.25,42.1417,148.8864,3.0,nan,27.1343,39.0963,23.9158,1376.7812,0.7201,-729.6332,nan,0.546,0.0001,0.01,8871.3955,1.3208,39.7876,39.7876,1583.0538,1.0,1.0,1.0,-1295.4712,0.0,0.0001,5.0
1376.9336,2729.574,2729574.0,nan,-639.25,13.7429,13.7429,-639.25,63.2291,151.8264,3.0,nan,27.2591,44.7127,24.5453,1376.9336,0.7327,-729.7191,nan,1.1188,0.0001,0.01,8955.2959,1.3597,43.8644,43.8644,1924.0854,1.0,1.0,1.0,-1295.6237,0.0,0.0001,5.0
1377.086,2841.4983,2841498.25,nan,-639.25,14.1954,14.1954,-639.25,37.3485,153.8546,3.0,nan,28.9523,36.3738,20.4563,1377.0861,0.7321,-729.8049,nan,0.5395,0.0001,0.01,9322.501,1.4343,34.5806,34.5806,1195.818,1.0,1.0,1.0,-1295.776,0.0,0.0001,5.0
1377.2384,3015.696,3015696.0,nan,-639.25,14.4347,14.4347,-639.25,23.0089,154.8583,3.0,nan,32.5067,20.1975,13.44,1377.2384,0.7207,-729.8907,nan,0.0029,0.0001,0.01,9894.0156,1.5322,19.2495,19.2495,370.5433,1.0,1.0,1.0,-1295.9285,1.155,0.0001,5.0
1377.3908,3278.7234,3278723.5,nan,-639.25,14.1118,14.1118,-639.25,15.3791,154.1457,3.0,nan,38.0797,11.6774,8.9527,1377.3909,0.6965,-729.9766,nan,0.0482,0.0001,0.01,10756.9668,1.6581,11.2374,11.2374,126.2796,1.0,1.0,1.0,-1296.0808,9.952,0.0001,5.0
1377.5432,3643.8455,3643845.5,nan,-639.25,13.4527,13.4527,-639.25,9.9293,151.2521,3.0,nan,44.2997,7.7122,6.5184,1377.5432,0.6579,-730.0624,nan,0.0591,0.0001,0.01,11954.874,1.8082,7.4862,7.4862,56.0429,1.0,1.0,1.0,-1296.2333,27.712,0.0001,5.0
1377.6956,4099.2021,4099202.25,nan,-639.25,13.0897,13.0897,-639.25,6.7735,146.2953,0.0,nan,49.6092,5.6752,5.0953,1377.6957,0.6174,-730.1482,nan,0.0262,0.0001,0.01,13448.8271,1.9675,5.5588,5.5588,30.9,1.0,1.0,1.0,-1296.3856,45.976,0.0001,5.0
1377.848,4596.1206,4596120.5,nan,-639.25,13.0828,13.0828,-639.25,5.0872,140.4146,0.0,0.8857,54.0312,4.6271,4.2828,1377.848,0.5908,-730.234,nan,0.0019,0.0001,0.01,15079.1357,2.1173,4.5694,4.5694,20.8797,1.0,1.0,1.0,-1296.5381,61.163,0.0001,6.0
1378.0004,4995.0972,4995097.5,nan,-639.25,13.1048,13.1048,-639.25,4.4008,135.3127,0.0,0.8789,57.0411,4.1118,3.8686,1378.0005,0.5874,-730.3199,nan,0.0021,0.0001,0.01,16388.1152,2.2175,4.0905,4.0905,16.7322,1.0,1.0,1.0,-1296.6904,68.888,0.0001,6.0
1378.1528,5202.6636,5202663.5,nan,-639.25,13.148,13.148,-639.25,4.3624,131.8546,0.0,0.8722,57.2291,3.92,3.7179,1378.1528,0.6035,-730.4057,nan,0.0054,0.0001,0.01,17069.1055,2.2506,3.9087,3.9087,15.2778,1.0,1.0,1.0,-1296.8428,67.612,0.0001,6.0
1378.3052,5285.2373,5285237.5,nan,-639.25,13.2009,13.2009,-639.25,4.3069,130.0587,0.0,0.8655,57.057,3.8157,3.6358,1378.3052,0.6282,-730.4915,nan,0.0054,0.0001,0.01,17340.0176,2.2552,3.8057,3.8057,14.4832,1.0,1.0,1.0,-1296.9952,63.245,0.0001,6.0
1378.4576,5330.8276,5330827.5,nan,-639.25,13.2385,13.2385,-639.25,4.3257,129.5205,0.0,0.8588,58.5513,3.7254,3.5655,1378.4576,0.6494,-730.5774,nan,0.0065,0.0001,0.01,17489.5918,2.2653,3.72,3.72,13.8386,1.0,1.0,1.0,-1297.1476,60.47,0.0001,6.0
1378.61,5382.3643,5382364.5,nan,-639.25,13.2485,13.2485,-639.25,4.1568,129.4967,0.0,0.8521,60.0059,3.6836,3.546,1378.61,0.6544,-730.6632,nan,0.0106,0.0001,0.01,17658.6758,2.2867,3.6933,3.6933,13.6403,1.0,1.0,1.0,-1297.3,60.98,0.0001,6.0
1378.7624,5475.833,5475833.0,nan,-639.25,13.2476,13.2476,-639.25,4.1753,128.827,0.0,0.8453,60.4927,3.7824,3.6495,1378.7625,0.6394,-730.749,nan,0.0194,0.0001,0.01,17965.332,2.3144,3.8094,3.8094,14.5115,1.0,1.0,1.0,-1297.4524,64.974,0.0001,6.0
1378.9148,5632.8896,5632889.5,nan,-639.25,13.2501,13.2501,-639.25,4.3214,126.4574,0.0,0.8386,60.5602,4.0377,3.8753,1378.9148,0.6062,-730.8349,nan,0.0315,0.0001,0.01,18480.6094,2.337,4.075,4.075,16.6059,1.0,1.0,1.0,-1297.6049,71.814,0.0001,6.0
1379.0672,5803.417,5803417.0,nan,-639.25,13.2572,13.2572,-639.25,4.7167,122.6402,0.0,0.8319,58.7014,4.3678,4.1383,1379.0673,0.5609,-730.9207,nan,0.0366,0.0001,0.01,19040.082,2.3351,4.3751,4.3751,19.1419,1.0,1.0,1.0,-1297.7572,79.289,0.0001,6.0
1379.2196,5900.0879,5900088.0,nan,-639.25,13.2498,13.2498,-639.25,5.2826,118.567,0.0,0.8252,54.0969,4.3975,4.1372,1379.2196,0.5071,-731.0065,nan,0.0218,0.0001,0.01,19357.2441,2.2951,4.3303,4.3303,18.7518,1.0,1.0,1.0,-1297.9097,84.81,0.0001,6.0
1379.372,5892.8066,5892807.0,nan,-639.25,13.1887,13.1887,-639.25,5.4069,115.3685,0.0,0.8185,47.347,3.7592,3.6016,1379.3721,0.4488,-731.0924,nan,0.1775,0.0407,0.0407,19333.3555,2.2305,3.6602,3.6602,13.3972,0.9898,0.9898,0.9981,-1298.062,76.227,0.0403,6.0
1379.5244,5827.6162,5827616.5,nan,-639.25,13.0671,13.0671,-639.25,4.2363,113.4477,0.0,0.8117,39.866,2.8548,2.8454,1379.5244,0.3927,-731.1782,nan,12.145,0.2558,0.2558,19119.4766,2.1691,2.7799,2.7799,7.7276,0.9475,0.9475,0.9901,-1298.2145,26.063,0.2424,6.0
1379.6768,5772.5552,5772555.0,nan,-639.25,12.965,12.965,-639.25,2.7247,112.3348,0.0,0.805,32.8749,2.1785,2.2435,1379.6769,0.3474,-731.264,nan,82.5506,0.2941,0.2941,18938.8301,2.1275,2.1388,2.1388,4.5745,1.0,1.0,0.9973,-1298.3668,15.151,0.2941,6.0
1379.8292,5749.6206,5749620.5,nan,-639.25,12.9415,12.9415,-639.25,1.9193,111.4719,0.0,0.7983,28.0117,1.8243,1.8968,1379.8292,0.3173,-731.3499,nan,174.3723,0.3188,0.3188,18863.584,2.1028,1.8103,1.8103,3.2772,1.0,1.0,0.9962,-1298.5193,8.0,0.3188,6.0
1379.9816,5763.7456,5763745.5,nan,-639.25,12.9528,12.9528,-639.25,1.7612,110.6133,0.0,0.7916,26.3787,1.7021,1.7616,1379.9817,0.3005,-731.4357,nan,229.0226,0.3294,0.3294,18909.9258,2.0917,1.702,1.702,2.897,1.0,1.0,0.9958,-1298.6716,4.365,0.3294,6.0
1380.134,5813.8906,5813890.5,nan,-639.25,12.9484,12.9484,-639.25,1.794,109.6682,1.0,0.7849,26.7379,1.705,1.7511,1380.134,0.2934,-731.5215,nan,226.401,0.3297,0.3297,19074.4434,2.0919,1.7111,1.7111,2.928,1.0,1.0,0.9958,-1298.824,3.295,0.3297,6.0
1380.2864,5888.7529,5888753.0,nan,-639.25,12.9091,12.9091,-639.25,1.9497,108.5235,1.0,0.7782,27.3655,1.762,1.7981,1380.2864,0.2913,-731.6074,nan,200.9228,0.326,0.326,19320.0566,2.0967,1.7676,1.7676,3.1244,1.0,1.0,0.9962,-1298.9764,3.342,0.326,6.0
1380.4388,5971.4458,5971446.0,nan,-639.25,12.8601,12.8601,-639.25,2.094,107.281,1.0,0.7714,27.6079,1.8118,1.8428,1380.4388,0.2922,-731.6932,nan,178.7161,0.3222,0.3222,19591.3574,2.1018,1.8128,1.8128,3.2863,1.0,1.0,0.9969,-1299.1288,3.737,0.3222,6.0
1380.5912,6033.6221,6033622.0,nan,-639.25,12.8409,12.8409,-639.25,2.2067,106.4285,1.0,0.7647,27.442,1.8188,1.8526,1380.5912,0.2964,-731.7791,nan,163.6995,0.3189,0.3189,19795.3477,2.1068,1.8154,1.8154,3.2956,1.0,1.0,0.9978,-1299.2812,4.561,0.3189,6.0
1380.7436,6052.3506,6052350.5,nan,-639.25,12.8437,12.8437,-639.25,2.1464,106.2493,1.0,0.758,27.5707,1.7877,1.8386,1380.7437,0.3053,-731.8649,nan,160.1948,0.3168,0.3168,19856.793,2.1098,1.7859,1.7859,3.1893,1.0,1.0,0.9988,-1299.4336,5.878,0.3168,6.0
1380.896,6013.623,6013623.0,nan,-639.25,12.853,12.853,-639.25,2.0634,106.7059,1.0,0.7513,28.6593,1.7735,1.8428,1380.896,0.3178,-731.9507,nan,171.9664,0.318,0.318,19729.7344,2.1053,1.7769,1.7769,3.1575,1.0,1.0,0.9994,-1299.5861,7.173,0.318,6.0
1381.0484,5937.8452,5937845.5,nan,-639.25,12.8551,12.8551,-639.25,2.013,107.4902,1.0,0.7446,29.985,1.8044,1.8794,1381.0485,0.3292,-732.0366,nan,198.4562,0.3221,0.3221,19481.1191,2.094,1.8065,1.8065,3.2633,1.0,1.0,0.9995,-1299.7384,7.889,0.3221,6.0
1381.2008,5874.29,5874290.0,nan,-639.25,12.8548,12.8548,-639.25,2.0088,108.1239,1.0,0.7378,30.2561,1.8186,1.8974,1381.2008,0.3338,-732.1224,nan,233.6114,0.3273,0.3273,19272.6055,2.0838,1.8106,1.8106,3.2785,1.0,1.0,0.9991,-1299.8909,7.642,0.3273,6.0
1381.3532,5839.9453,5839945.0,nan,-639.25,12.8621,12.8621,-639.25,2.0443,108.4013,1.0,0.7311,29.1505,1.7439,1.8407,1381.3533,0.3294,-732.2083,nan,275.8273,0.3339,0.3339,19159.9238,2.077,1.7333,1.7333,3.0043,1.0,1.0,0.9987,-1300.0432,6.159,0.3339,6.0
1381.5056,5812.5356,5812535.5,nan,-639.25,12.8721,12.8721,-639.25,1.9307,108.4971,1.0,0.7244,27.7162,1.6488,1.7565,1381.5056,0.3193,-732.2941,nan,332.739,0.3421,0.3421,19070.0,2.069,1.6443,1.6443,2.7037,1.0,1.0,0.9981,-1300.1957,3.806,0.3421,6.0
1381.658,5794.542,5794542.0,nan,-639.25,12.8806,12.8806,-639.25,1.8102,108.5158,1.0,0.7177,26.4622,1.6094,1.713,1381.6581,0.3084,-732.3799,nan,373.818,0.3477,0.3477,19010.9648,2.063,1.6094,1.6094,2.5902,1.0,1.0,0.9973,-1300.348,1.787,0.3477,6.0
1381.8104,5826.8003,5826800.5,nan,-639.25,12.884,12.884,-639.25,1.7507,108.0197,1.0,0.711,25.5683,1.6107,1.7115,1381.8104,0.3,-732.4658,nan,362.5847,0.3473,0.3473,19116.7988,2.065,1.613,1.613,2.6018,1.0,1.0,0.997,-1300.5005,0.818,0.3473,6.0
1381.9628,5924.8633,5924863.0,nan,-639.25,12.8869,12.8869,-639.25,1.7939,106.703,1.0,0.7042,25.4743,1.6329,1.7362,1381.9629,0.2958,-732.5516,nan,311.1956,0.3419,0.3419,19438.5273,2.0741,1.6366,1.6366,2.6783,1.0,1.0,0.9976,-1300.6528,0.861,0.3419,6.0
1382.1152,6069.8418,6069842.0,nan,-639.25,12.8855,12.8855,-639.25,1.8263,104.8333,1.0,0.6975,25.8267,1.6659,1.7688,1382.1152,0.2956,-732.6374,nan,250.0208,0.3336,0.3336,19914.1797,2.0877,1.6683,1.6683,2.7834,1.0,1.0,0.9988,-1300.8052,1.619,0.3336,6.0
1382.2676,6201.2466,6201246.5,nan,-639.25,12.8762,12.8762,-639.25,1.9274,103.186,1.0,0.6908,26.0219,1.6873,1.7883,1382.2676,0.2975,-732.7233,nan,209.5324,0.327,0.327,20345.2969,2.0994,1.6868,1.6868,2.8454,1.0,1.0,1.0,-1300.9576,2.451,0.327,6.0
1382.42,6247.8345,6247834.5,nan,-639.25,12.8701,12.8701,-639.25,1.9533,102.6308,1.0,0.6841,25.6122,1.6831,1.7887,1382.42,0.2985,-732.8091,nan,197.7971,0.3251,0.3251,20498.1445,2.1037,1.6835,1.6835,2.8343,1.0,1.0,1.0,-1301.11,2.847,0.3251,6.0
1382.5724,6209.0146,6209014.5,nan,-639.25,12.871,12.871,-639.25,1.9186,103.3142,1.0,0.6774,25.0938,1.689,1.8,1382.5724,0.2975,-732.8949,nan,193.2898,0.3242,0.3242,20370.7832,2.1046,1.6932,1.6932,2.867,1.0,1.0,0.9998,-1301.2625,2.97,0.3242,6.0
1382.7248,6140.4307,6140430.5,nan,-639.25,12.8767,12.8767,-639.25,1.9283,104.5445,1.0,0.6706,24.9817,1.7283,1.8382,1382.7249,0.2958,-732.9807,nan,181.8612,0.3226,0.3226,20145.7695,2.1061,1.7325,1.7325,3.0017,1.0,1.0,0.9989,-1301.4148,3.403,0.3226,6.0
1382.8772,6087.4536,6087453.5,nan,-639.25,12.8812,12.8812,-639.25,1.9557,105.4799,1.0,0.6639,24.0785,1.7642,1.8693,1382.8772,0.2947,-733.0666,nan,176.0839,0.3222,0.3222,19971.9609,2.1066,1.7624,1.7624,3.1061,1.0,1.0,0.9981,-1301.5673,3.661,0.3222,6.0
1383.0296,6059.9746,6059975.0,nan,-639.25,12.8786,12.8786,-639.25,1.9693,105.9074,1.0,0.6572,22.4316,1.7458,1.8518,1383.0297,0.2946,-733.1524,nan,183.549,0.3238,0.3238,19881.8066,2.1056,1.7402,1.7402,3.0284,1.0,1.0,0.9979,-1301.7196,3.604,0.3238,6.0
1383.182,6048.5356,6048535.5,nan,-639.25,12.8661,12.8661,-639.25,1.8805,106.0406,1.0,0.6505,21.4243,1.6959,1.8038,1383.182,0.2961,-733.2382,nan,196.2192,0.3256,0.3256,19844.2773,2.1043,1.6933,1.6933,2.8672,1.0,1.0,0.9981,-1301.8721,3.587,0.3256,6.0
1383.3344,6043.6621,6043662.0,nan,-639.25,12.8566,12.8566,-639.25,1.8139,106.0329,1.0,0.6438,21.0918,1.6743,1.7803,1383.3345,0.3004,-733.3241,nan,203.9296,0.3265,0.3265,19828.2871,2.1024,1.6765,1.6765,2.8107,1.0,1.0,0.9985,-1302.0244,3.954,0.3265,6.0
1383.4868,6050.3647,6050365.0,nan,-639.25,12.8604,12.8604,-639.25,1.8141,105.8731,1.0,0.637,21.3106,1.6952,1.7956,1383.4868,0.3065,-733.4099,nan,200.5994,0.3256,0.3256,19850.2773,2.1016,1.6986,1.6986,2.8851,1.0,1.0,0.9989,-1302.1769,4.688,0.3256,6.0
1383.6392,6064.5176,6064517.5,nan,-639.25,12.872,12.872,-639.25,1.8807,105.6335,1.0,0.6303,22.0346,1.7245,1.8177,1383.6393,0.3109,-733.4957,nan,194.5688,0.3244,0.3244,19896.7109,2.1018,1.7244,1.7244,2.9735,1.0,1.0,0.9995,-1302.3292,5.249,0.3244,6.0
1383.7916,6075.6196,6075620.0,nan,-639.25,12.8754,12.8754,-639.25,1.8996,105.4009,1.0,0.6236,22.5468,1.7212,1.8112,1383.7916,0.3123,-733.5816,nan,198.2482,0.3247,0.3247,19933.1367,2.101,1.7169,1.7169,2.9479,1.0,1.0,1.0,-1302.4817,5.268,0.3247,6.0
1383.944,6082.4038,6082403.5,nan,-639.25,12.8726,12.8726,-639.25,1.8393,105.2538,1.0,0.6169,22.0865,1.6827,1.7765,1383.9441,0.3131,-733.6674,nan,207.7529,0.326,0.326,19955.3926,2.1004,1.6796,1.6796,2.8212,1.0,1.0,0.9999,-1302.634,5.17,0.326,6.0
1384.0964,6068.0737,6068073.5,nan,-639.25,12.867,12.867,-639.25,1.7326,105.3803,1.0,0.6102,21.1972,1.6572,1.7518,1384.0964,0.3169,-733.7532,nan,219.8414,0.3279,0.3279,19908.3789,2.0979,1.66,1.66,2.7555,1.0,1.0,1.0,-1302.7864,5.427,0.3279,6.0
1384.2488,6014.2173,6014217.0,nan,-639.25,12.8574,12.8574,-639.25,1.7284,105.9018,1.0,0.6034,20.8969,1.6856,1.7761,1384.2488,0.3253,-733.8391,nan,241.5429,0.3313,0.3313,19731.6836,2.0896,1.6941,1.6941,2.87,1.0,1.0,1.0,-1302.9388,6.042,0.3313,6.0
1384.4012,5942.9082,5942908.0,nan,-639.25,12.8517,12.8517,-639.25,1.8066,106.6545,1.0,0.5967,20.9343,1.7654,1.8478,1384.4012,0.3344,-733.9249,nan,266.4704,0.3342,0.3342,19497.7305,2.0795,1.7763,1.7763,3.1552,0.9968,0.9968,0.9991,-1303.0912,6.736,0.3332,6.0
1384.5536,5905.1758,5905176.0,nan,-639.25,12.8542,12.8542,-639.25,1.9513,107.1852,1.0,0.59,20.8611,1.8638,1.931,1384.5536,0.337,-734.0107,nan,264.4868,0.3347,0.3347,19373.9375,2.0766,1.8695,1.8695,3.495,0.9788,0.9788,0.9952,-1303.2437,6.978,0.3275,6.0
1384.706,5925.7363,5925736.5,nan,-639.25,12.8574,12.8574,-639.25,2.074,107.0196,1.0,0.5833,20.6973,1.9112,1.967,1384.7061,0.3295,-734.0966,nan,242.1036,0.3325,0.3325,19441.3926,2.0806,1.9065,1.9065,3.6349,0.975,0.975,0.9939,-1303.396,6.326,0.3242,6.0
1384.8584,6002.4165,6002416.5,nan,-639.25,12.8568,12.8568,-639.25,2.0536,106.2298,1.0,0.5766,20.5736,1.8664,1.9273,1384.8584,0.3154,-734.1824,nan,205.2041,0.3269,0.3269,19692.9688,2.092,1.8587,1.8587,3.4547,0.998,0.998,0.9981,-1303.5485,5.504,0.3262,6.0
1385.0108,6101.4937,6101494.0,nan,-639.25,12.8534,12.8534,-639.25,1.8783,105.2816,1.0,0.5698,20.4525,1.7963,1.8638,1385.0109,0.3081,-734.2682,nan,166.5783,0.3202,0.3202,20018.0254,2.1075,1.7909,1.7909,3.2073,1.0,1.0,0.9991,-1303.7008,5.5,0.3202,6.0
1385.1632,6177.7485,6177748.5,nan,-639.25,12.8447,12.8447,-639.25,1.7749,104.4498,1.0,0.5631,21.0007,1.7474,1.8176,1385.1632,0.3036,-734.3541,nan,151.1325,0.3161,0.3161,20268.2031,2.117,1.7447,1.7447,3.0439,1.0,1.0,0.9996,-1303.8533,5.263,0.3161,6.0
1385.3156,6234.6699,6234670.0,nan,-639.25,12.8386,12.8386,-639.25,1.6989,103.769,1.0,0.5564,23.2312,1.7233,1.7944,1385.3157,0.2928,-734.4399,nan,141.5979,0.3138,0.3138,20454.9531,2.1226,1.7229,1.7229,2.9686,1.0,1.0,0.9995,-1304.0056,4.161,0.3138,6.0
1385.468,6274.5117,6274511.5,nan,-639.25,12.8236,12.8236,-639.25,1.71,103.3515,1.0,0.5497,26.3855,1.7208,1.7909,1385.468,0.2861,-734.5258,nan,130.5348,0.3107,0.3107,20585.668,2.1276,1.7222,1.7222,2.9661,1.0,1.0,0.9994,-1304.1581,3.724,0.3107,6.0
1385.6204,6275.2764,6275276.0,nan,-639.25,12.7989,12.7989,-639.25,1.729,103.386,1.0,0.543,28.59,1.735,1.8037,1385.6205,0.2864,-734.6116,nan,125.6835,0.3091,0.3091,20588.1758,2.1285,1.7384,1.7384,3.022,1.0,1.0,0.9998,-1304.3104,4.003,0.3091,6.0
1385.7728,6248.6768,6248676.5,nan,-639.25,12.7908,12.7908,-639.25,1.7856,103.7583,1.0,0.5362,29.1558,1.7666,1.8325,1385.7728,0.291,-734.6974,nan,123.9633,0.3087,0.3087,20500.9082,2.1271,1.7697,1.7697,3.1318,1.0,1.0,0.9999,-1304.4629,4.694,0.3087,6.0
1385.9252,6218.8896,6218890.0,nan,-639.25,12.7889,12.7889,-639.25,1.8467,104.1039,1.0,0.5295,28.2132,1.7921,1.8508,1385.9253,0.2964,-734.7833,nan,128.2228,0.3101,0.3101,20403.1816,2.1241,1.7899,1.7899,3.2038,1.0,1.0,0.9998,-1304.6152,5.191,0.3101,6.0
1386.0776,6201.3071,6201307.5,nan,-639.25,12.7768,12.7768,-639.25,1.869,104.0923,1.0,0.5228,26.5014,1.7696,1.8246,1386.0776,0.2991,-734.8691,nan,146.7261,0.3146,0.3146,20345.4961,2.1178,1.763,1.763,3.1082,1.0,1.0,1.0,-1304.7676,4.812,0.3146,6.0
1386.23,6211.7612,6211761.0,nan,-639.25,12.7731,12.7731,-639.25,1.7796,103.6684,1.0,0.5161,25.0753,1.7087,1.7655,1386.23,0.2989,-734.955,nan,169.3015,0.3191,0.3191,20379.793,2.1127,1.7027,1.7027,2.8993,1.0,1.0,1.0,-1304.92,3.992,0.3191,6.0
1386.3824,6243.8979,6243898.0,nan,-639.25,12.7793,12.7793,-639.25,1.6624,103.0904,1.0,0.5094,24.7848,1.6545,1.7131,1386.3824,0.2985,-735.0408,nan,180.837,0.321,0.321,20485.2285,2.1118,1.6515,1.6515,2.7274,1.0,1.0,1.0,-1305.0724,3.623,0.321,6.0
1386.5348,6284.5464,6284546.0,nan,-639.25,12.7512,12.7512,-639.25,1.5854,102.54,1.0,0.5026,25.3398,1.6273,1.6881,1386.5348,0.3004,-735.1266,nan,180.0622,0.3213,0.3213,20618.5898,2.1142,1.6264,1.6264,2.645,1.0,1.0,1.0,-1305.2249,4.183,0.3213,6.0
1386.6872,6322.9878,6322988.0,nan,-639.25,12.6854,12.6854,-639.25,1.5748,102.0183,1.0,0.4959,25.0858,1.619,1.6828,1386.6873,0.3036,-735.2125,nan,177.7179,0.3217,0.3217,20744.7109,2.1163,1.619,1.619,2.621,1.0,1.0,1.0,-1305.3772,4.835,0.3217,6.0
