DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,DEPTH_1,NPHI,ONE-WAYTIME1,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,SP,SUWI_MODELLING,TDVSS,ZLT
1429.8936,34319.0391,34319040.0,nan,9.4252,9.4252,20.73,0.0,0.0,58.6866,3.5149,3.5206,1429.8936,0.4077,-649.9477,0.0,112595.2734,2.3341,3.5149,3.5941,1.0,-1347.0836,6.0
1430.046,31669.8027,31669804.0,nan,9.3659,9.3659,21.775,0.0,0.0,55.6322,3.4381,3.4635,1430.046,0.4812,-650.0212,0.0,103903.5547,2.2625,3.4381,4.0233,1.0,-1347.236,6.0
1430.1984,27837.6504,27837650.0,nan,9.3388,9.3388,23.601,0.0,0.0,52.8211,3.3629,3.4499,1430.1984,0.5348,-650.0948,0.0,91330.875,2.1555,3.3629,4.0812,1.0,-1347.3884,6.0
1430.3508,23580.3535,23580354.0,nan,9.3615,9.3615,26.7478,0.0,0.0,52.4091,3.2893,3.435,1430.3508,0.551,-650.1683,0.0,77363.3672,2.0693,3.2893,4.2302,1.0,-1347.5408,6.0
1430.5032,18813.7539,18813754.0,nan,9.4452,9.4452,32.5687,0.0,0.0,54.8248,3.2174,3.4205,1430.5032,0.5254,-650.2418,0.0,61724.9141,2.0103,3.2174,4.4062,1.0,-1347.6932,6.0
1430.6556,15612.2217,15612222.0,nan,9.6023,9.6023,38.8511,0.0,0.0,58.7268,3.147,3.4062,1430.6556,0.467,-650.3154,0.0,51221.1992,1.99,3.147,4.4809,1.0,-1347.8456,6.0
1430.808,15413.5215,15413521.0,nan,9.7823,9.7823,40.313,0.0,0.0,61.6728,3.0863,3.3839,1430.808,0.4174,-650.3889,0.0,50569.293,2.0386,3.0863,4.8314,1.0,-1347.9979,6.0
1430.9604,16999.8906,16999890.0,nan,9.8934,9.8934,39.0021,0.0,0.0,60.8226,3.0248,3.3875,1430.9603,0.3832,-650.4624,0.0,55773.9219,2.1753,3.0248,5.62,1.0,-1348.1504,6.0
1431.1128,22790.9355,22790936.0,nan,9.8097,9.8097,32.0622,0.0,0.0,54.97,2.9587,3.3914,1431.1128,0.3676,-650.5359,0.0,74773.4062,2.3974,2.9587,5.1282,1.0,-1348.3027,6.0
1431.2653,29543.0,29543000.0,nan,9.6219,9.6219,24.5043,0.0,0.0,48.1551,2.8939,3.3954,1431.2653,0.3477,-650.6096,0.0,96925.8516,2.3751,2.8939,4.8734,1.0,-1348.4553,6.0
1431.4176,25050.6738,25050674.0,nan,9.5375,9.5375,19.3339,0.0,0.0,43.5247,2.8307,3.3995,1431.4176,0.3239,-650.683,0.0,82187.25,1.589,2.8307,4.3802,1.0,-1348.6075,6.0
1431.5701,21601.2441,21601244.0,nan,9.5341,9.5341,12.7035,0.0,0.0,43.3018,2.7689,2.9339,1431.5701,0.3147,-650.7566,0.0,70870.2266,0.9003,2.7689,4.1849,1.0,-1348.7601,6.0
1431.7224,74359.6328,74359640.0,nan,9.4803,9.4803,5.2377,0.0,0.0,48.4199,2.7247,2.8149,1431.7224,0.3134,-650.8301,0.0,243962.0625,1.2778,2.7247,3.8376,1.0,-1348.9124,6.0
1432.1796,234550.4844,234550480.0,nan,9.4962,9.4962,3.4012,0.0,0.0,63.1075,3.0148,2.8804,1432.1796,0.3747,-651.0507,0.0,769522.5625,2.6173,3.0148,2.2239,1.0,-1349.3696,6.0
1432.332,88246.0781,88246080.0,nan,9.5039,9.5039,8.6833,0.0,0.0,58.6684,3.1098,3.0342,1432.332,0.4161,-651.1242,0.0,289521.25,2.514,3.1098,2.1419,1.0,-1349.522,6.0
1432.4844,49121.1133,49121112.0,nan,9.4532,9.4532,14.657,0.0,0.0,51.0322,3.2162,3.2034,1432.4844,0.4823,-651.1978,0.0,161158.5,2.3621,3.2162,2.1295,1.0,-1349.6744,7.0
1432.6368,31101.8887,31101890.0,nan,9.3917,9.3917,20.7761,0.0,0.0,42.1808,3.7345,3.4923,1432.6368,0.5741,-651.2712,0.0,102040.3203,2.12,3.7345,1.7903,1.0,-1349.8268,7.0
1432.7892,18392.8867,18392886.0,nan,9.3368,9.3368,30.3907,3.0,0.0,32.3093,4.3788,3.8771,1432.7892,0.6598,-651.3448,0.0,60344.1133,1.8339,4.3788,1.9019,1.0,-1349.9791,7.0
1432.9417,12286.8711,12286871.0,nan,9.3058,9.3058,38.6046,3.0,0.0,25.2029,4.9797,6.0643,1432.9417,0.7396,-651.4184,0.0,40311.2578,1.5562,4.9797,2.038,1.0,-1350.1317,7.0
1433.094,9030.8037,9030804.0,nan,9.3016,9.3016,45.7193,3.0,0.0,20.1074,5.7531,8.8547,1433.094,0.8071,-651.4919,0.0,29628.6211,1.3546,5.7531,2.1843,1.0,-1350.2839,7.0
1433.2465,7870.8613,7870861.5,nan,9.3066,9.3066,49.9128,3.0,0.0,19.529,6.6571,10.0688,1433.2465,0.8195,-651.5654,0.0,25823.0352,1.2889,6.6571,2.3929,1.0,-1350.4365,7.0
1433.3988,8085.23,8085230.0,nan,9.3125,9.3125,51.2057,3.0,0.0,23.2064,7.3941,9.6296,1433.3988,0.7549,-651.6389,0.0,26526.3457,1.3583,7.3941,2.5066,1.0,-1350.5887,7.0
1433.5513,9103.3145,9103314.0,nan,9.3324,9.3324,49.594,3.0,0.0,32.6692,6.2717,9.3008,1433.5513,0.6669,-651.7125,0.0,29866.5176,1.4812,6.2717,2.6655,1.0,-1350.7413,7.0
1433.7036,10687.2764,10687277.0,nan,9.3803,9.3803,45.8058,3.0,0.0,43.6955,5.4882,8.1371,1433.7036,0.5828,-651.7859,0.0,35063.2422,1.6061,5.4882,2.6782,1.0,-1350.8936,7.0
1433.856,12516.3223,12516322.0,nan,9.4386,9.4386,42.0319,3.0,0.0,54.6392,4.8045,5.7983,1433.856,0.5045,-651.8595,0.0,41064.0508,1.726,4.8045,2.1984,1.0,-1351.046,7.0
1434.0084,13792.4941,13792494.0,nan,9.4933,9.4933,39.966,3.0,0.0,64.9488,4.2448,4.7986,1434.0084,0.4477,-651.933,0.0,45250.9648,1.8085,4.2448,2.5713,1.0,-1351.1984,7.0
1434.1608,17140.6992,17140700.0,nan,9.5481,9.5481,34.2397,3.0,0.0,67.7181,3.7823,3.9749,1434.1608,0.4143,-652.0066,0.0,56235.8906,1.9255,3.7823,2.3909,1.0,-1351.3508,7.0
1434.3132,23429.4004,23429402.0,nan,9.6159,9.6159,28.2718,3.0,0.0,65.5971,3.3702,3.4483,1434.3132,0.3892,-652.0801,0.0,76868.1172,2.1732,3.3702,2.2669,1.0,-1351.5032,7.0
1434.4656,32051.3809,32051382.0,nan,9.6808,9.6808,22.3802,3.0,0.0,63.8102,3.003,3.0357,1434.4656,0.3683,-652.1536,0.0,105155.4531,2.3534,3.003,2.0959,1.0,-1351.6556,7.0
1434.618,50769.9414,50769940.0,nan,9.7205,9.7205,14.8714,0.0,0.0,60.1572,2.6758,2.8022,1434.618,0.3509,-652.2272,0.0,166568.0469,2.4771,2.6758,1.9676,1.0,-1351.808,7.0
1434.7704,96188.875,96188872.0,nan,9.7223,9.7223,8.0512,0.0,0.0,58.106,2.5335,2.6224,1434.7704,0.3422,-652.3007,0.0,315580.3125,2.5408,2.5335,1.9899,1.0,-1351.9603,8.0
1434.9229,122405.9609,122405960.0,nan,9.7312,9.7312,6.1592,0.0,0.0,58.8936,2.4558,2.5321,1434.9229,0.3626,-652.3743,0.0,401594.3438,2.4735,2.4558,2.0567,1.0,-1352.1129,8.0
1435.0752,73258.9688,73258968.0,nan,9.9157,9.9157,9.8818,0.0,0.0,62.4133,2.3802,2.5312,1435.0752,0.3897,-652.4478,0.0,240350.9531,2.3751,2.3802,2.1466,1.0,-1352.2651,8.0
1435.2277,48934.2578,48934256.0,nan,10.2439,10.2439,14.1966,0.0,0.0,66.6516,2.3073,2.5321,1435.2277,0.3942,-652.5214,0.0,160545.4688,2.2792,2.3073,1.9557,1.0,-1352.4177,8.0
1435.38,37804.4336,37804432.0,nan,10.5629,10.5629,18.1754,0.0,0.0,67.8645,2.2463,2.5324,1435.38,0.4179,-652.5948,0.0,124030.2891,2.2543,2.2463,1.5368,1.0,-1352.5699,8.0
1435.5325,35330.8086,35330808.0,nan,10.6141,10.6141,20.3736,0.0,0.0,64.8304,2.2952,2.5315,1435.5325,0.3977,-652.6684,0.0,115914.7188,2.3616,2.2952,1.0605,1.0,-1352.7225,8.0
1435.6848,38528.5234,38528524.0,nan,10.2683,10.2683,19.6312,0.0,0.0,60.1423,2.3487,2.5507,1435.6848,0.3707,-652.7419,0.0,126405.9141,2.4815,2.3487,0.6251,1.0,-1352.8748,8.0
1435.8372,70106.75,70106752.0,nan,9.9394,9.9394,11.2926,0.0,0.0,56.9933,2.4034,2.5769,1435.8372,0.3436,-652.8154,0.0,230009.0312,2.5974,2.4034,0.2796,1.0,-1353.0272,8.0
1435.9896,87265.1562,87265160.0,nan,9.8177,9.8177,9.3422,0.0,0.0,56.8114,2.4593,2.6033,1435.9896,0.324,-652.8889,0.0,286303.0,2.6747,2.4593,0.7733,1.0,-1353.1796,8.0
1436.142,63723.0273,63723028.0,nan,9.8623,9.8623,12.6243,0.0,0.0,58.8296,2.5203,2.6636,1436.142,0.3248,-652.9625,0.0,209065.0469,2.6393,2.5203,1.0885,1.0,-1353.332,8.0
1436.2944,53109.7031,53109704.0,nan,9.9315,9.9315,14.7471,0.0,0.0,60.2116,2.5816,2.7043,1436.2944,0.3508,-653.036,0.0,174244.4375,2.5696,2.5816,1.2134,1.0,-1353.4844,8.0
1436.4468,55801.8672,55801868.0,nan,10.0135,10.0135,13.8226,0.0,0.0,59.0013,2.6491,2.7611,1436.4468,0.3722,-653.1096,0.0,183076.9844,2.5306,2.6491,0.9429,1.0,-1353.6368,8.0
1436.5992,62063.3477,62063348.0,nan,10.0877,10.0877,12.7075,0.0,0.0,54.3902,2.7018,2.8192,1436.5992,0.3834,-653.183,0.0,203619.9062,2.5875,2.7018,0.495,1.0,-1353.7892,8.0
1436.7516,66297.7578,66297756.0,nan,10.0749,10.0749,12.2508,0.0,0.0,49.2627,2.5994,2.8672,1436.7516,0.3818,-653.2566,0.0,217512.3281,2.6647,2.5994,0.4108,1.0,-1353.9415,8.0
1436.9041,67976.2656,67976264.0,nan,9.9108,9.9108,11.9891,0.0,0.0,45.8551,2.4966,2.7612,1436.9041,0.3701,-653.3302,0.0,223019.2344,2.6738,2.4966,0.5814,1.0,-1354.0941,8.0
1437.0564,67742.3594,67742360.0,nan,9.7726,9.7726,11.6251,0.0,0.0,46.1984,2.5028,2.6471,1437.0564,0.3458,-653.4036,0.0,222251.8438,2.5837,2.5028,0.7561,1.0,-1354.2463,8.0
1437.2089,61826.332,61826332.0,nan,9.9776,9.9776,12.3421,0.0,0.0,48.8589,2.5096,2.5673,1437.2089,0.3305,-653.4772,0.0,202842.2969,2.5035,2.5096,0.9315,1.0,-1354.3989,8.0
1437.3612,51987.6875,51987688.0,nan,10.6338,10.6338,14.3073,0.0,0.0,55.3652,2.5165,2.5673,1437.3612,0.3437,-653.5507,0.0,170563.2812,2.4403,2.5165,1.1032,1.0,-1354.5511,8.0
1437.5137,47193.1719,47193172.0,nan,10.8532,10.8532,15.5238,0.0,0.0,61.7056,2.5555,2.5726,1437.5137,0.3627,-653.6243,0.0,154833.2344,2.4036,2.5555,1.1738,1.0,-1354.7037,8.0
1437.666,48798.9102,48798912.0,nan,10.4274,10.4274,14.988,0.0,0.0,66.7682,2.6093,2.5857,1437.666,0.38,-653.6978,0.0,160101.4219,2.3996,2.6093,0.9445,1.0,-1354.856,8.0
1437.8184,56568.9297,56568928.0,nan,9.9359,9.9359,13.1761,0.0,0.0,68.9351,2.6651,2.5989,1437.8184,0.398,-653.7713,0.0,185593.6094,2.4454,2.6651,0.7168,1.0,-1355.0084,8.0
1437.9708,70012.1953,70012192.0,nan,9.5651,9.5651,10.7863,0.0,0.0,67.2588,2.722,2.6636,1437.9708,0.4005,-653.8448,0.0,229698.7969,2.4776,2.722,0.2634,1.0,-1355.1608,8.0
1438.1232,79851.4297,79851424.0,nan,9.4492,9.4492,9.3679,0.0,0.0,63.9892,2.7802,2.7508,1438.1232,0.3982,-653.9184,0.0,261979.75,2.4542,2.7802,-0.1924,1.0,-1355.3132,8.0
1438.2756,63434.832,63434832.0,nan,9.4654,9.4654,11.2642,0.0,0.0,59.5867,2.8278,2.8457,1438.2756,0.4117,-653.9919,0.0,208119.5312,2.3443,2.8278,-0.673,1.0,-1355.4656,8.0
1438.428,43268.4336,43268432.0,nan,9.4817,9.4817,15.3751,0.0,0.0,56.1103,2.7941,3.0074,1438.428,0.434,-654.0654,0.0648,141956.7969,2.1826,2.7941,-1.536,0.9648,-1355.618,8.0
1438.5804,31586.2344,31586236.0,nan,9.4971,9.4971,19.7058,4.0,0.0,53.7826,2.7362,3.2317,1438.5803,0.4236,-654.139,0.1279,103629.3828,2.0421,2.7362,-2.4541,0.9344,-1355.7704,8.0
1438.7328,27452.502,27452502.0,nan,9.5053,9.5053,22.2245,4.0,0.0,53.4325,2.6795,2.9759,1438.7328,0.3899,-654.2125,0.1266,90067.2656,2.0017,2.6795,-3.3505,0.9428,-1355.9227,8.0
1438.8853,28510.9941,28510994.0,nan,9.5007,9.5007,22.0697,4.0,0.0,55.3572,2.6239,2.8019,1438.8853,0.362,-654.2861,0.1252,93540.0078,2.0644,2.6239,-4.2812,0.9513,-1356.0753,8.0
1439.0376,34681.3516,34681352.0,nan,9.5012,9.5012,19.3551,4.0,0.0,57.0072,2.5696,2.7635,1439.0376,0.3372,-654.3596,0.1239,113783.9609,2.2023,2.5696,-5.1967,0.9598,-1356.2275,8.0
1439.1901,48264.5273,48264528.0,nan,9.5171,9.5171,15.0889,4.0,0.0,58.0042,2.5161,2.6455,1439.1901,0.3246,-654.4331,0.1226,158348.1875,2.3893,2.5161,-6.1239,0.9683,-1356.3801,8.0
1439.3424,65897.9219,65897920.0,nan,9.5261,9.5261,11.5416,4.0,0.0,57.2145,2.4637,2.5171,1439.3424,0.3164,-654.5066,0.1211,216200.5312,2.4953,2.4637,-6.6401,0.9776,-1356.5323,8.0
1439.4949,85078.6094,85078608.0,nan,9.5244,9.5244,8.9034,4.0,0.0,55.348,2.3963,2.4255,1439.4949,0.3199,-654.5802,0.12,279129.3125,2.4852,2.3963,-7.1188,0.9849,-1356.6849,8.0
1439.6472,104322.5469,104322544.0,nan,9.5122,9.5122,7.2061,4.0,0.0,53.0166,2.4109,2.4088,1439.6472,0.3293,-654.6537,0.1199,342265.5625,2.4664,2.4109,-7.3083,0.9855,-1356.8372,8.0
1439.7996,130450.2422,130450240.0,nan,9.502,9.502,5.7135,4.0,0.0,49.7834,2.4346,2.4293,1439.7996,0.337,-654.7272,0.1205,427986.375,2.4453,2.4346,-7.5188,0.9819,-1356.9896,8.0
1439.952,168642.1719,168642176.0,nan,9.4827,9.4827,4.3903,4.0,0.0,45.9863,2.4585,2.5039,1439.952,0.3402,-654.8007,0.1211,553287.9375,2.4291,2.4585,-7.4866,0.9779,-1357.142,8.0
1440.1044,212209.375,212209376.0,nan,9.4232,9.4232,3.4914,4.0,0.0,45.1594,2.4824,2.5758,1440.1044,0.341,-654.8743,0.1217,696225.0,2.4308,2.4824,-7.2525,0.9739,-1357.2944,8.0
1440.2568,287663.7188,287663744.0,nan,9.3114,9.3114,2.5951,4.0,0.0,43.881,2.5065,2.6497,1440.2568,0.3398,-654.9478,0.1223,943778.625,2.4492,2.5065,-7.0374,0.9699,-1357.4468,8.0
1440.4092,452415.7188,452415712.0,nan,9.1832,9.1832,1.6628,4.0,0.0,45.9775,2.5309,2.7259,1440.4092,0.3364,-655.0213,0.123,1484303.5,2.4681,2.5309,-6.9091,0.966,-1357.5992,8.0
1440.5616,916947.625,916947648.0,nan,9.0859,9.0859,0.8255,4.0,0.0,48.75,2.5555,2.8443,1440.5615,0.3311,-655.0948,0.1232,3008358.25,2.4834,2.5555,-6.9583,0.9645,-1357.7516,8.0
1440.714,1061707.25,1061707264.0,nan,9.0844,9.0844,0.7122,4.0,0.0,51.6281,2.5185,2.815,1440.714,0.3244,-655.1684,0.1226,3483291.5,2.4808,2.5185,-6.9592,0.968,-1357.9039,8.0
1440.8665,399370.1562,399370144.0,nan,9.1608,9.1608,1.8774,4.0,0.0,51.908,2.4822,2.7129,1440.8665,0.3148,-655.2419,0.1217,1310269.5,2.4599,2.4822,-6.8296,0.9739,-1358.0565,8.0
1441.0188,203698.7969,203698784.0,nan,9.2371,9.2371,3.6461,4.0,0.0,51.4036,2.4463,2.6147,1441.0188,0.3029,-655.3154,0.1207,668303.125,2.4367,2.4463,-6.2842,0.9799,-1358.2087,8.0
1441.1713,136198.875,136198864.0,nan,9.3134,9.3134,5.407,4.0,0.0,50.9841,2.4109,2.5438,1441.1713,0.2906,-655.389,0.1198,446846.6875,2.4161,2.4109,-5.8295,0.9859,-1358.3613,8.0
1441.3236,109740.2344,109740232.0,nan,9.3809,9.3809,6.6762,4.0,0.0,50.3158,2.376,2.4745,1441.3236,0.281,-655.4625,0.1189,360040.125,2.4037,2.376,-5.0733,0.9919,-1358.5135,8.0
1441.4761,100727.8438,100727840.0,nan,9.4024,9.4024,7.2575,0.0,0.0,49.6914,2.3417,2.4903,1441.4761,0.2814,-655.5361,0.1179,330471.9062,2.3984,2.3417,-4.2302,0.998,-1358.6661,8.0
1441.6284,100311.4375,100311432.0,nan,9.3484,9.3484,7.2934,0.0,0.0,48.0707,2.3079,2.5158,1441.6284,0.29,-655.6096,0.117,329105.75,2.4003,2.3079,-3.7364,1.0041,-1358.8184,8.0
1441.7808,111011.1016,111011104.0,nan,9.2556,9.2556,6.6448,0.0,0.0,45.6221,2.2745,2.5555,1441.7808,0.2991,-655.6831,0.1162,364209.6562,2.4201,2.2745,-3.3969,1.0097,-1358.9708,8.0
1441.9332,134455.5938,134455600.0,nan,9.1706,9.1706,5.5603,0.0,0.0,44.5583,2.2525,2.546,1441.9332,0.3071,-655.7567,0.1156,441127.2812,2.4528,2.2525,-3.1,1.0137,-1359.1232,8.0
1442.0856,160151.5625,160151568.0,nan,9.1257,9.1257,4.7323,0.0,0.0,46.1938,2.2432,2.5256,1442.0856,0.3117,-655.8301,0.0572,525431.625,2.4865,2.2432,-2.6757,1.0075,-1359.2756,8.0
1442.238,201661.0625,201661072.0,nan,9.133,9.133,3.8093,0.0,0.0,48.5043,2.2338,2.5054,1442.238,0.3132,-655.9037,0.0,661617.6875,2.5203,2.2338,-2.4413,1.0,-1359.428,8.0
1442.3904,230125.8438,230125856.0,nan,9.1453,9.1453,3.3809,0.0,0.0,52.9497,2.2245,2.4853,1442.3904,0.315,-655.9772,0.0,755006.0625,2.5526,2.2245,-2.1015,1.0,-1359.5803,8.0
1442.5428,233872.4375,233872448.0,nan,9.1476,9.1476,3.3631,0.0,0.0,56.2597,2.2153,2.4654,1442.5427,0.3208,-656.0508,0.0,767298.0625,2.5805,2.2153,-1.6934,1.0,-1359.7328,8.0
1442.6952,236404.0312,236404032.0,nan,9.1538,9.1538,3.3579,0.0,0.0,57.149,2.2061,2.4631,1442.6952,0.3298,-656.1243,0.0,775603.8125,2.6044,2.2061,-1.3106,1.0,-1359.8851,8.0
1442.8477,241533.375,241533376.0,nan,9.1637,9.1637,3.3141,0.0,0.0,56.7494,2.1969,2.4631,1442.8477,0.3377,-656.1979,0.0,792432.3125,2.6262,2.1969,-1.0402,1.0,-1360.0377,8.0
1443.0,254922.2344,254922224.0,nan,9.179,9.179,3.1618,0.0,0.0,55.6576,2.1878,2.4631,1443.0,0.3408,-656.2714,0.0,836359.0,2.6444,2.1878,-0.8762,1.0,-1360.1899,8.0
1443.1525,269438.8125,269438816.0,nan,9.1954,9.1954,3.0048,0.0,0.0,54.2024,2.1787,2.4631,1443.1525,0.3392,-656.3449,0.0,883985.5625,2.6562,2.1787,-0.7702,1.0,-1360.3425,8.0
1443.3048,288296.4688,288296480.0,nan,9.2025,9.2025,2.8091,0.0,0.0,54.3185,2.1697,2.4631,1443.3048,0.3331,-656.4184,0.0,945854.625,2.657,2.1697,-0.7786,1.0,-1360.4948,8.0
1443.4572,278769.5625,278769568.0,nan,9.1942,9.1942,2.8969,0.0,0.0,56.3345,2.1607,2.4728,1443.4572,0.3225,-656.4919,0.0,914598.375,2.6495,2.1607,-0.7869,1.0,-1360.6472,8.0
1443.6096,255557.6406,255557648.0,nan,9.1706,9.1706,3.1537,0.0,0.0,57.6722,2.1517,2.4838,1443.6096,0.3139,-656.5655,0.0,838443.6875,2.6442,2.1517,-0.67,1.0,-1360.7996,8.0
1443.762,290059.9375,290059936.0,nan,9.1441,9.1441,2.7833,0.0,0.0,57.9709,2.1428,2.4974,1443.762,0.3163,-656.639,0.0,951640.1875,2.6487,2.1428,-0.4357,1.0,-1360.952,8.0
1443.9144,443227.1562,443227136.0,nan,9.1248,9.1248,1.8269,0.0,0.0,57.9041,2.1339,2.4518,1443.9144,0.3246,-656.7125,0.0564,1454157.25,2.6566,2.1339,-0.1705,1.0191,-1361.1044,8.0
1444.0668,1138726.375,1138726400.0,nan,9.1133,9.1133,0.7132,0.0,0.0,56.037,2.125,2.4279,1444.0668,0.3338,-656.7861,0.1117,3735978.75,2.6645,2.125,-0.0871,1.0388,-1361.2568,8.0
1444.2192,773108.125,773108160.0,nan,9.1137,9.1137,1.0523,0.0,0.0,53.8615,2.1162,2.4036,1444.2192,0.3424,-656.8596,0.1115,2536444.0,2.6691,2.1162,-0.0612,1.0406,-1361.4092,8.0
1444.3716,541132.8125,541132800.0,nan,9.1358,9.1358,1.4998,0.0,0.0,52.0902,2.1074,2.385,1444.3716,0.3454,-656.9331,0.1112,1775370.0,2.6627,2.1074,0.0607,1.0424,-1361.5615,8.0
1444.524,359155.3438,359155360.0,nan,9.1678,9.1678,2.2447,0.0,0.0,50.6966,2.0966,2.352,1444.5239,0.3385,-657.0067,0.1113,1178331.25,2.645,2.0966,0.0237,1.0423,-1361.714,8.0
1444.6764,256699.3906,256699392.0,nan,9.2037,9.2037,3.1202,0.0,0.0,49.2238,2.1288,2.3305,1444.6764,0.3301,-657.0802,0.112,842189.625,2.6278,2.1288,-0.1154,1.0376,-1361.8663,8.0
1444.8289,201846.2031,201846208.0,nan,9.2469,9.2469,3.955,0.0,0.0,47.9118,2.1712,2.3305,1444.8289,0.3236,-657.1537,0.1132,662225.0625,2.6191,2.1712,-0.327,1.0297,-1362.0189,8.0
1444.9812,173323.2344,173323232.0,nan,9.3132,9.3132,4.5946,0.0,0.0,47.7172,2.2145,2.347,1444.9812,0.3231,-657.2272,0.1144,568645.75,2.6127,2.2145,-0.6315,1.0213,-1362.1711,8.0
1445.1337,162103.8281,162103824.0,nan,9.3896,9.3896,4.9,0.0,0.0,48.0095,2.2586,2.362,1445.1337,0.3282,-657.3008,0.1157,531836.6875,2.606,2.2586,-1.0086,1.0131,-1362.3237,8.0
1445.286,175641.375,175641376.0,nan,9.4417,9.4417,4.5055,0.0,0.0,49.261,2.3037,2.3741,1445.286,0.3323,-657.3743,0.117,576251.25,2.5963,2.3037,-1.3759,1.0047,-1362.476,8.0
1445.4384,209396.0781,209396080.0,nan,9.4707,9.4707,3.7501,0.0,0.0,51.4012,2.3523,2.4358,1445.4384,0.3312,-657.4478,0.1183,686995.0,2.5763,2.3523,-1.7387,0.9964,-1362.6284,8.0
1445.5908,247082.6719,247082672.0,nan,9.4749,9.4749,3.1395,0.0,0.0,52.5615,2.396,2.5205,1445.5908,0.326,-657.5214,0.1194,810638.6875,2.545,2.396,-2.0855,0.9889,-1362.7808,8.0
1445.7432,230834.9844,230834992.0,nan,9.4782,9.4782,3.3276,0.0,0.0,52.0733,2.4311,2.5863,1445.7432,0.3205,-657.5949,0.1204,757332.625,2.5201,2.4311,-2.3427,0.9823,-1362.9332,8.0
1445.8956,180340.5312,180340544.0,nan,9.497,9.497,4.2321,0.0,0.0,51.0402,2.4706,2.6613,1445.8956,0.317,-657.6685,0.1214,591668.4375,2.504,2.4706,-2.0822,0.9759,-1363.0856,8.0
1446.048,141610.1406,141610144.0,nan,9.5254,9.5254,5.3715,0.0,0.0,51.0699,2.5108,2.7386,1446.048,0.3209,-657.7419,0.1224,464600.1875,2.4956,2.5108,-1.588,0.9693,-1363.238,8.0
1446.2004,118997.9375,118997936.0,nan,9.5347,9.5347,6.4109,0.0,0.0,52.4837,2.5517,2.7891,1446.2004,0.3333,-657.8155,0.1235,390413.1875,2.5029,2.5517,-1.6852,0.9627,-1363.3904,8.0
1446.3528,101889.2188,101889224.0,nan,9.5504,9.5504,7.4826,0.0,0.0,54.4766,2.5932,2.8135,1446.3528,0.3534,-657.889,0.1245,334282.2188,2.5013,2.5932,-0.7215,0.9561,-1363.5427,8.0
1446.5052,75669.8359,75669832.0,nan,9.5992,9.5992,9.9891,0.0,0.0,56.9508,2.6353,2.8501,1446.5051,0.3887,-657.9626,0.1255,248260.6094,2.4799,2.6353,0.5569,0.9495,-1363.6952,8.0
1446.6576,56328.8125,56328812.0,nan,9.6557,9.6557,13.2972,0.0,0.0,58.6641,2.6782,2.8871,1446.6576,0.4249,-658.0361,0.1271,184805.8125,2.4574,2.6782,1.3815,0.9396,-1363.8475,8.0
1446.8101,47372.0469,47372048.0,nan,9.7203,9.7203,15.7322,0.0,0.0,59.0555,2.8149,2.9046,1446.8101,0.4414,-658.1097,0.1293,155420.0938,2.4451,2.8149,2.0248,0.9263,-1364.0001,8.0
1446.9624,42069.0664,42069068.0,nan,9.8151,9.8151,17.8037,0.0,0.0,57.4979,2.8626,2.9601,1446.9624,0.4459,-658.1832,0.1309,138021.875,2.4573,2.8626,2.9978,0.916,-1364.1523,8.0
1447.1149,45892.1055,45892104.0,nan,9.9039,9.9039,16.559,0.0,0.0,54.0046,2.9242,3.0168,1447.1149,0.4455,-658.2567,0.1322,150564.6562,2.4932,2.9242,3.0583,0.908,-1364.3049,8.0
1447.2672,55519.6836,55519684.0,nan,9.9744,9.9744,13.9774,0.0,0.0,51.3512,2.9871,3.0745,1447.2672,0.4401,-658.3302,0.1336,182151.1875,2.546,2.9871,3.0942,0.8996,-1364.4572,8.0
1447.4196,68979.0703,68979072.0,nan,10.0452,10.0452,11.3937,0.0,0.0,52.8716,3.0513,3.1332,1447.4196,0.43,-658.4037,0.0666,226309.2812,2.5785,3.0513,3.0418,0.9481,-1364.6096,8.0
1447.572,83921.5938,83921592.0,nan,9.9963,9.9963,9.2931,0.0,0.0,59.3147,3.1169,3.1931,1447.572,0.4131,-658.4773,0.0,275333.3125,2.5587,3.1169,3.1386,1.0,-1364.762,8.0
1447.7244,79339.4375,79339440.0,nan,9.7695,9.7695,9.6869,0.0,0.0,70.6046,3.1871,3.2464,1447.7244,0.3924,-658.5508,0.0,260300.0,2.5215,3.1871,3.1581,1.0,-1364.9144,8.0
1447.8768,63709.5547,63709556.0,nan,9.5596,9.5596,11.8237,0.0,0.0,79.5116,3.3405,3.4876,1447.8768,0.3684,-658.6243,0.0,209020.8438,2.4714,3.3405,3.5137,1.0,-1365.0668,8.0
1448.0292,48325.8203,48325820.0,nan,9.4402,9.4402,15.165,0.0,0.0,85.5858,3.5148,3.7599,1448.0292,0.3597,-658.6979,0.0,158549.2812,2.4044,3.5148,3.9385,1.0,-1365.2192,8.0
1448.1816,35438.2773,35438276.0,nan,9.417,9.417,20.1699,0.0,0.0,87.4796,3.6978,4.0535,1448.1816,0.3582,-658.7714,0.0,116267.3125,2.3451,3.6978,4.2363,1.0,-1365.3716,8.0
