DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BS,CALI,CALI[DERIVED]1,CALI1,DEVI,DFL,DT,DT1,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1394.0574,7677.9238,7677924.0,nan,8.5,8.8668,8.8668,8.878,0.6302,6.0259,99.3589,99.358,0.0,nan,67.1352,3.0044,3.2041,1394.0574,0.4188,nan,30.5132,0.2139,0.2139,25190.0391,2.5029,6.0259,36.9587,305.8397,0.8465,0.8465,-1317.8973,35.76,0.181,2.0
1394.1832,7157.4814,7193321.0,nan,8.5,8.8347,8.8347,8.8347,0.5874,4.2759,103.8132,103.8128,0.0,nan,68.5944,2.6767,2.8613,1394.1831,0.4365,nan,28.0855,0.2178,0.2178,23600.1328,2.4378,4.2759,18.2833,306.0852,0.8503,0.8503,-1318.0232,37.978,0.1852,2.0
1394.2098,7090.853,7090853.0,nan,8.5,8.8279,8.8279,8.8287,0.5784,4.094,104.7551,104.3399,0.0,nan,68.6866,2.6402,2.8225,1394.2097,0.4393,nan,26.5554,0.2144,0.2144,23263.9531,2.437,4.094,16.9173,306.1522,0.855,0.855,-1318.0498,39.0329,0.1833,2.0
1394.3356,6942.395,6963295.5,nan,8.5,8.8002,8.8002,8.8003,0.4423,3.2337,106.8329,106.8326,0.0,nan,69.1223,2.4678,2.6392,1394.3356,0.4529,nan,19.3194,0.1986,0.1986,22845.459,2.4333,3.2337,10.4567,306.4689,0.8771,0.8771,-1318.1755,44.022,0.1742,2.0
1394.3622,6936.3242,6936324.0,nan,8.5,8.7944,8.7944,8.7946,0.4135,3.2085,107.2722,107.1891,0.0,nan,68.7453,2.4529,2.6257,1394.3622,0.4551,nan,18.5481,0.196,0.196,22756.9688,2.4412,3.2085,10.2976,306.7136,0.8826,0.8826,-1318.2021,45.0019,0.1729,2.0
1394.488,6938.3999,6930589.0,nan,8.5,8.7678,8.7678,8.7678,0.4346,3.0895,108.8752,108.875,0.0,nan,66.9627,2.3826,2.5621,1394.4879,0.4653,nan,14.9004,0.1839,0.1839,22738.1523,2.4784,3.0895,9.5451,307.8712,0.9085,0.9085,-1318.328,49.636,0.1671,2.0
1394.5146,6929.3765,6929376.5,nan,8.5,8.7622,8.7622,8.7707,0.4391,3.158,109.2141,109.797,0.0,nan,66.6434,2.3529,2.5276,1394.5145,0.4681,nan,15.0031,0.185,0.185,22734.1738,2.4829,3.158,9.9955,308.2173,0.9131,0.9131,-1318.3546,50.2312,0.1689,2.0
1394.6404,6685.8979,6670255.5,nan,8.5,8.7844,8.7844,8.7844,0.3856,3.4822,114.1577,114.1572,0.0,nan,65.1333,2.2124,2.3645,1394.6404,0.4814,nan,15.4887,0.19,0.19,21884.0391,2.5041,3.4822,12.1254,309.8542,0.9349,0.9349,-1318.4803,53.046,0.1776,2.0
1394.667,6615.4648,6615465.0,nan,8.5,8.7891,8.7891,8.8067,0.3743,3.4914,115.203,115.5787,0.0,nan,65.3778,2.1612,2.305,1394.667,0.4856,nan,16.1737,0.1944,0.1944,21704.2812,2.5004,3.4914,12.1906,310.286,0.9402,0.9402,-1318.507,53.2551,0.1829,2.0
1394.7928,6188.1958,6179113.5,nan,8.5,8.9123,8.9123,8.9124,0.3099,3.5354,122.2974,122.3013,0.0,nan,66.534,1.9188,2.0236,1394.7927,0.5055,nan,19.4132,0.2153,0.2153,20272.6836,2.4829,3.5354,12.4989,312.3277,0.9653,0.9653,-1318.6328,54.244,0.2078,2.0
1394.8195,6086.5015,6086501.5,nan,8.5,8.9385,8.9385,8.9403,0.2962,3.3765,123.8031,123.5397,0.0,nan,67.2624,1.8504,1.9484,1394.8195,0.5105,nan,18.775,0.2159,0.2159,19968.8379,2.4722,3.3765,11.5198,312.7913,0.9692,0.9692,-1318.6595,54.8607,0.2092,2.0
1394.9452,5705.5049,5705677.5,nan,8.5,9.0717,9.0717,9.0717,0.3202,2.6288,129.3701,129.3703,0.0,nan,70.692,1.5281,1.5946,1394.9452,0.5341,nan,15.7709,0.2184,0.2184,18719.4141,2.4217,2.6288,6.9103,314.9738,0.9879,0.9879,-1318.7852,57.764,0.2158,2.0
1394.9718,5625.0894,5625089.5,nan,8.5,9.0999,9.0999,9.0764,0.3253,2.4603,130.5482,130.01,0.0,nan,71.552,1.479,1.5403,1394.9718,0.5388,nan,13.1741,0.1967,0.1967,18455.0176,2.4093,2.4603,6.1874,315.311,0.9896,0.9896,-1318.8118,60.8567,0.1945,2.0
1395.0976,5385.7324,5393904.0,nan,8.5,9.0987,9.0987,9.0987,0.2795,1.6639,133.0338,133.0351,0.0,nan,75.6191,1.2467,1.2837,1395.0975,0.5611,nan,0.893,0.094,0.094,17696.5352,2.3507,1.6639,2.7684,316.9058,0.9974,0.9974,-1318.9375,75.483,0.0937,2.0
1395.1243,5344.8369,5344837.0,nan,8.5,9.0984,9.0984,9.0773,0.2698,1.5949,133.5613,133.2221,0.0,nan,76.3901,1.2241,1.2589,1395.1243,0.5649,nan,0.7368,0.0797,0.0797,17535.5547,2.3421,1.5949,2.5661,317.1105,0.9979,0.9979,-1318.9642,77.3481,0.0795,2.0
1395.25,5231.2744,5241496.0,nan,8.5,8.9768,8.9768,8.9768,0.2432,1.2703,134.1021,134.1021,0.0,nan,80.0199,1.1175,1.142,1395.25,0.5831,nan,0.0016,0.0126,0.0126,17196.5098,2.3016,1.2703,1.6137,318.0746,1.0,1.0,-1319.09,86.129,0.0126,2.0
1395.2766,5219.6274,5219627.5,nan,8.5,8.9511,8.9511,8.9533,0.2376,1.2599,134.2165,134.335,0.0,nan,80.4302,1.1123,1.1368,1395.2766,0.5861,nan,0.0016,0.0126,0.0126,17124.7617,2.2984,1.2599,1.5879,318.1339,1.0,1.0,-1319.1166,86.129,0.0126,2.0
1395.4024,5138.9155,5145927.0,nan,8.5,8.8423,8.8423,8.8423,0.3015,1.2109,135.4369,135.4367,0.0,nan,82.3708,1.0875,1.1121,1395.4023,0.6005,nan,0.0013,0.0126,0.0126,16882.9609,2.2835,1.2109,1.4663,318.4145,1.0,1.0,-1319.2423,86.129,0.0126,2.0
1395.429,5130.3428,5130343.0,nan,8.5,8.8193,8.8193,8.8389,0.315,1.2152,135.6949,135.8763,0.0,nan,82.351,1.0906,1.1172,1395.429,0.6028,nan,0.0013,0.0126,0.0126,16831.834,2.284,1.2152,1.4767,318.4487,1.0,1.0,-1319.2689,86.129,0.0126,2.0
1395.5548,5051.8652,5054153.0,nan,8.5,8.8227,8.8227,8.8227,0.3157,1.2354,137.9552,137.955,0.0,nan,82.2571,1.1055,1.1414,1395.5548,0.6135,nan,0.0011,0.0126,0.0126,16581.8672,2.2865,1.2354,1.5263,318.6106,1.0,1.0,-1319.3948,86.129,0.0126,2.0
1395.5814,5038.0435,5038043.0,nan,8.5,8.8234,8.8234,8.8377,0.3159,1.2504,138.4332,137.9315,0.0,nan,82.0511,1.1132,1.151,1395.5814,0.6145,nan,0.0011,0.0126,0.0126,16529.0137,2.2882,1.2504,1.5645,318.6136,1.0,1.0,-1319.4214,86.129,0.0126,2.0
1395.7072,5077.6509,5077282.5,nan,8.5,8.9085,8.9085,8.9085,0.3477,1.3212,137.8201,137.8202,0.0,nan,81.0772,1.1495,1.1963,1395.7072,0.6192,nan,0.001,0.0126,0.0126,16657.752,2.2959,1.3212,1.7455,318.6281,1.0,1.0,-1319.5471,86.129,0.0126,2.0
1395.7338,5085.5796,5085579.5,nan,8.5,8.9265,8.9265,8.9186,0.3544,1.3363,137.6905,136.7145,0.0,nan,80.9288,1.1583,1.2059,1395.7338,0.6185,nan,0.0011,0.0126,0.0126,16684.9727,2.2974,1.3363,1.7869,318.5955,1.0,1.0,-1319.5737,86.1051,0.0126,2.0
1395.8596,5341.208,5344442.5,nan,8.5,8.9663,8.9663,8.9663,0.3063,1.4081,131.4846,131.4853,0.0,nan,80.2269,1.1997,1.2512,1395.8595,0.6154,nan,0.0011,0.0127,0.0127,17534.2598,2.3041,1.4081,1.9827,318.4415,1.0,1.0,-1319.6996,85.992,0.0127,2.0
1395.8862,5399.1782,5399178.5,nan,8.5,8.9747,8.9747,8.9652,0.2961,1.4138,130.1724,130.0012,0.0,nan,80.2987,1.2079,1.2586,1395.8861,0.6128,nan,0.0013,0.0129,0.0129,17713.8398,2.3059,1.4138,1.9989,318.4022,1.0,1.0,-1319.7262,85.771,0.0129,2.0
1396.012,5735.5347,5741003.5,nan,8.5,8.9598,8.9598,8.9598,0.5477,1.4406,122.9816,122.9824,0.0,nan,80.6384,1.2464,1.2939,1396.012,0.6005,nan,0.0018,0.0139,0.0139,18835.3145,2.3142,1.4406,2.0755,318.216,1.0,1.0,-1319.8519,84.726,0.0139,2.0
1396.0386,5813.2817,5813281.5,nan,8.5,8.9567,8.9567,8.9547,0.6009,1.4499,121.4611,122.1103,0.0,nan,80.8997,1.2564,1.3023,1396.0386,0.5962,nan,0.0023,0.0145,0.0145,19072.4473,2.3166,1.4499,2.1026,318.019,1.0,1.0,-1319.8785,84.0524,0.0145,2.0
1396.1644,6013.4912,6017720.0,nan,8.5,8.9306,8.9306,8.9306,0.54,1.4936,117.9854,117.9858,0.0,nan,82.1353,1.3037,1.342,1396.1643,0.5756,nan,0.0047,0.0174,0.0174,19743.1758,2.3278,1.4936,2.2308,317.0874,1.0,1.0,-1320.0044,80.867,0.0174,2.0
1396.191,6060.9478,6060948.0,nan,8.5,8.9251,8.9251,8.9352,0.5271,1.5059,117.2505,117.5731,0.0,nan,82.3694,1.3216,1.3574,1396.1909,0.5699,nan,0.0061,0.0182,0.0182,19885.0,2.3315,1.5059,2.2684,316.736,1.0,1.0,-1320.031,80.0011,0.0182,2.0
1396.3168,6193.1768,6202417.5,nan,8.5,8.9567,8.9567,8.9567,0.4931,1.564,115.6214,115.6216,0.0,nan,83.4764,1.4063,1.4301,1396.3168,0.5429,nan,0.0129,0.0219,0.0219,20349.1387,2.3493,1.564,2.4461,315.0741,1.0,1.0,-1320.1567,75.906,0.0219,2.0
1396.3434,6232.3311,6232331.0,nan,8.5,8.9634,8.9634,8.9671,0.4859,1.5865,115.2769,114.8124,0.0,nan,83.4279,1.4352,1.4585,1396.3434,0.5368,nan,0.0156,0.0226,0.0226,20447.2793,2.3571,1.5865,2.5194,314.6662,1.0,1.0,-1320.1834,75.1806,0.0226,2.0
1396.4692,6574.7407,6583667.0,nan,8.5,9.0164,9.0164,9.0164,0.3839,1.6929,110.9854,110.9859,0.0,nan,83.1983,1.5718,1.5926,1396.4691,0.5084,nan,0.0285,0.0257,0.0257,21599.957,2.394,1.6929,2.8659,312.7368,1.0,1.0,-1320.3092,71.75,0.0257,2.0
1396.4958,6657.9561,6657956.0,nan,8.5,9.0276,9.0276,9.0255,0.3623,1.7452,110.078,109.677,0.0,nan,82.6713,1.6155,1.6415,1396.4957,0.5034,nan,0.032,0.0261,0.0261,21843.6875,2.4045,1.7452,3.0586,312.4341,1.0,1.0,-1320.3358,71.2674,0.0261,2.0
1396.6216,7228.0215,7224521.0,nan,8.5,9.0685,9.0685,9.0685,0.1744,1.9924,103.4862,103.4869,0.0,nan,80.179,1.8221,1.8731,1396.6216,0.4799,nan,0.0482,0.0282,0.0282,23702.498,2.4541,1.9924,3.9698,311.0027,1.0,1.0,-1320.4615,68.985,0.0282,2.0
1396.6482,7344.3198,7344319.5,nan,8.5,9.0772,9.0772,9.0735,0.1347,2.1181,102.0924,102.3998,0.0,nan,79.4349,1.8769,1.9363,1396.6482,0.4773,nan,0.0501,0.0284,0.0284,24095.5371,2.46,2.1181,4.5611,310.9212,1.0,1.0,-1320.4882,68.7998,0.0284,2.0
1396.774,7796.6128,7777299.5,nan,8.5,9.0968,9.0968,9.0968,0.1934,2.7125,97.2609,97.2583,0.0,nan,75.9156,2.1359,2.2351,1396.7739,0.4651,nan,0.0592,0.0292,0.0292,25516.0742,2.4879,2.7125,7.3579,310.5357,1.0,1.0,-1320.614,67.924,0.0292,2.0
1396.8007,7869.1963,7869196.0,nan,8.5,9.101,9.101,9.0926,0.2058,3.0239,96.2355,97.0097,0.0,nan,75.3314,2.1659,2.2655,1396.8007,0.4654,nan,0.0584,0.0291,0.0291,25817.5723,2.4846,3.0239,9.6001,310.7407,1.0,1.0,-1320.6407,67.9967,0.0291,2.0
1396.9264,7852.1016,7833194.0,nan,8.5,9.0726,9.0726,9.0726,0.0746,4.4896,95.8396,95.8396,0.0,nan,72.5807,2.3072,2.4085,1396.9264,0.4665,nan,0.0546,0.0288,0.0288,25699.457,2.469,4.4896,20.1562,311.7057,1.0,1.0,-1320.7664,68.339,0.0288,2.0
1396.953,7825.5757,7825575.5,nan,8.5,9.0666,9.0666,9.0593,0.0468,4.6146,95.7558,96.5531,0.0,nan,72.4335,2.3031,2.3997,1396.953,0.4687,nan,0.0524,0.0286,0.0286,25674.4609,2.4585,4.6146,21.3684,312.0472,1.0,1.0,-1320.793,68.5499,0.0286,2.0
1397.0788,7347.6787,7347972.0,nan,8.5,8.9963,8.9963,8.9963,0.0464,5.2059,99.9255,99.9278,0.0,nan,71.7375,2.2837,2.3578,1397.0787,0.479,nan,0.0421,0.0277,0.0277,24107.5195,2.4089,5.2059,27.1015,313.6627,1.0,1.0,-1320.9187,69.547,0.0277,2.0
1397.1055,7246.6045,7246604.5,nan,8.5,8.9814,8.9814,8.9829,0.0463,4.9737,100.8105,101.1998,0.0,nan,72.1972,2.2257,2.2909,1397.1055,0.4812,nan,0.0407,0.0276,0.0276,23774.9492,2.3968,4.9737,24.9914,313.8019,1.0,1.0,-1320.9454,69.6603,0.0276,2.0
1397.2312,6653.5156,6679232.5,nan,8.5,8.9197,8.9197,8.9197,0.253,3.8804,107.188,107.1882,0.0,nan,74.3617,1.9528,1.9759,1397.2312,0.4918,nan,0.0343,0.0271,0.0271,21913.4922,2.3398,3.8804,15.0576,314.4572,1.0,1.0,-1321.0712,70.194,0.0271,2.0
1397.2578,6559.168,6559168.0,nan,8.5,8.9067,8.9067,8.9092,0.2968,3.571,108.5376,108.039,0.0,nan,74.8115,1.9157,1.9309,1397.2578,0.4921,nan,0.0339,0.027,0.027,21519.5801,2.3357,3.571,13.2047,314.4597,1.0,1.0,-1321.0978,70.1717,0.027,2.0
1397.3836,6299.6138,6336204.0,nan,8.5,8.8592,8.8592,8.8592,0.2791,2.1076,112.063,112.0626,0.0,nan,76.9389,1.7401,1.718,1397.3835,0.4932,nan,0.0321,0.0267,0.0267,20788.0723,2.3161,2.1076,4.4418,314.4715,1.0,1.0,-1321.2235,70.066,0.0267,2.0
1397.4102,6289.0591,6289059.0,nan,8.5,8.8492,8.8492,8.8434,0.2754,2.044,112.8084,111.7311,0.0,nan,76.8237,1.7523,1.7313,1397.4102,0.4913,nan,0.0304,0.026,0.026,20633.3965,2.3276,2.044,4.197,314.4136,1.0,1.0,-1321.2501,70.2679,0.026,2.0
1397.536,6590.5737,6613661.0,nan,8.5,8.7683,8.7683,8.7683,0.254,1.7433,110.1629,110.1632,0.0,nan,76.2793,1.8096,1.7946,1397.536,0.4821,nan,0.0222,0.0225,0.0225,21698.3613,2.382,1.7433,3.0391,314.1402,1.0,1.0,-1321.376,71.223,0.0225,2.0
1397.5626,6682.2969,6682297.0,nan,8.5,8.7512,8.7512,8.7501,0.2495,1.8744,109.6035,109.3206,0.0,nan,75.9328,1.8546,1.8473,1397.5626,0.4805,nan,0.0195,0.021,0.021,21923.5449,2.4029,1.8744,3.5948,314.1217,1.0,1.0,-1321.4026,71.9644,0.021,2.0
1397.6884,7238.8916,7229968.0,nan,8.5,8.664,8.664,8.664,0.2417,2.4946,105.3355,105.3359,0.0,nan,74.2938,2.0675,2.0966,1397.6884,0.473,nan,0.0068,0.0143,0.0143,23720.3691,2.5017,2.4946,6.2231,314.0341,1.0,1.0,-1321.5283,75.471,0.0143,2.0
1397.715,7345.7715,7345771.5,nan,8.5,8.6456,8.6456,8.6564,0.24,2.7167,104.433,105.1084,0.0,nan,74.1145,2.0892,2.1202,1397.715,0.4744,nan,0.0061,0.0137,0.0137,24100.3008,2.5169,2.7167,7.6135,314.2101,1.0,1.0,-1321.5549,76.113,0.0137,2.0
1397.8408,7584.4902,7547516.0,nan,8.5,8.6203,8.6203,8.6203,0.2348,3.7668,104.0324,104.0324,0.0,nan,73.2667,2.1915,2.2314,1397.8407,0.4807,nan,0.0031,0.0109,0.0109,24762.1914,2.5887,3.7668,14.1892,315.0422,1.0,1.0,-1321.6808,79.149,0.0109,2.0
1397.8674,7590.1738,7590174.0,nan,8.5,8.615,8.615,8.6293,0.2337,3.7796,103.9477,104.594,0.0,nan,73.4743,2.159,2.2004,1397.8673,0.4846,nan,0.0038,0.0116,0.0116,24902.1465,2.5885,3.7796,14.2863,315.2068,1.0,1.0,-1321.7074,79.3307,0.0116,2.0
1397.9932,7354.167,7322238.0,nan,8.5,8.6715,8.6715,8.6715,0.1841,3.84,107.2504,107.25,0.0,nan,74.4563,2.0056,2.0538,1397.9932,0.5031,nan,0.0073,0.0151,0.0151,24023.0898,2.5877,3.84,14.7459,315.9855,1.0,1.0,-1321.8331,80.19,0.0151,2.0
1398.0198,7265.584,7265584.0,nan,8.5,8.6834,8.6834,8.6815,0.1736,3.6284,107.9487,108.1451,0.0,nan,75.2123,1.9531,1.9976,1398.0198,0.5071,nan,0.0079,0.0158,0.0158,23837.2168,2.5732,3.6284,13.3773,315.859,1.0,1.0,-1321.8597,80.0471,0.0158,2.0
1398.1456,6792.8818,6794615.5,nan,8.5,8.7289,8.7289,8.7289,0.1312,2.6277,112.3786,112.3781,0.0,nan,78.7881,1.7047,1.7318,1398.1455,0.5259,nan,0.011,0.0188,0.0188,22292.0449,2.5045,2.6277,6.9046,315.2606,1.0,1.0,-1321.9856,79.371,0.0188,2.0
1398.1722,6695.0308,6695030.5,nan,8.5,8.7385,8.7385,8.7341,0.1222,2.475,113.3153,112.9342,0.0,nan,79.7193,1.6856,1.7088,1398.1721,0.527,nan,0.0117,0.0193,0.0193,21965.3242,2.489,2.475,6.2357,314.8161,1.0,1.0,-1322.0122,78.8132,0.0193,2.0
1398.298,6371.353,6392207.0,nan,8.5,8.7587,8.7587,8.7587,0.0788,1.7527,115.5645,115.5643,0.0,nan,84.1236,1.595,1.6003,1398.298,0.5322,nan,0.0147,0.0217,0.0217,20971.8086,2.4157,1.7527,3.0719,312.7141,1.0,1.0,-1322.1379,76.175,0.0217,2.0
1398.3246,6328.1763,6328176.0,nan,8.5,8.763,8.763,8.7605,0.0696,1.7504,116.0401,115.2308,0.0,nan,84.5777,1.6123,1.6197,1398.3246,0.5293,nan,0.0168,0.0224,0.0224,20761.7324,2.4092,1.7504,3.064,312.1055,1.0,1.0,-1322.1646,75.3419,0.0224,2.0
1398.4504,6378.5806,6390298.5,nan,8.5,8.7689,8.7689,8.7689,0.0689,1.7397,113.655,113.6537,0.0,nan,86.7248,1.6944,1.7114,1398.4503,0.5159,nan,0.0272,0.026,0.026,20965.5469,2.3785,1.7397,3.0267,309.2273,1.0,1.0,-1322.2904,71.402,0.026,2.0
1398.4771,6403.4839,6403483.5,nan,8.5,8.7702,8.7702,8.7698,0.0688,1.8399,113.1488,112.7416,0.0,nan,86.6394,1.7318,1.7562,1398.4771,0.511,nan,0.0305,0.0266,0.0266,21008.8047,2.3771,1.8399,3.4325,308.768,1.0,1.0,-1322.3171,70.7681,0.0266,2.0
1398.6028,6663.2168,6665671.0,nan,8.5,8.7739,8.7739,8.7739,0.1262,2.3116,108.4477,108.4476,0.0,nan,86.2374,1.9077,1.9668,1398.6028,0.4882,nan,0.0462,0.0293,0.0293,21868.998,2.3708,2.3116,5.3433,306.6061,1.0,1.0,-1322.4427,67.784,0.0293,2.0
1398.6294,6721.1533,6721153.5,nan,8.5,8.7747,8.7747,8.7726,0.1383,2.4494,107.4529,107.7001,0.0,nan,86.0412,1.9465,2.0098,1398.6294,0.4849,nan,0.0473,0.0293,0.0293,22051.0273,2.3694,2.4494,6.0894,306.5511,1.0,1.0,-1322.4694,67.7377,0.0293,2.0
1398.7552,6914.8711,6914168.0,nan,8.5,8.7663,8.7663,8.7663,0.2111,3.1013,104.1668,104.165,0.0,nan,85.1134,2.13,2.2131,1398.7551,0.4697,nan,0.0523,0.0295,0.0295,22684.2773,2.3632,3.1013,9.6179,306.2914,1.0,1.0,-1322.5952,67.519,0.0295,2.0
1398.7819,6955.1338,6955133.5,nan,8.5,8.7645,8.7645,8.765,0.2266,3.2562,103.4694,104.0206,0.0,nan,84.8747,2.148,2.2293,1398.7819,0.4705,nan,0.0521,0.0291,0.0291,22818.6797,2.361,3.2562,10.7161,306.6749,1.0,1.0,-1322.6219,68.0371,0.0291,2.0
1398.9076,6933.8652,6935381.0,nan,8.5,8.7591,8.7591,8.7591,0.2238,3.9857,103.3408,103.3408,0.0,nan,83.7511,2.233,2.3055,1398.9076,0.4742,nan,0.051,0.0268,0.0268,22753.873,2.3509,3.9857,15.8861,308.4801,1.0,1.0,-1322.7476,70.476,0.0268,2.0
1398.9342,6931.2012,6931201.0,nan,8.5,8.758,8.758,8.761,0.2232,4.0211,103.3136,103.4791,0.0,nan,83.4161,2.2194,2.288,1398.9342,0.4783,nan,0.0508,0.0262,0.0262,22740.1602,2.3494,4.0211,16.1754,308.9778,1.0,1.0,-1322.7742,71.1372,0.0262,2.0
1399.06,6855.604,6860430.5,nan,8.5,8.7695,8.7695,8.7696,0.1744,4.1885,104.1328,104.1333,0.0,nan,81.8321,2.1552,2.205,1399.0599,0.4976,nan,0.0497,0.0234,0.0234,22507.9727,2.3422,4.1885,17.5436,311.3315,1.0,1.0,-1322.8999,74.264,0.0234,2.0
1399.0867,6845.4097,6845410.0,nan,8.5,8.772,8.772,8.7697,0.1641,3.998,104.3067,104.0089,0.0,nan,81.5477,2.1249,2.1735,1399.0867,0.5018,nan,0.0495,0.0231,0.0231,22458.6934,2.3426,3.998,16.1547,311.765,1.0,1.0,-1322.9266,74.5934,0.0231,2.0
1399.2124,6909.7207,6913890.5,nan,8.5,8.7704,8.7704,8.7704,0.2122,3.101,103.4236,103.4236,0.0,nan,80.209,1.9824,2.0251,1399.2124,0.5215,nan,0.0485,0.0217,0.0217,22683.3672,2.3446,3.101,9.6159,313.8062,1.0,1.0,-1323.0524,76.144,0.0217,2.0
1399.239,6928.3818,6928382.0,nan,8.5,8.7701,8.7701,8.7716,0.2224,2.9516,103.2367,103.2142,0.0,nan,79.9549,1.9681,2.0104,1399.239,0.5231,nan,0.0482,0.0219,0.0219,22730.9121,2.3467,2.9516,8.8176,314.0423,1.0,1.0,-1323.079,75.9501,0.0219,2.0
1399.3648,7026.415,7029880.0,nan,8.5,8.7773,8.7773,8.7773,0.1466,2.2455,102.2239,102.224,0.0,nan,78.7533,1.9006,1.9409,1399.3647,0.5304,nan,0.0472,0.0227,0.0227,23063.9102,2.3565,2.2455,5.0422,315.1591,1.0,1.0,-1323.2047,75.033,0.0227,2.0
1399.3914,7051.3418,7051341.5,nan,8.5,8.7788,8.7788,8.779,0.1306,2.2345,102.0097,102.3006,0.0,nan,78.4052,1.9029,1.9445,1399.3914,0.5285,nan,0.047,0.0232,0.0232,23134.3223,2.3599,2.2345,4.9936,315.0655,1.0,1.0,-1323.2313,74.4539,0.0232,2.0
1399.5172,7054.2856,7053453.5,nan,8.5,8.7874,8.7874,8.7874,0.1878,2.1827,102.663,102.6629,0.0,nan,76.7591,1.9139,1.9617,1399.5172,0.5194,nan,0.0459,0.0257,0.0257,23141.252,2.376,2.1827,4.7641,314.6226,1.0,1.0,-1323.3572,71.715,0.0257,2.0
1399.5438,7053.8999,7053900.0,nan,8.5,8.7892,8.7892,8.7894,0.1999,2.199,102.8011,103.0583,0.0,nan,76.3443,1.9186,1.9685,1399.5438,0.5152,nan,0.0457,0.0264,0.0264,23142.7168,2.3791,2.199,4.8367,314.436,1.0,1.0,-1323.3838,70.9746,0.0264,2.0
1399.6696,6953.0205,6934765.0,nan,8.5,8.7989,8.7989,8.7989,0.2534,2.276,104.9284,104.9282,0.0,nan,74.3828,1.9408,2.0003,1399.6696,0.4955,nan,0.0446,0.0296,0.0296,22751.8535,2.3936,2.276,5.18,313.5535,1.0,1.0,-1323.5095,67.473,0.0296,2.0
1399.6962,6909.5742,6909574.5,nan,8.5,8.801,8.801,8.7958,0.2647,2.2781,105.3782,105.6366,0.0,nan,73.8618,1.9495,2.0109,1399.6962,0.4916,nan,0.0444,0.0339,0.0339,22669.207,2.3888,2.2781,5.1899,313.3076,0.998,0.998,-1323.5361,66.1655,0.0338,2.0
1399.822,6617.8086,6597730.0,nan,8.5,8.7807,8.7807,8.7807,0.249,2.2884,108.9874,108.987,0.0,nan,71.3976,1.9907,2.0608,1399.8219,0.4731,nan,0.0434,0.0547,0.0547,21646.0957,2.3663,2.2884,5.2367,312.1445,0.9884,0.9884,-1323.662,59.982,0.054,2.0
1399.8486,6531.7915,6531791.5,nan,8.5,8.7764,8.7764,8.7749,0.2457,2.2946,109.7505,110.0096,0.0,nan,70.6958,2.0151,2.087,1399.8485,0.4715,nan,0.0431,0.0745,0.0745,21429.7617,2.3519,2.2946,5.2655,311.9833,0.9778,0.9778,-1323.6886,56.1309,0.0718,2.0
1399.9744,6061.186,6043001.5,nan,8.5,8.7476,8.7476,8.7476,0.2846,2.3242,114.8464,114.8458,0.0,nan,67.3766,2.1307,2.211,1399.9744,0.4641,nan,0.0421,0.1683,0.1683,19826.1211,2.2838,2.3242,5.4017,311.2212,0.9275,0.9275,-1323.8143,37.918,0.1561,2.0
1400.001,5939.6484,5939648.5,nan,8.5,8.7415,8.7415,8.7429,0.2928,2.3788,115.9239,115.886,0.0,nan,66.5336,2.1896,2.2738,1400.001,0.4668,nan,0.0419,0.18,0.18,19487.0371,2.259,2.3788,5.6728,311.1895,0.9223,0.9223,-1323.8409,34.8806,0.1657,2.0
1400.1268,5403.7212,5407440.5,nan,8.5,8.7209,8.7209,8.721,0.3638,2.6372,120.8061,120.8055,0.0,nan,62.5465,2.468,2.5707,1400.1267,0.4798,nan,0.0408,0.2351,0.2351,17740.9473,2.1417,2.6372,6.9548,311.0396,0.8978,0.8978,-1323.9668,20.516,0.2111,2.0
1400.1534,5294.9067,5294907.0,nan,8.5,8.7166,8.7166,8.719,0.3788,2.7942,121.8384,121.5121,0.0,nan,61.8999,2.548,2.6539,1400.1533,0.4859,nan,0.0406,0.232,0.232,17371.7422,2.1165,2.7942,7.9239,310.9891,0.9086,0.9086,-1323.9934,19.9158,0.2106,2.0
1400.2792,4876.1353,4907221.0,nan,8.5,8.7097,8.7097,8.7098,0.3492,3.5365,124.8539,124.8536,0.0,nan,58.842,2.9267,3.0471,1400.2792,0.5151,nan,0.0395,0.2171,0.2171,16099.8057,1.9974,3.5365,12.5068,310.7506,0.96,0.96,-1324.1191,17.077,0.2084,2.0
1400.3058,4825.2461,4825246.0,nan,8.5,8.7083,8.7083,8.7102,0.3429,3.7852,125.4915,125.0024,0.0,nan,58.6661,2.9623,3.0786,1400.3058,0.5214,nan,0.0393,0.2143,0.2143,15830.8594,1.9866,3.7852,14.6205,310.6886,0.967,0.967,-1324.1458,17.6926,0.2071,2.0
1400.4316,4693.7119,4721678.5,nan,8.5,8.7123,8.7123,8.7123,0.3857,4.9616,125.7062,125.7063,0.0,nan,57.834,3.1304,3.2276,1400.4315,0.5512,nan,0.0383,0.2009,0.2009,15491.0703,1.9358,4.9616,24.617,310.3956,0.9999,0.9999,-1324.2716,20.604,0.2009,2.0
