DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BIT,CALI,NPHI,DT,DTDS,FACIES,FLD1,GR,M2R1,LLD,NPHI_1,PEF,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD_1,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,TEMP,TH,U,VCL,WATER_VOL,RHOB_1,ZLT
1420.9776,6548.3877,6548372.0,nan,0.2159,8.7085,0.4381,109.2337,109.2337,0.0,0.0,81.6183,3.9111,3.9551,0.4381,4.7017,nan,0.0,0.5331,0.0001,0.01,21484.1621,2.3468,3.4489,3.4489,11.8948,238.3358,1.0,1.0,-1340.4775,152.9591,0.0,0.0,0.0,0.0001,2.3468,6.0
1421.13,6323.6167,6323617.0,nan,0.2159,8.7067,0.4778,114.278,114.278,0.0,0.0,83.9393,3.7446,3.7967,0.4778,4.6874,nan,0.0,0.5903,0.0003,0.01,20746.7754,2.3709,3.6461,3.6461,13.2938,239.7589,1.0,1.0,-1340.63,152.9669,0.0,0.0,69.856,0.0003,2.3709,6.0
1421.2824,6292.8501,6292913.0,nan,0.2159,8.7089,0.5098,117.1374,117.1374,0.0,0.0,83.201,3.5482,3.6082,0.5098,5.0643,nan,0.0,0.6313,0.0001,0.01,20646.041,2.4184,4.0082,4.0082,16.0659,241.2331,1.0,1.0,-1340.7823,152.9748,0.0,0.0,81.626,0.0001,2.4184,6.0
1421.4348,6512.6392,6512639.0,nan,0.2159,8.7112,0.4925,117.1343,117.1343,0.0,0.0,80.462,3.4577,3.5101,0.4925,5.8467,nan,0.0,0.6526,0.0001,0.01,21366.9258,2.5028,4.262,4.262,18.1644,242.0292,1.0,1.0,-1340.9348,152.9826,0.0,0.0,74.256,0.0001,2.5028,6.0
1421.5872,6722.3008,6722154.5,nan,0.2159,8.7146,0.4387,117.1673,117.1673,0.0,0.0,78.4388,3.5698,3.5834,0.4387,6.18,nan,0.0,0.6735,0.0001,0.01,22054.3125,2.5841,4.2715,4.2715,18.2459,241.8582,1.0,1.0,-1341.0872,152.9904,0.0,0.0,70.23,0.0001,2.5841,6.0
1421.7396,6885.1963,6885196.5,nan,0.2159,8.719,0.4118,114.2093,114.2093,0.0,0.0,76.2506,3.8882,3.8274,0.4118,5.3091,nan,0.0,0.6425,0.0001,0.01,22589.2266,2.5799,3.8925,3.8925,15.1516,240.8907,1.0,1.0,-1341.2396,152.9982,0.0,0.0,74.658,0.0001,2.5799,6.0
1421.892,6641.2793,6641279.0,nan,0.2159,8.7224,0.4244,112.6579,112.6579,0.0,0.0,73.0071,4.3275,4.1557,0.4244,4.3872,nan,0.0638,0.5951,0.0293,0.0293,21788.9746,2.4547,3.6838,3.6838,13.5707,239.4286,0.8063,0.8063,-1341.392,153.0061,0.0,0.0,74.405,0.0236,2.4547,6.0
1422.0444,6209.832,6209832.5,nan,0.2159,8.7213,0.437,114.227,114.227,0.0,0.0,72.3567,4.7191,4.4337,0.437,4.1436,nan,2.2216,0.5787,0.103,0.103,20373.4648,2.3272,3.8662,3.8662,14.9476,237.9378,0.713,0.713,-1341.5444,153.0139,0.0,0.0,60.154,0.0734,2.3272,6.0
1422.1968,5973.3101,5973310.0,nan,0.2159,8.7159,0.4203,114.7852,114.7852,0.0,0.0,75.3458,4.9049,4.5676,0.4203,4.1783,nan,6.3831,0.5647,0.1452,0.1452,19597.4746,2.2495,3.9829,3.9829,15.8639,237.0802,0.7014,0.7014,-1341.6968,153.0217,0.0,0.0,49.515,0.1019,2.2495,6.0
1422.3492,5965.144,5965144.0,nan,0.2159,8.7082,0.3977,113.6598,113.6598,0.0,0.0,79.0357,4.8775,4.5728,0.3977,4.2579,nan,5.0605,0.5469,0.1294,0.1294,19570.6816,2.2244,3.9875,3.9875,15.8999,237.2398,0.7269,0.7269,-1341.8492,153.0295,0.0,0.0,51.057,0.0941,2.2244,6.0
1422.5016,6075.21,6075210.0,nan,0.2159,8.7026,0.391,113.0355,113.0355,0.0,0.0,82.0041,4.7316,4.5093,0.391,4.3652,nan,1.0716,0.5479,0.0755,0.0755,19931.791,2.253,3.9321,3.9321,15.4613,238.2571,0.7659,0.7659,-1342.0016,153.0374,0.0,0.0,62.871,0.0578,2.253,6.0
1422.654,6215.5615,6215560.5,nan,0.2159,8.7038,0.4118,112.9938,112.9938,0.0,0.0,85.5819,4.5295,4.3924,0.4118,4.5414,nan,0.0244,0.5604,0.0219,0.0219,20392.2578,2.3042,3.8302,3.8302,14.6703,239.7965,0.8881,0.8881,-1342.1541,153.0452,0.0,0.0,64.83,0.0195,2.3042,6.0
1422.8064,6381.4355,6381435.5,nan,0.2159,8.7102,0.446,112.4736,112.4736,0.0,0.0,87.286,4.2371,4.1581,0.446,4.8926,nan,0.0001,0.5679,0.0041,0.01,20936.4688,2.3548,3.8554,3.8554,14.8641,241.5536,0.8829,0.8829,-1342.3064,153.053,0.0,0.0,64.642,0.0036,2.3548,6.0
1422.9588,6760.1538,6760321.5,nan,0.2159,8.7135,0.4619,109.9194,109.9194,0.0,0.0,83.8958,3.9117,3.8599,0.4619,5.4924,nan,0.0,0.5631,0.0004,0.01,22179.5312,2.4379,4.6254,4.6254,21.3942,243.2253,0.9864,0.9864,-1342.4587,153.0608,0.0,0.0,51.993,0.0004,2.4379,6.0
1423.1112,7949.228,7949228.0,nan,0.2159,8.7118,0.4502,100.0608,100.0608,0.0,0.0,74.6921,3.7881,3.7648,0.4502,6.4651,nan,0.0,0.5067,0.0001,0.01,26080.1445,2.6096,5.1977,5.1977,27.0165,244.5014,1.0,1.0,-1342.6112,153.0686,0.0,0.0,40.32,0.0001,2.6096,6.0
1423.2636,9426.5723,9426221.0,nan,0.2159,8.7121,0.443,90.9527,90.9527,0.0,0.0,62.2657,3.8247,3.8741,0.443,7.5973,nan,0.0035,0.4659,0.0102,0.0102,30925.9219,2.8129,5.4542,5.4542,29.7483,245.1789,1.0,1.0,-1342.7635,153.0765,0.0,0.0,38.191,0.0102,2.8129,6.0
1423.416,9453.6748,9453675.0,nan,0.2159,8.7176,0.4564,90.6758,90.6758,0.0,0.0,55.0935,3.5197,3.6749,0.4564,7.3398,nan,0.203,0.4631,0.0404,0.0404,31015.9922,2.8124,4.8548,4.8548,23.5695,245.3561,1.0,1.0,-1342.916,153.0843,0.0,0.0,40.396,0.0404,2.8124,6.0
1423.5684,8508.3906,8508400.0,nan,0.2159,8.7251,0.4843,95.1829,95.1829,0.0,0.0,57.6332,2.9339,3.1659,0.4843,6.1822,nan,0.6807,0.4694,0.0662,0.0662,27914.6992,2.657,3.8312,3.8312,14.6782,245.138,1.0,1.0,-1343.0684,153.0921,0.0,0.0,46.853,0.0662,2.657,6.0
1423.7208,7178.7212,7178721.5,nan,0.2159,8.7333,0.4989,105.8286,105.8286,0.0,0.0,62.3174,2.6216,2.9102,0.4989,5.7075,nan,0.9842,0.5355,0.0815,0.0815,23552.2363,2.4925,3.2915,3.2915,10.8342,244.0114,0.8461,0.8461,-1343.2208,153.1,0.0,0.0,58.263,0.069,2.4925,6.0
1423.8732,6303.4414,6303441.5,nan,0.2159,8.7413,0.4915,115.3836,115.3836,0.0,0.0,61.0191,2.6493,3.001,0.4915,5.5624,nan,2.0808,0.6054,0.1073,0.1073,20680.582,2.3862,3.3842,3.3842,11.4528,241.5531,0.7672,0.7672,-1343.3732,153.1078,0.0,0.0,56.422,0.0823,2.3862,6.0
1424.0256,6201.9263,6201926.0,nan,0.2159,8.7527,0.4822,115.7831,115.7831,0.0,0.0,55.773,2.8111,3.2263,0.4822,5.3713,nan,2.9517,0.6017,0.1201,0.1201,20347.5273,2.3559,3.6573,3.6573,13.3761,238.4812,0.7765,0.7765,-1343.5256,153.1156,0.0,0.0,50.295,0.0932,2.3559,6.0
1424.178,6341.8945,6341894.5,nan,0.2159,8.7733,0.4781,113.4392,113.4392,0.0,0.0,51.9397,2.8764,3.3177,0.4781,5.1638,nan,3.2242,0.5791,0.1225,0.1225,20806.7402,2.3603,3.7677,3.7677,14.1956,235.9978,0.7955,0.7955,-1343.678,153.1234,0.0,0.0,48.847,0.0975,2.3603,6.0
1424.3304,6401.1118,6401112.0,nan,0.2159,8.8046,0.4644,112.5469,112.5469,0.0,0.0,52.0258,2.8255,3.2501,0.4644,5.1759,nan,3.4069,0.5709,0.1205,0.1205,21001.0234,2.3636,3.6305,3.6305,13.1803,234.6046,0.8176,0.8176,-1343.8304,153.1313,0.0,0.0,50.044,0.0985,2.3636,6.0
1424.4828,6436.8203,6436820.5,nan,0.2159,8.839,0.4347,111.6763,111.6763,0.0,0.0,55.305,2.7588,3.142,0.4347,5.2356,nan,3.1792,0.5608,0.1104,0.1104,21118.1777,2.3584,3.3697,3.3697,11.3548,234.0902,0.8458,0.8458,-1343.9828,153.1391,0.0,0.0,52.343,0.0934,2.3584,6.0
1424.6352,6439.7168,6439724.5,nan,0.2159,8.8665,0.408,111.3326,111.3326,0.0,0.0,59.4048,2.7247,3.0491,0.408,5.1908,nan,3.0384,0.5557,0.1032,0.1032,21127.707,2.3522,3.1839,3.1839,10.1373,234.0451,0.8658,0.8658,-1344.1353,153.1469,0.0,0.0,53.601,0.0893,2.3522,6.0
1424.7876,6403.6934,6403693.5,nan,0.2159,8.8803,0.4014,111.878,111.878,0.0,0.0,61.1211,2.7058,2.9494,0.4014,5.1682,nan,3.6281,0.5608,0.1079,0.1079,21009.4922,2.3505,3.0976,3.0976,9.5953,234.1354,0.8681,0.8681,-1344.2876,153.1547,0.0,0.0,53.36,0.0936,2.3505,6.0
1424.94,6384.854,6384840.0,nan,0.2159,8.8825,0.4085,111.9026,111.9026,0.0,0.0,58.4973,2.6851,2.8311,0.4085,5.0486,nan,5.6232,0.5594,0.1262,0.1262,20947.6387,2.3441,3.0079,3.0079,9.0474,234.2088,0.8678,0.8678,-1344.4399,153.1626,0.0,0.0,49.475,0.1095,2.3441,6.0
1425.0924,6351.6763,6351676.0,nan,0.2159,8.88,0.4046,111.8009,111.8009,0.0,0.0,53.4615,2.6553,2.7051,0.4046,4.8542,nan,9.676,0.5548,0.1501,0.1501,20838.832,2.3298,2.9431,2.9431,8.6616,234.2473,0.8812,0.8812,-1344.5924,153.1704,0.0,0.0,43.552,0.1322,2.3298,6.0
1425.2448,6332.0737,6332101.5,nan,0.2159,8.8766,0.3946,111.8245,111.8245,0.0,0.0,50.8125,2.5933,2.566,0.3946,4.9641,nan,11.5723,0.5533,0.1561,0.1561,20774.6113,2.3231,2.8365,2.8365,8.0456,234.2937,0.9146,0.9146,-1344.7448,153.1782,0.0,0.0,41.416,0.1428,2.3231,6.0
1425.3972,6366.4482,6366448.5,nan,0.2159,8.8746,0.3901,111.6468,111.6468,0.0,0.0,52.6978,2.479,2.4037,0.3901,5.228,nan,10.5689,0.5538,0.1494,0.1494,20887.2969,2.332,2.6692,2.6692,7.1245,234.3778,0.9527,0.9527,-1344.8972,153.186,0.0,0.0,42.854,0.1423,2.332,6.0
1425.5496,6390.1318,6390108.0,nan,0.2159,8.8753,0.3937,111.6814,111.6814,0.0,0.0,54.7933,2.3372,2.2408,0.3937,5.3507,nan,9.464,0.5565,0.1441,0.1441,20964.9199,2.3414,2.4712,2.4712,6.1068,234.4798,0.9847,0.9847,-1345.0496,153.1938,0.0,0.0,44.68,0.1419,2.3414,6.0
1425.702,6385.4019,6385402.0,nan,0.2159,8.8776,0.3995,111.5684,111.5684,0.0,0.0,54.2321,2.238,2.1338,0.3995,5.1848,nan,7.7609,0.5543,0.1362,0.1362,20949.4805,2.3373,2.2867,2.2867,5.2291,234.5769,0.9987,0.9987,-1345.202,153.2017,0.0,0.0,47.06,0.136,2.3373,6.0
1425.8544,6394.9429,6394943.0,nan,0.2159,8.8779,0.4031,110.9682,110.9682,0.0,0.0,53.6153,2.2504,2.1354,0.4031,4.8438,nan,4.7756,0.546,0.1172,0.1172,20980.7832,2.3282,2.1718,2.1718,4.7167,234.7092,1.0,1.0,-1345.3544,153.2095,0.0,0.0,51.344,0.1172,2.3282,6.0
1426.0068,6435.7231,6435723.0,nan,0.2159,8.879,0.4155,110.1656,110.1656,0.0,0.0,55.4406,2.4227,2.2822,0.4155,4.5323,nan,2.4157,0.5373,0.0961,0.0961,21114.5762,2.3261,2.1653,2.1653,4.6887,234.9573,1.0,1.0,-1345.5068,153.2173,0.0,0.0,53.602,0.0961,2.3261,6.0
1426.1592,6471.2515,6471251.5,nan,0.2159,8.8859,0.4386,109.7586,109.7586,0.0,0.0,58.0529,2.7984,2.6065,0.4386,4.3045,nan,1.0212,0.5343,0.0761,0.0761,21231.1387,2.3303,2.2942,2.2942,5.2631,235.3442,0.9928,0.9928,-1345.6592,153.2252,0.0,0.0,55.269,0.0755,2.3303,6.0
1426.3116,6404.061,6404061.0,nan,0.2159,8.8961,0.4519,110.4247,110.4247,0.0,0.0,60.735,3.4151,3.1345,0.4519,4.065,nan,1.5867,0.5384,0.0922,0.0922,21010.6992,2.3201,2.7334,2.7334,7.4715,235.8285,0.8315,0.8315,-1345.8116,153.233,0.0,0.0,57.776,0.0767,2.3201,6.0
1426.464,6145.6118,6145612.0,nan,0.2159,8.9053,0.4393,112.7871,112.7871,0.0,0.0,63.508,4.2582,3.8508,0.4393,3.6078,nan,7.2214,0.5507,0.1533,0.1533,20162.7676,2.2741,3.358,3.358,11.2763,236.406,0.6818,0.6818,-1345.964,153.2408,0.0,0.0,50.269,0.1045,2.2741,6.0
1426.6164,5793.2158,5793224.5,nan,0.2159,8.9191,0.4174,115.7545,115.7545,0.0,0.0,65.7598,5.1817,4.6632,0.4174,3.0059,nan,20.5385,0.562,0.2156,0.2156,19006.6426,2.2001,4.0664,4.0664,16.5357,237.1944,0.6007,0.6007,-1346.1165,153.2486,0.0,0.0,38.956,0.1295,2.2001,6.0
1426.7688,5534.7148,5534714.5,nan,0.2159,8.9409,0.4051,117.1847,117.1847,0.0,0.0,69.2779,5.8142,5.3363,0.4051,2.6468,nan,22.6736,0.5582,0.2265,0.2265,18158.5137,2.1279,4.6533,4.6533,21.6531,238.3449,0.5885,0.5885,-1346.2688,153.2565,0.0,0.0,35.7,0.1333,2.1279,6.0
1426.9212,5552.1753,5552261.0,nan,0.2159,8.9633,0.3944,116.8656,116.8656,0.0,0.0,75.232,5.7573,5.543,0.3944,2.6685,nan,14.9056,0.5552,0.1941,0.1941,18216.0801,2.1288,4.8334,4.8334,23.3621,239.9199,0.6382,0.6382,-1346.4211,153.2643,0.0,0.0,39.044,0.1239,2.1288,6.0
1427.0736,5792.771,5792771.0,nan,0.2159,8.9777,0.3798,114.711,114.711,0.0,0.0,79.8701,5.102,5.1867,0.3798,2.9837,nan,6.2,0.5464,0.1375,0.1375,19005.1543,2.1801,4.5227,4.5227,20.4547,241.8407,0.7311,0.7311,-1346.5736,153.2721,0.0,0.0,48.049,0.1005,2.1801,6.0
1427.226,6130.6274,6130631.5,nan,0.2159,8.986,0.3814,111.8447,111.8447,0.0,0.0,80.9962,4.2269,4.4736,0.3814,3.4326,nan,0.741,0.5349,0.0656,0.0656,20113.6211,2.2496,3.9009,3.9009,15.2166,244.0685,0.8518,0.8518,-1346.726,153.2799,0.0,0.0,63.905,0.0558,2.2496,6.0
1427.3784,6344.5767,6344576.5,nan,0.2159,8.9916,0.4117,111.3543,111.3543,0.0,0.0,79.9393,3.3504,3.6362,0.4117,3.8259,nan,0.0317,0.5473,0.0234,0.0234,20815.541,2.3179,3.1707,3.1707,10.053,246.5968,0.9848,0.9848,-1346.8784,153.2878,0.0,0.0,72.342,0.023,2.3179,6.0
1427.5308,6344.1133,6344082.5,nan,0.2159,8.9928,0.4492,113.4812,113.4812,0.0,0.0,78.6964,2.6652,2.9169,0.4492,4.0699,nan,0.0128,0.58,0.0181,0.0181,20813.9199,2.362,2.5435,2.5435,6.4693,249.1684,1.0,1.0,-1347.0308,153.2956,0.0,0.0,73.049,0.0181,2.362,6.0
1427.6832,6400.9067,6400906.5,nan,0.2159,8.9901,0.4651,113.7362,113.7362,0.0,0.0,77.3724,2.3077,2.5226,0.4651,4.1949,nan,0.0039,0.5893,0.0123,0.0123,21000.3496,2.3885,2.2985,2.2985,5.2833,251.2659,1.0,1.0,-1347.1832,153.3034,0.0,0.0,71.537,0.0123,2.3885,6.0
1427.8356,6608.7061,6608706.0,nan,0.2159,8.9859,0.4616,111.4329,111.4329,0.0,0.0,75.1787,2.2312,2.4288,0.4616,4.2546,nan,0.0,0.5729,0.0014,0.01,21682.1074,2.4161,2.3863,2.3863,5.6946,252.4814,1.0,1.0,-1347.3356,153.3112,0.0,0.0,72.69,0.0014,2.4161,6.0
1427.988,6761.9458,6761946.0,nan,0.2159,8.9845,0.4514,110.1021,110.1021,0.0,0.0,71.6621,2.2542,2.4531,0.4514,4.451,nan,0.0,0.5662,0.0001,0.01,22184.8613,2.4426,2.6065,2.6065,6.7939,252.8931,1.0,1.0,-1347.488,153.319,0.0,0.0,76.488,0.0001,2.4426,6.0
1428.1404,6769.062,6769062.0,nan,0.2159,8.9898,0.4485,110.5132,110.5132,0.0,0.0,68.21,2.1457,2.3473,0.4485,4.9341,nan,0.0213,0.5733,0.0204,0.0204,22208.209,2.4543,2.636,2.636,6.9488,253.0296,1.0,1.0,-1347.6404,153.3269,0.0,0.0,73.784,0.0204,2.4543,6.0
1428.2928,6582.2158,6582216.0,nan,0.2159,9.0009,0.4508,113.8494,113.8494,0.0,0.0,66.7529,1.9072,2.102,0.4508,5.3165,nan,0.1217,0.6081,0.0364,0.0364,21595.1953,2.4586,2.3046,2.3046,5.3113,253.4381,1.0,1.0,-1347.7928,153.3347,0.0,0.0,72.623,0.0364,2.4586,6.0
1428.4452,6255.5337,6255534.0,nan,0.2159,9.0133,0.443,118.8448,118.8448,0.0,0.0,67.9692,1.7142,1.9034,0.443,5.1712,nan,0.272,0.6538,0.0469,0.0469,20523.4043,2.4391,1.9024,1.9024,3.619,254.1165,1.0,1.0,-1347.9452,153.3425,0.0,0.0,71.726,0.0469,2.4391,6.0
1428.5976,6057.9702,6057985.5,nan,0.2159,9.0228,0.4277,120.8741,120.8741,0.0,0.0,71.6856,1.6692,1.8538,0.4277,4.8304,nan,0.2402,0.6651,0.0441,0.0441,19875.2812,2.4024,1.6714,1.6714,2.7936,254.5701,1.0,1.0,-1348.0977,153.3503,0.0,0.0,73.207,0.0441,2.4024,6.0
1428.75,6074.6665,6074666.5,nan,0.2159,8.9909,0.4325,119.1018,119.1018,0.0,0.0,74.8905,1.7911,1.9677,0.4325,4.637,nan,0.0757,0.6398,0.0307,0.0307,19930.0098,2.3737,1.7199,1.7199,2.9581,254.3775,1.0,1.0,-1348.25,153.3582,0.0,0.0,76.461,0.0307,2.3737,6.0
1428.9024,6219.7559,6219750.0,nan,0.2159,8.8739,0.4552,115.3091,115.3091,0.0,0.0,76.0592,2.1031,2.2607,0.4552,4.3638,nan,0.2415,0.5962,0.048,0.048,20406.0039,2.353,1.9714,1.9714,3.8865,253.4422,1.0,1.0,-1348.4023,153.366,0.0,0.0,67.439,0.048,2.353,6.0
1429.0548,6291.7026,6291702.5,nan,0.2159,8.7203,0.4521,112.7358,112.7358,0.0,0.0,76.4594,2.6364,2.7539,0.4521,3.8671,nan,0.7756,0.5636,0.0718,0.0718,20642.0684,2.3271,2.4015,2.4015,5.7671,251.9303,0.8994,0.8994,-1348.5548,153.3738,0.0,0.0,63.865,0.0646,2.3271,6.0
1429.2072,6209.8105,6209823.5,nan,0.2159,8.6246,0.4215,112.6224,112.6224,0.0,0.0,78.0163,3.212,3.2565,0.4215,3.4767,nan,1.746,0.5542,0.0903,0.0903,20373.4355,2.2945,2.8397,2.8397,8.0638,250.3099,0.8522,0.8522,-1348.7072,153.3817,0.0,0.0,61.442,0.077,2.2945,6.0
1429.3596,6046.5752,6046575.0,nan,0.2159,8.6016,0.4144,114.3723,114.3723,0.0,0.0,80.2608,3.3806,3.3542,0.4144,3.3864,nan,1.6406,0.5654,0.0882,0.0882,19837.8457,2.2689,2.9248,2.9248,8.5545,249.2159,0.8517,0.8517,-1348.8596,153.3895,0.0,0.0,66.524,0.0751,2.2689,6.0
1429.512,5785.1011,5785139.0,nan,0.2159,8.5996,0.4432,118.9885,118.9885,0.0,0.0,83.0606,3.1037,3.0426,0.4432,3.5498,nan,0.6099,0.6095,0.0672,0.0672,18980.1152,2.2584,2.6531,2.6531,7.0389,248.7504,0.8888,0.8888,-1349.012,153.3973,0.0,0.0,75.135,0.0597,2.2584,6.0
1429.6644,5641.9365,5641936.5,nan,0.2159,8.596,0.4712,122.467,122.467,0.0,0.0,84.5515,2.809,2.7179,0.4712,4.0252,nan,0.1758,0.6469,0.0468,0.0468,18510.291,2.2669,2.37,2.37,5.6171,248.2054,0.8947,0.8947,-1349.1644,153.4051,0.0,0.0,77.766,0.0419,2.2669,6.0
1429.8168,5809.897,5809897.0,nan,0.2159,8.5928,0.4635,120.8362,120.8362,0.0,0.0,80.7584,2.7305,2.6016,0.4635,4.8737,nan,0.319,0.6396,0.0551,0.0551,19061.3418,2.3033,2.5816,2.5816,6.6645,246.6004,0.8883,0.8883,-1349.3168,153.4129,0.0,0.0,69.655,0.0489,2.3033,6.0
1429.9692,6133.5571,6133557.5,nan,0.2159,8.5957,0.4328,117.4812,117.4812,0.0,0.0,72.9031,2.8176,2.6367,0.4328,5.7109,nan,0.63,0.621,0.0634,0.0634,20123.2188,2.3641,2.8768,2.8768,8.2762,243.7413,0.9375,0.9375,-1349.4692,153.4208,0.0,0.0,61.742,0.0594,2.3641,6.0
1430.1216,6423.7163,6423716.0,nan,0.2159,8.6018,0.4051,114.6704,114.6704,0.0,0.0,67.1488,2.8154,2.6024,0.4051,5.9049,nan,0.557,0.6058,0.0567,0.0567,21075.1836,2.4167,2.8375,2.8375,8.0517,240.7301,0.9936,0.9936,-1349.6216,153.4286,0.0,0.0,61.613,0.0563,2.4167,6.0
1430.274,6523.8462,6523846.5,nan,0.2159,8.6047,0.3995,113.3309,113.3309,0.0,0.0,65.7063,2.5781,2.3936,0.3995,5.536,nan,0.8126,0.5946,0.0632,0.0632,21403.6953,2.4257,2.4664,2.4664,6.0832,238.9743,1.0,1.0,-1349.774,153.4364,0.0,0.0,64.208,0.0632,2.4257,6.0
1430.4264,6324.9243,6324924.5,nan,0.2159,8.6262,0.4177,115.1218,115.1218,0.0,0.0,67.5163,2.2326,2.1075,0.4177,5.1304,nan,0.7469,0.6034,0.0638,0.0638,20751.0645,2.3889,1.9946,1.9946,3.9785,239.1424,1.0,1.0,-1349.9264,153.4442,0.0,0.0,70.541,0.0638,2.3889,6.0
1430.5788,6034.2632,6034281.0,nan,0.2159,8.7055,0.4491,118.98,118.98,0.0,0.0,73.8617,1.894,1.8202,0.4491,4.8376,nan,0.6014,0.634,0.0634,0.0634,19797.5098,2.3555,1.601,1.601,2.5631,241.3513,1.0,1.0,-1350.0789,153.4521,0.0,0.0,76.346,0.0634,2.3555,6.0
1430.7312,5823.5542,5823554.0,nan,0.2159,8.8166,0.4784,121.9084,121.9084,0.0,0.0,81.5966,1.6308,1.5838,0.4784,4.7388,nan,0.5044,0.657,0.0639,0.0639,19106.1484,2.3292,1.3986,1.3986,1.956,245.1435,1.0,1.0,-1350.2312,153.4599,0.0,0.0,79.693,0.0639,2.3292,6.0
1430.8836,5695.5142,5695556.5,nan,0.2159,8.8894,0.4987,124.0764,124.0764,0.0,0.0,83.3793,1.5047,1.458,0.4987,4.8318,nan,0.4896,0.6762,0.0664,0.0664,18686.209,2.3185,1.3593,1.3593,1.8478,249.1011,1.0,1.0,-1350.3835,153.4677,0.0,0.0,79.446,0.0664,2.3185,6.0
1431.036,5675.8862,5675886.0,nan,0.2159,8.909,0.5001,125.2895,125.2895,0.0,0.0,80.6566,1.5371,1.4642,0.5001,4.9655,nan,0.006,0.6922,0.0153,0.0153,18621.6738,2.3331,1.3472,1.3472,1.8148,251.8455,1.0,1.0,-1350.536,153.4755,0.0,0.0,80.102,0.0153,2.3331,6.0
1431.1884,6135.9277,6136030.0,nan,0.2159,8.9102,0.489,118.787,118.787,0.0,0.0,78.9388,1.7448,1.6109,0.489,5.1467,nan,0.0,0.641,0.0011,0.01,20131.334,2.3913,1.7188,1.7188,2.9543,253.1075,1.0,1.0,-1350.6884,153.4834,0.0,0.0,68.206,0.0011,2.3913,6.0
1431.3408,7244.8853,7244885.0,nan,0.2159,8.9154,0.4817,105.2071,105.2071,0.0,0.0,75.4993,2.1762,1.9267,0.4817,5.4402,nan,0.0,0.5313,0.0001,0.01,23769.3086,2.5007,2.3224,2.3224,5.3935,253.3304,1.0,1.0,-1350.8408,153.4912,0.0,0.0,59.521,0.0001,2.5007,6.0
1431.4932,8086.9429,8086808.5,nan,0.2159,8.9414,0.4822,97.6219,97.6219,0.0,0.0,66.9187,2.6897,2.2962,0.4822,5.4457,nan,0.0,0.4771,0.0001,0.01,26531.5234,2.5901,2.6988,2.6988,7.2837,253.0235,1.0,1.0,-1350.9932,153.499,0.0,0.0,57.112,0.0001,2.5901,6.0
1431.6456,8092.3164,8092316.5,nan,0.2159,8.9848,0.4751,97.6625,97.6625,0.0,0.0,59.7303,2.7104,2.3395,0.4751,4.8173,nan,0.0,0.4782,0.0001,0.01,26549.5957,2.5929,2.5024,2.5024,6.2622,252.7546,1.0,1.0,-1351.1456,153.5069,0.0,0.0,72.375,0.0001,2.5929,6.0
1431.798,7413.3154,7413315.5,nan,0.2159,9.0167,0.4575,103.6021,103.6021,0.0,0.0,60.3463,2.267,2.048,0.4575,4.3579,nan,0.0001,0.5199,0.003,0.01,24321.9004,2.5198,2.0149,2.0149,4.0599,252.9107,1.0,1.0,-1351.298,153.5147,0.0,0.0,78.679,0.003,2.5198,6.0
1431.9504,6495.4121,6495412.5,nan,0.2159,9.0248,0.4446,114.9626,114.9626,0.0,0.0,65.4541,1.9771,1.8482,0.4446,4.3874,nan,0.0006,0.6172,0.006,0.01,21310.4082,2.4499,1.7716,1.7716,3.1386,253.3673,1.0,1.0,-1351.4504,153.5225,0.0,0.0,80.605,0.006,2.4499,6.0
1432.1028,6172.0806,6172080.5,nan,0.2159,9.0251,0.4399,119.3307,119.3307,0.0,0.0,71.3151,1.9587,1.8671,0.4399,4.5625,nan,0.0011,0.6529,0.0074,0.01,20249.6074,2.4164,1.7763,1.7763,3.1552,253.6392,1.0,1.0,-1351.6028,153.5303,0.0,0.0,79.949,0.0074,2.4164,6.0
1432.2552,6287.9219,6287922.0,nan,0.2159,9.0303,0.4419,117.3068,117.3068,0.0,0.0,77.5532,2.121,2.0429,0.4419,4.57,nan,0.0026,0.6334,0.01,0.01,20629.666,2.42,1.8971,1.8971,3.5991,253.3952,1.0,1.0,-1351.7552,153.5381,0.0,0.0,80.347,0.01,2.42,6.0
1432.4076,6318.3164,6318316.5,nan,0.2159,9.0372,0.456,116.5254,116.5254,0.0,0.0,82.7542,2.3164,2.2432,0.456,4.2046,nan,0.0157,0.6243,0.0189,0.0189,20729.3848,2.4155,1.9703,1.9703,3.882,252.8844,1.0,1.0,-1351.9076,153.546,0.0,0.0,78.099,0.0189,2.4155,6.0
1432.56,6164.2759,6164266.0,nan,0.2159,9.0361,0.4769,117.8155,117.8155,0.0,0.0,84.7768,2.3748,2.313,0.4769,3.7965,nan,0.0538,0.6291,0.0302,0.0302,20223.9707,2.3827,2.0169,2.0169,4.068,252.7571,1.0,1.0,-1352.0601,153.5538,0.0,0.0,80.732,0.0302,2.3827,6.0
